timestamp,step,loss,reward,key_rate,entropy,actions
2025-08-16T10:26:00.756289,0,1.0,0.0,0.0,0.0,"{""action_type"": 4, ""node_type_to_add"": 1, ""param_to_modify"": 0, ""param_value"": [0.9838591525720037]}"
