qber,p_depol,log_neg,E_R_corrected,SP_BB84_per_signal,SP_6state_per_signal,ratio_ER_BB,ratio_ER_6st
0.14400,0.19200,0.7756827017,0.4053806559,-0.0946193441,-0.0317159889,inf,inf
0.14450,0.19267,0.7748397598,0.4040963465,-0.0959036535,-0.0325763870,inf,inf
0.14500,0.19333,0.7739963251,0.4028149547,-0.0971850453,-0.0334351919,inf,inf
0.14550,0.19400,0.7731523970,0.4015364722,-0.0984635278,-0.0342924073,inf,inf
0.14600,0.19467,0.7723079750,0.4002608907,-0.0997391093,-0.0351480373,inf,inf
0.14650,0.19533,0.7714630584,0.3989882018,-0.1010117982,-0.0360020857,inf,inf
0.14700,0.19600,0.7706176467,0.3977183974,-0.1022816026,-0.0368545564,inf,inf
0.14750,0.19667,0.7697717392,0.3964514695,-0.1035485305,-0.0377054534,inf,inf
0.14800,0.19733,0.7689253356,0.3951874099,-0.1048125901,-0.0385547804,inf,inf
0.14850,0.19800,0.7680784350,0.3939262106,-0.1060737894,-0.0394025411,inf,inf
0.14900,0.19867,0.7672310370,0.3926678636,-0.1073321364,-0.0402487395,inf,inf
0.14950,0.19933,0.7663831410,0.3914123612,-0.1085876388,-0.0410933792,inf,inf
0.15000,0.20000,0.7655347464,0.3901596953,-0.1098403047,-0.0419364639,inf,inf
0.15050,0.20067,0.7646858525,0.3889098582,-0.1110901418,-0.0427779973,inf,inf
0.15100,0.20133,0.7638364589,0.3876628423,-0.1123371577,-0.0436179831,inf,inf
0.15150,0.20200,0.7629865649,0.3864186397,-0.1135813603,-0.0444564249,inf,inf
0.15200,0.20267,0.7621361699,0.3851772429,-0.1148227571,-0.0452933263,inf,inf
0.15250,0.20333,0.7612852734,0.3839386442,-0.1160613558,-0.0461286908,inf,inf
0.15300,0.20400,0.7604338747,0.3827028362,-0.1172971638,-0.0469625221,inf,inf
0.15350,0.20467,0.7595819732,0.3814698114,-0.1185301886,-0.0477948237,inf,inf
0.15400,0.20533,0.7587295685,0.3802395623,-0.1197604377,-0.0486255989,inf,inf
0.15450,0.20600,0.7578766597,0.3790120816,-0.1209879184,-0.0494548514,inf,inf
0.15500,0.20667,0.7570232465,0.3777873620,-0.1222126380,-0.0502825846,inf,inf
0.15550,0.20733,0.7561693281,0.3765653961,-0.1234346039,-0.0511088018,inf,inf
0.15600,0.20800,0.7553149040,0.3753461767,-0.1246538233,-0.0519335066,inf,inf
0.15650,0.20867,0.7544599736,0.3741296967,-0.1258703033,-0.0527567021,inf,inf
0.15700,0.20933,0.7536045363,0.3729159490,-0.1270840510,-0.0535783919,inf,inf
0.15750,0.21000,0.7527485914,0.3717049263,-0.1282950737,-0.0543985792,inf,inf
0.15800,0.21067,0.7518921384,0.3704966218,-0.1295033782,-0.0552172673,inf,inf
0.15850,0.21133,0.7510351767,0.3692910283,-0.1307089717,-0.0560344596,inf,inf
0.15900,0.21200,0.7501777056,0.3680881390,-0.1319118610,-0.0568501591,inf,inf
0.15950,0.21267,0.7493197246,0.3668879470,-0.1331120530,-0.0576643693,inf,inf
0.16000,0.21333,0.7484612330,0.3656904454,-0.1343095546,-0.0584770932,inf,inf
0.16050,0.21400,0.7476022303,0.3644956273,-0.1355043727,-0.0592883341,inf,inf
0.16100,0.21467,0.7467427158,0.3633034861,-0.1366965139,-0.0600980951,inf,inf
0.16150,0.21533,0.7458826889,0.3621140150,-0.1378859850,-0.0609063794,inf,inf
0.16200,0.21600,0.7450221490,0.3609272072,-0.1390727928,-0.0617131900,inf,inf
0.16250,0.21667,0.7441610956,0.3597430563,-0.1402569437,-0.0625185301,inf,inf
0.16300,0.21733,0.7432995279,0.3585615556,-0.1414384444,-0.0633224028,inf,inf
0.16350,0.21800,0.7424374454,0.3573826985,-0.1426173015,-0.0641248110,inf,inf
0.16400,0.21867,0.7415748474,0.3562064785,-0.1437935215,-0.0649257579,inf,inf
0.16450,0.21933,0.7407117334,0.3550328892,-0.1449671108,-0.0657252464,inf,inf
0.16500,0.22000,0.7398481027,0.3538619241,-0.1461380759,-0.0665232795,inf,inf
0.16550,0.22067,0.7389839547,0.3526935769,-0.1473064231,-0.0673198602,inf,inf
0.16600,0.22133,0.7381192888,0.3515278412,-0.1484721588,-0.0681149913,inf,inf
0.16650,0.22200,0.7372541043,0.3503647107,-0.1496352893,-0.0689086760,inf,inf
0.16700,0.22267,0.7363884007,0.3492041791,-0.1507958209,-0.0697009169,inf,inf
0.16750,0.22333,0.7355221773,0.3480462402,-0.1519537598,-0.0704917171,inf,inf
0.16800,0.22400,0.7346554335,0.3468908879,-0.1531091121,-0.0712810794,inf,inf
0.16850,0.22467,0.7337881686,0.3457381159,-0.1542618841,-0.0720690066,inf,inf
0.16900,0.22533,0.7329203821,0.3445879182,-0.1554120818,-0.0728555015,inf,inf
0.16950,0.22600,0.7320520733,0.3434402886,-0.1565597114,-0.0736405670,inf,inf
0.17000,0.22667,0.7311832416,0.3422952213,-0.1577047787,-0.0744242058,inf,inf
0.17050,0.22733,0.7303138863,0.3411527100,-0.1588472900,-0.0752064208,inf,inf
0.17100,0.22800,0.7294440068,0.3400127490,-0.1599872510,-0.0759872145,inf,inf
0.17150,0.22867,0.7285736026,0.3388753323,-0.1611246677,-0.0767665899,inf,inf
0.17200,0.22933,0.7277026728,0.3377404540,-0.1622595460,-0.0775445495,inf,inf
0.17250,0.23000,0.7268312170,0.3366081082,-0.1633918918,-0.0783210961,inf,inf
0.17300,0.23067,0.7259592345,0.3354782891,-0.1645217109,-0.0790962323,inf,inf
0.17350,0.23133,0.7250867246,0.3343509909,-0.1656490091,-0.0798699608,inf,inf
0.17400,0.23200,0.7242136868,0.3332262080,-0.1667737920,-0.0806422842,inf,inf
0.17450,0.23267,0.7233401203,0.3321039346,-0.1678960654,-0.0814132052,inf,inf
0.17500,0.23333,0.7224660245,0.3309841649,-0.1690158351,-0.0821827263,inf,inf
0.17550,0.23400,0.7215913988,0.3298668935,-0.1701331065,-0.0829508501,inf,inf
0.17600,0.23467,0.7207162425,0.3287521146,-0.1712478854,-0.0837175792,inf,inf
0.17650,0.23533,0.7198405551,0.3276398227,-0.1723601773,-0.0844829161,inf,inf
0.17700,0.23600,0.7189643358,0.3265300123,-0.1734699877,-0.0852468634,inf,inf
0.17750,0.23667,0.7180875840,0.3254226778,-0.1745773222,-0.0860094235,inf,inf
0.17800,0.23733,0.7172102990,0.3243178138,-0.1756821862,-0.0867705990,inf,inf
0.17850,0.23800,0.7163324803,0.3232154149,-0.1767845851,-0.0875303923,inf,inf
0.17900,0.23867,0.7154541271,0.3221154755,-0.1778845245,-0.0882888060,inf,inf
0.17950,0.23933,0.7145752389,0.3210179905,-0.1789820095,-0.0890458423,inf,inf
0.18000,0.24000,0.7136958148,0.3199229543,-0.1800770457,-0.0898015038,inf,inf
0.18050,0.24067,0.7128158544,0.3188303617,-0.1811696383,-0.0905557929,inf,inf
0.18100,0.24133,0.7119353570,0.3177402074,-0.1822597926,-0.0913087119,inf,inf
0.18150,0.24200,0.7110543218,0.3166524862,-0.1833475138,-0.0920602633,inf,inf
0.18200,0.24267,0.7101727483,0.3155671928,-0.1844328072,-0.0928104494,inf,inf
0.18250,0.24333,0.7092906357,0.3144843221,-0.1855156779,-0.0935592725,inf,inf
0.18300,0.24400,0.7084079835,0.3134038688,-0.1865961312,-0.0943067351,inf,inf
0.18350,0.24467,0.7075247909,0.3123258279,-0.1876741721,-0.0950528393,inf,inf
0.18400,0.24533,0.7066410573,0.3112501943,-0.1887498057,-0.0957975875,inf,inf
0.18450,0.24600,0.7057567820,0.3101769629,-0.1898230371,-0.0965409820,inf,inf
0.18500,0.24667,0.7048719645,0.3091061286,-0.1908938714,-0.0972830251,inf,inf
0.18550,0.24733,0.7039866039,0.3080376864,-0.1919623136,-0.0980237189,inf,inf
0.18600,0.24800,0.7031006996,0.3069716314,-0.1930283686,-0.0987630658,inf,inf
0.18650,0.24867,0.7022142510,0.3059079586,-0.1940920414,-0.0995010680,inf,inf
0.18700,0.24933,0.7013272574,0.3048466630,-0.1951533370,-0.1002377276,inf,inf
0.18750,0.25000,0.7004397181,0.3037877399,-0.1962122601,-0.1009730469,inf,inf
0.18800,0.25067,0.6995516325,0.3027311842,-0.1972688158,-0.1017070281,inf,inf
0.18850,0.25133,0.6986629999,0.3016769912,-0.1983230088,-0.1024396732,inf,inf
0.18900,0.25200,0.6977738196,0.3006251560,-0.1993748440,-0.1031709846,inf,inf
0.18950,0.25267,0.6968840909,0.2995756739,-0.2004243261,-0.1039009642,inf,inf
0.19000,0.25333,0.6959938131,0.2985285401,-0.2014714599,-0.1046296142,inf,inf
0.19050,0.25400,0.6951029856,0.2974837499,-0.2025162501,-0.1053569368,inf,inf
0.19100,0.25467,0.6942116078,0.2964412985,-0.2035587015,-0.1060829340,inf,inf
0.19150,0.25533,0.6933196788,0.2954011812,-0.2045988188,-0.1068076079,inf,inf
0.19200,0.25600,0.6924271981,0.2943633935,-0.2056366065,-0.1075309605,inf,inf
0.19250,0.25667,0.6915341649,0.2933279307,-0.2066720693,-0.1082529940,inf,inf
0.19300,0.25733,0.6906405786,0.2922947882,-0.2077052118,-0.1089737104,inf,inf
0.19350,0.25800,0.6897464385,0.2912639614,-0.2087360386,-0.1096931116,inf,inf
0.19400,0.25867,0.6888517439,0.2902354457,-0.2097645543,-0.1104111997,inf,inf
0.19450,0.25933,0.6879564940,0.2892092367,-0.2107907633,-0.1111279767,inf,inf
0.19500,0.26000,0.6870606883,0.2881853298,-0.2118146702,-0.1118434447,inf,inf
0.19550,0.26067,0.6861643261,0.2871637205,-0.2128362795,-0.1125576054,inf,inf
0.19600,0.26133,0.6852674065,0.2861444045,-0.2138555955,-0.1132704610,inf,inf
0.19650,0.26200,0.6843699290,0.2851273772,-0.2148726228,-0.1139820133,inf,inf
0.19700,0.26267,0.6834718929,0.2841126343,-0.2158873657,-0.1146922644,inf,inf
0.19750,0.26333,0.6825732973,0.2831001714,-0.2168998286,-0.1154012160,inf,inf
0.19800,0.26400,0.6816741418,0.2820899841,-0.2179100159,-0.1161088702,inf,inf
0.19850,0.26467,0.6807744255,0.2810820682,-0.2189179318,-0.1168152288,inf,inf
0.19900,0.26533,0.6798741477,0.2800764192,-0.2199235808,-0.1175202937,inf,inf
0.19950,0.26600,0.6789733079,0.2790730329,-0.2209269671,-0.1182240667,inf,inf
0.20000,0.26667,0.6780719051,0.2780719051,-0.2219280949,-0.1189265498,inf,inf
