qber,p_depol,log_neg_bits,bb84_SP_bits,sixstate_SP_bits,gap_bb84,gap_sixstate
0.15250,0.20333,0.7612852734,0.0000000000,0.1422318629,0.7612852734,0.6190534105
0.15300,0.20400,0.7604338747,0.0000000000,0.1402035736,0.7604338747,0.6202303011
0.15350,0.20467,0.7595819732,0.0000000000,0.1381780676,0.7595819732,0.6214039057
0.15400,0.20533,0.7587295685,0.0000000000,0.1361553372,0.7587295685,0.6225742312
0.15450,0.20600,0.7578766597,0.0000000000,0.1341353753,0.7578766597,0.6237412845
0.15500,0.20667,0.7570232465,0.0000000000,0.1321181744,0.7570232465,0.6249050721
0.15550,0.20733,0.7561693281,0.0000000000,0.1301037272,0.7561693281,0.6260656009
0.15600,0.20800,0.7553149040,0.0000000000,0.1280920266,0.7553149040,0.6272228774
0.15650,0.20867,0.7544599736,0.0000000000,0.1260830654,0.7544599736,0.6283769082
0.15700,0.20933,0.7536045363,0.0000000000,0.1240768364,0.7536045363,0.6295276999
0.15750,0.21000,0.7527485914,0.0000000000,0.1220733325,0.7527485914,0.6306752589
0.15800,0.21067,0.7518921384,0.0000000000,0.1200725467,0.7518921384,0.6318195917
0.15850,0.21133,0.7510351767,0.0000000000,0.1180744720,0.7510351767,0.6329607047
0.15900,0.21200,0.7501777056,0.0000000000,0.1160791014,0.7501777056,0.6340986042
0.15950,0.21267,0.7493197246,0.0000000000,0.1140864281,0.7493197246,0.6352332964
0.16000,0.21333,0.7484612330,0.0000000000,0.1120964452,0.7484612330,0.6363647878
0.16050,0.21400,0.7476022303,0.0000000000,0.1101091459,0.7476022303,0.6374930843
0.16100,0.21467,0.7467427158,0.0000000000,0.1081245235,0.7467427158,0.6386181923
0.16150,0.21533,0.7458826889,0.0000000000,0.1061425711,0.7458826889,0.6397401178
0.16200,0.21600,0.7450221490,0.0000000000,0.1041632821,0.7450221490,0.6408588669
0.16250,0.21667,0.7441610956,0.0000000000,0.1021866500,0.7441610956,0.6419744456
0.16300,0.21733,0.7432995279,0.0000000000,0.1002126680,0.7432995279,0.6430868599
0.16350,0.21800,0.7424374454,0.0000000000,0.0982413296,0.7424374454,0.6441961158
0.16400,0.21867,0.7415748474,0.0000000000,0.0962726284,0.7415748474,0.6453022190
0.16450,0.21933,0.7407117334,0.0000000000,0.0943065578,0.7407117334,0.6464051756
0.16500,0.22000,0.7398481027,0.0000000000,0.0923431115,0.7398481027,0.6475049912
0.16550,0.22067,0.7389839547,0.0000000000,0.0903822830,0.7389839547,0.6486016717
0.16600,0.22133,0.7381192888,0.0000000000,0.0884240661,0.7381192888,0.6496952227
0.16650,0.22200,0.7372541043,0.0000000000,0.0864684543,0.7372541043,0.6507856500
0.16700,0.22267,0.7363884007,0.0000000000,0.0845154415,0.7363884007,0.6518729592
0.16750,0.22333,0.7355221773,0.0000000000,0.0825650213,0.7355221773,0.6529571560
0.16800,0.22400,0.7346554335,0.0000000000,0.0806171877,0.7346554335,0.6540382457
0.16850,0.22467,0.7337881686,0.0000000000,0.0786719345,0.7337881686,0.6551162341
0.16900,0.22533,0.7329203821,0.0000000000,0.0767292555,0.7329203821,0.6561911266
0.16950,0.22600,0.7320520733,0.0000000000,0.0747891448,0.7320520733,0.6572629285
0.17000,0.22667,0.7311832416,0.0000000000,0.0728515961,0.7311832416,0.6583316454
0.17050,0.22733,0.7303138863,0.0000000000,0.0709166037,0.7303138863,0.6593972826
0.17100,0.22800,0.7294440068,0.0000000000,0.0689841614,0.7294440068,0.6604598454
0.17150,0.22867,0.7285736026,0.0000000000,0.0670542634,0.7285736026,0.6615193391
0.17200,0.22933,0.7277026728,0.0000000000,0.0651269038,0.7277026728,0.6625757690
0.17250,0.23000,0.7268312170,0.0000000000,0.0632020768,0.7268312170,0.6636291403
0.17300,0.23067,0.7259592345,0.0000000000,0.0612797764,0.7259592345,0.6646794581
0.17350,0.23133,0.7250867246,0.0000000000,0.0593599971,0.7250867246,0.6657267276
0.17400,0.23200,0.7242136868,0.0000000000,0.0574427329,0.7242136868,0.6667709539
0.17450,0.23267,0.7233401203,0.0000000000,0.0555279782,0.7233401203,0.6678121421
0.17500,0.23333,0.7224660245,0.0000000000,0.0536157273,0.7224660245,0.6688502972
0.17550,0.23400,0.7215913988,0.0000000000,0.0517059746,0.7215913988,0.6698854242
0.17600,0.23467,0.7207162425,0.0000000000,0.0497987145,0.7207162425,0.6709175280
0.17650,0.23533,0.7198405551,0.0000000000,0.0478939414,0.7198405551,0.6719466137
0.17700,0.23600,0.7189643358,0.0000000000,0.0459916497,0.7189643358,0.6729726861
0.17750,0.23667,0.7180875840,0.0000000000,0.0440918340,0.7180875840,0.6739957500
0.17800,0.23733,0.7172102990,0.0000000000,0.0421944887,0.7172102990,0.6750158103
0.17850,0.23800,0.7163324803,0.0000000000,0.0402996085,0.7163324803,0.6760328718
0.17900,0.23867,0.7154541271,0.0000000000,0.0384071879,0.7154541271,0.6770469392
0.17950,0.23933,0.7145752389,0.0000000000,0.0365172216,0.7145752389,0.6780580173
0.18000,0.24000,0.7136958148,0.0000000000,0.0346297041,0.7136958148,0.6790661107
0.18050,0.24067,0.7128158544,0.0000000000,0.0327446303,0.7128158544,0.6800712241
0.18100,0.24133,0.7119353570,0.0000000000,0.0308619948,0.7119353570,0.6810733622
0.18150,0.24200,0.7110543218,0.0000000000,0.0289817923,0.7110543218,0.6820725295
0.18200,0.24267,0.7101727483,0.0000000000,0.0271040177,0.7101727483,0.6830687306
0.18250,0.24333,0.7092906357,0.0000000000,0.0252286657,0.7092906357,0.6840619700
0.18300,0.24400,0.7084079835,0.0000000000,0.0233557312,0.7084079835,0.6850522523
0.18350,0.24467,0.7075247909,0.0000000000,0.0214852090,0.7075247909,0.6860395819
0.18400,0.24533,0.7066410573,0.0000000000,0.0196170942,0.7066410573,0.6870239631
0.18450,0.24600,0.7057567820,0.0000000000,0.0177513815,0.7057567820,0.6880054006
0.18500,0.24667,0.7048719645,0.0000000000,0.0158880659,0.7048719645,0.6889838985
0.18550,0.24733,0.7039866039,0.0000000000,0.0140271425,0.7039866039,0.6899594613
0.18600,0.24800,0.7031006996,0.0000000000,0.0121686063,0.7031006996,0.6909320933
0.18650,0.24867,0.7022142510,0.0000000000,0.0103124522,0.7022142510,0.6919017988
0.18700,0.24933,0.7013272574,0.0000000000,0.0084586754,0.7013272574,0.6928685820
0.18750,0.25000,0.7004397181,0.0000000000,0.0066072710,0.7004397181,0.6938324472
0.18800,0.25067,0.6995516325,0.0000000000,0.0047582341,0.6995516325,0.6947933985
0.18850,0.25133,0.6986629999,0.0000000000,0.0029115598,0.6986629999,0.6957514401
0.18900,0.25200,0.6977738196,0.0000000000,0.0010672434,0.6977738196,0.6967065762
0.18950,0.25267,0.6968840909,0.0000000000,0.0000000000,0.6968840909,0.6968840909
0.19000,0.25333,0.6959938131,0.0000000000,0.0000000000,0.6959938131,0.6959938131
0.19050,0.25400,0.6951029856,0.0000000000,0.0000000000,0.6951029856,0.6951029856
0.19100,0.25467,0.6942116078,0.0000000000,0.0000000000,0.6942116078,0.6942116078
0.19150,0.25533,0.6933196788,0.0000000000,0.0000000000,0.6933196788,0.6933196788
0.19200,0.25600,0.6924271981,0.0000000000,0.0000000000,0.6924271981,0.6924271981
0.19250,0.25667,0.6915341649,0.0000000000,0.0000000000,0.6915341649,0.6915341649
0.19300,0.25733,0.6906405786,0.0000000000,0.0000000000,0.6906405786,0.6906405786
0.19350,0.25800,0.6897464385,0.0000000000,0.0000000000,0.6897464385,0.6897464385
0.19400,0.25867,0.6888517439,0.0000000000,0.0000000000,0.6888517439,0.6888517439
0.19450,0.25933,0.6879564940,0.0000000000,0.0000000000,0.6879564940,0.6879564940
0.19500,0.26000,0.6870606883,0.0000000000,0.0000000000,0.6870606883,0.6870606883
0.19550,0.26067,0.6861643261,0.0000000000,0.0000000000,0.6861643261,0.6861643261
0.19600,0.26133,0.6852674065,0.0000000000,0.0000000000,0.6852674065,0.6852674065
0.19650,0.26200,0.6843699290,0.0000000000,0.0000000000,0.6843699290,0.6843699290
0.19700,0.26267,0.6834718929,0.0000000000,0.0000000000,0.6834718929,0.6834718929
0.19750,0.26333,0.6825732973,0.0000000000,0.0000000000,0.6825732973,0.6825732973
0.19800,0.26400,0.6816741418,0.0000000000,0.0000000000,0.6816741418,0.6816741418
0.19850,0.26467,0.6807744255,0.0000000000,0.0000000000,0.6807744255,0.6807744255
0.19900,0.26533,0.6798741477,0.0000000000,0.0000000000,0.6798741477,0.6798741477
0.19950,0.26600,0.6789733079,0.0000000000,0.0000000000,0.6789733079,0.6789733079
0.20000,0.26667,0.6780719051,0.0000000000,0.0000000000,0.6780719051,0.6780719051
