noise_param,AD_log_neg_bits,dephase_log_neg_bits,depol_log_neg_bits
0.5290,0.5567972466,0.0813396275,0.2708279156
0.5300,0.5558161551,0.0840642648,0.2690331465
0.5310,0.5548343959,0.0867837661,0.2672361418
0.5320,0.5538519682,0.0894981508,0.2654368960
0.5330,0.5528688710,0.0922074381,0.2636354036
0.5340,0.5518851035,0.0949116470,0.2618316588
0.5350,0.5509006646,0.0976107966,0.2600256560
0.5360,0.5499155536,0.1003049058,0.2582173895
0.5370,0.5489297695,0.1029939933,0.2564068538
0.5380,0.5479433113,0.1056780779,0.2545940430
0.5390,0.5469561781,0.1083571781,0.2527789515
0.5400,0.5459683691,0.1110313124,0.2509615735
0.5410,0.5449798833,0.1137004992,0.2491419033
0.5420,0.5439907197,0.1163647567,0.2473199350
0.5430,0.5430008774,0.1190241031,0.2454956628
0.5440,0.5420103555,0.1216785566,0.2436690810
0.5450,0.5410191531,0.1243281350,0.2418401836
0.5460,0.5400272693,0.1269728563,0.2400089647
0.5470,0.5390347030,0.1296127381,0.2381754186
0.5480,0.5380414533,0.1322477983,0.2363395392
0.5490,0.5370475194,0.1348780543,0.2345013206
0.5500,0.5360529002,0.1375035237,0.2326607568
0.5510,0.5350575949,0.1401242239,0.2308178419
0.5520,0.5340616024,0.1427401721,0.2289725698
0.5530,0.5330649219,0.1453513856,0.2271249344
0.5540,0.5320675523,0.1479578814,0.2252749299
0.5550,0.5310694927,0.1505596766,0.2234225499
0.5560,0.5300707422,0.1531567881,0.2215677885
0.5570,0.5290712998,0.1557492327,0.2197106395
0.5580,0.5280711646,0.1583370272,0.2178510968
0.5590,0.5270703355,0.1609201882,0.2159891541
0.5600,0.5260688117,0.1634987323,0.2141248054
0.5610,0.5250665921,0.1660726759,0.2122580442
0.5620,0.5240636758,0.1686420356,0.2103888644
0.5630,0.5230600618,0.1712068274,0.2085172598
0.5640,0.5220557492,0.1737670677,0.2066432240
0.5650,0.5210507369,0.1763227726,0.2047667507
0.5660,0.5200450240,0.1788739582,0.2028878335
0.5670,0.5190386096,0.1814206403,0.2010064661
0.5680,0.5180314926,0.1839628348,0.1991226420
0.5690,0.5170236721,0.1865005576,0.1972363549
0.5700,0.5160151470,0.1890338244,0.1953475983
0.5710,0.5150059164,0.1915626507,0.1934563657
0.5720,0.5139959794,0.1940870521,0.1915626507
0.5730,0.5129853348,0.1966070441,0.1896664467
0.5740,0.5119739818,0.1991226420,0.1877677470
0.5750,0.5109619193,0.2016338612,0.1858665453
0.5760,0.5099491463,0.2041407168,0.1839628348
0.5770,0.5089356619,0.2066432240,0.1820566090
0.5780,0.5079214650,0.2091413978,0.1801478612
0.5790,0.5069065546,0.2116352533,0.1782365846
0.5800,0.5058909297,0.2141248054,0.1763227726
0.5810,0.5048745894,0.2166100687,0.1744064185
0.5820,0.5038575326,0.2190910582,0.1724875155
0.5830,0.5028397583,0.2215677885,0.1705660568
0.5840,0.5018212654,0.2240402742,0.1686420356
0.5850,0.5008020531,0.2265085298,0.1667154450
0.5860,0.4997821201,0.2289725698,0.1647862781
0.5870,0.4987614657,0.2314324084,0.1628545282
0.5880,0.4977400886,0.2338880602,0.1609201882
0.5890,0.4967179879,0.2363395392,0.1589832512
0.5900,0.4956951626,0.2387868596,0.1570437101
0.5910,0.4946716116,0.2412300355,0.1551015581
0.5920,0.4936473340,0.2436690810,0.1531567881
0.5930,0.4926223286,0.2461040099,0.1512093929
0.5940,0.4915965944,0.2485348361,0.1492593655
0.5950,0.4905701304,0.2509615735,0.1473066988
0.5960,0.4895429356,0.2533842358,0.1453513856
0.5970,0.4885150090,0.2558028366,0.1433934187
0.5980,0.4874863493,0.2582173895,0.1414327909
0.5990,0.4864569558,0.2606279081,0.1394694950
0.6000,0.4854268272,0.2630344058,0.1375035237
0.6010,0.4843959625,0.2654368960,0.1355348698
0.6020,0.4833643607,0.2678353921,0.1335635257
0.6030,0.4823320207,0.2702299072,0.1315894843
0.6040,0.4812989415,0.2726204547,0.1296127381
0.6050,0.4802651221,0.2750070475,0.1276332797
0.6060,0.4792305612,0.2773896988,0.1256511017
0.6070,0.4781952579,0.2797684216,0.1236661965
0.6080,0.4771592112,0.2821432288,0.1216785566
0.6090,0.4761224199,0.2845141332,0.1196881745
0.6100,0.4750848829,0.2868811478,0.1176950427
0.6110,0.4740465993,0.2892442852,0.1156991534
0.6120,0.4730075679,0.2916035580,0.1137004992
0.6130,0.4719677877,0.2939589790,0.1116990722
0.6140,0.4709272575,0.2963105607,0.1096948648
0.6150,0.4698859763,0.2986583156,0.1076878693
0.6160,0.4688439430,0.3010022560,0.1056780779
0.6170,0.4678011565,0.3033423945,0.1036654828
0.6180,0.4667576157,0.3056787432,0.1016500761
0.6190,0.4657133196,0.3080113146,0.0996318500
0.6200,0.4646682670,0.3103401206,0.0976107966
0.6210,0.4636224569,0.3126651736,0.0955869080
0.6220,0.4625758880,0.3149864855,0.0935601762
0.6230,0.4615285595,0.3173040684,0.0915305931
0.6240,0.4604804700,0.3196179342,0.0894981508
0.6250,0.4594316186,0.3219280949,0.0874628413
0.6260,0.4583820042,0.3242345623,0.0854246563
0.6270,0.4573316255,0.3265373481,0.0833835877
0.6280,0.4562804815,0.3288364642,0.0813396275
0.6290,0.4552285711,0.3311319222,0.0792927673
0.6300,0.4541758932,0.3334237337,0.0772429989
0.6310,0.4531224466,0.3357119103,0.0751903142
0.6320,0.4520682302,0.3379964635,0.0731347046
0.6330,0.4510132429,0.3402774048,0.0710761620
0.6340,0.4499574836,0.3425547455,0.0690146779
0.6350,0.4489009511,0.3448284970,0.0669502439
0.6360,0.4478436444,0.3470986706,0.0648828516
0.6370,0.4467855621,0.3493652776,0.0628124924
0.6380,0.4457267033,0.3516283291,0.0607391579
0.6390,0.4446670668,0.3538878363,0.0586628394
0.6400,0.4436066515,0.3561438102,0.0565835284
0.6410,0.4425454561,0.3583962620,0.0545012162
0.6420,0.4414834796,0.3606452025,0.0524158942
0.6430,0.4404207208,0.3628906427,0.0503275536
0.6440,0.4393571785,0.3651325935,0.0482361857
0.6450,0.4382928516,0.3673710656,0.0461417816
0.6460,0.4372277389,0.3696060700,0.0440443327
0.6470,0.4361618393,0.3718376173,0.0419438300
0.6480,0.4350951516,0.3740657182,0.0398402645
0.6490,0.4340276747,0.3762903833,0.0377336274
0.6500,0.4329594073,0.3785116233,0.0356239097
0.6510,0.4318903483,0.3807294485,0.0335111024
0.6520,0.4308204965,0.3829438696,0.0313951963
0.6530,0.4297498508,0.3851548969,0.0292761824
0.6540,0.4286784099,0.3873625408,0.0271540515
0.6550,0.4276061728,0.3895668118,0.0250287945
0.6560,0.4265331381,0.3917677200,0.0229004021
0.6570,0.4254593048,0.3939652757,0.0207688651
0.6580,0.4243846715,0.3961594891,0.0186341741
0.6590,0.4233092372,0.3983503703,0.0164963199
0.6600,0.4222330007,0.4005379296,0.0143552930
0.6610,0.4211559607,0.4027221768,0.0122110840
0.6620,0.4200781160,0.4049031221,0.0100636833
0.6630,0.4189994654,0.4070807755,0.0079130816
0.6640,0.4179200078,0.4092551467,0.0057592693
0.6650,0.4168397419,0.4114262457,0.0036022367
0.6660,0.4157586665,0.4135940824,0.0014419742
0.6670,0.4146767804,0.4157586665,0.0000000000
0.6680,0.4135940824,0.4179200078,0.0000000000
0.6690,0.4125105712,0.4200781160,0.0000000000
0.6700,0.4114262457,0.4222330007,0.0000000000
0.6710,0.4103411046,0.4243846715,0.0000000000
0.6720,0.4092551467,0.4265331381,0.0000000000
0.6730,0.4081683707,0.4286784099,0.0000000000
0.6740,0.4070807755,0.4308204965,0.0000000000
0.6750,0.4059923597,0.4329594073,0.0000000000
0.6760,0.4049031221,0.4350951516,0.0000000000
0.6770,0.4038130616,0.4372277389,0.0000000000
0.6780,0.4027221768,0.4393571785,0.0000000000
0.6790,0.4016304666,0.4414834796,0.0000000000
0.6800,0.4005379296,0.4436066515,0.0000000000
0.6810,0.3994445646,0.4457267033,0.0000000000
0.6820,0.3983503703,0.4478436444,0.0000000000
0.6830,0.3972553456,0.4499574836,0.0000000000
0.6840,0.3961594891,0.4520682302,0.0000000000
0.6850,0.3950627995,0.4541758932,0.0000000000
0.6860,0.3939652757,0.4562804815,0.0000000000
0.6870,0.3928669162,0.4583820042,0.0000000000
0.6880,0.3917677200,0.4604804700,0.0000000000
0.6890,0.3906676856,0.4625758880,0.0000000000
0.6900,0.3895668118,0.4646682670,0.0000000000
0.6910,0.3884650973,0.4667576157,0.0000000000
0.6920,0.3873625408,0.4688439430,0.0000000000
0.6930,0.3862591411,0.4709272575,0.0000000000
0.6940,0.3851548969,0.4730075679,0.0000000000
0.6950,0.3840498068,0.4750848829,0.0000000000
0.6960,0.3829438696,0.4771592112,0.0000000000
0.6970,0.3818370839,0.4792305612,0.0000000000
0.6980,0.3807294485,0.4812989415,0.0000000000
0.6990,0.3796209621,0.4833643607,0.0000000000
0.7000,0.3785116233,0.4854268272,0.0000000000
0.7010,0.3774014308,0.4874863493,0.0000000000
0.7020,0.3762903833,0.4895429356,0.0000000000
0.7030,0.3751784796,0.4915965944,0.0000000000
0.7040,0.3740657182,0.4936473340,0.0000000000
0.7050,0.3729520979,0.4956951626,0.0000000000
0.7060,0.3718376173,0.4977400886,0.0000000000
0.7070,0.3707222751,0.4997821201,0.0000000000
0.7080,0.3696060700,0.5018212654,0.0000000000
0.7090,0.3684890006,0.5038575326,0.0000000000
0.7100,0.3673710656,0.5058909297,0.0000000000
0.7110,0.3662522637,0.5079214650,0.0000000000
0.7120,0.3651325935,0.5099491463,0.0000000000
0.7130,0.3640120536,0.5119739818,0.0000000000
0.7140,0.3628906427,0.5139959794,0.0000000000
0.7150,0.3617683594,0.5160151470,0.0000000000
0.7160,0.3606452025,0.5180314926,0.0000000000
0.7170,0.3595211704,0.5200450240,0.0000000000
0.7180,0.3583962620,0.5220557492,0.0000000000
0.7190,0.3572704757,0.5240636758,0.0000000000
0.7200,0.3561438102,0.5260688117,0.0000000000
0.7210,0.3550162642,0.5280711646,0.0000000000
0.7220,0.3538878363,0.5300707422,0.0000000000
0.7230,0.3527585250,0.5320675523,0.0000000000
0.7240,0.3516283291,0.5340616024,0.0000000000
0.7250,0.3504972471,0.5360529002,0.0000000000
0.7260,0.3493652776,0.5380414533,0.0000000000
0.7270,0.3482324192,0.5400272693,0.0000000000
0.7280,0.3470986706,0.5420103555,0.0000000000
0.7290,0.3459640303,0.5439907197,0.0000000000
0.7300,0.3448284970,0.5459683691,0.0000000000
0.7310,0.3436920692,0.5479433113,0.0000000000
0.7320,0.3425547455,0.5499155536,0.0000000000
0.7330,0.3414165245,0.5518851035,0.0000000000
0.7340,0.3402774048,0.5538519682,0.0000000000
0.7350,0.3391373849,0.5558161551,0.0000000000
0.7360,0.3379964635,0.5577776714,0.0000000000
0.7370,0.3368546391,0.5597365244,0.0000000000
0.7380,0.3357119103,0.5616927214,0.0000000000
0.7390,0.3345682757,0.5636462695,0.0000000000
0.7400,0.3334237337,0.5655971759,0.0000000000
0.7410,0.3322782831,0.5675454476,0.0000000000
0.7420,0.3311319222,0.5694910920,0.0000000000
0.7430,0.3299846498,0.5714341159,0.0000000000
0.7440,0.3288364642,0.5733745264,0.0000000000
0.7450,0.3276873642,0.5753123307,0.0000000000
0.7460,0.3265373481,0.5772475356,0.0000000000
0.7470,0.3253864147,0.5791801481,0.0000000000
0.7480,0.3242345623,0.5811101752,0.0000000000
0.7490,0.3230817895,0.5830376238,0.0000000000
0.7500,0.3219280949,0.5849625007,0.0000000000
0.7510,0.3207734769,0.5868848129,0.0000000000
0.7520,0.3196179342,0.5888045670,0.0000000000
0.7530,0.3184614652,0.5907217700,0.0000000000
0.7540,0.3173040684,0.5926364286,0.0000000000
0.7550,0.3161457423,0.5945485496,0.0000000000
0.7560,0.3149864855,0.5964581396,0.0000000000
0.7570,0.3138262964,0.5983652053,0.0000000000
0.7580,0.3126651736,0.6002697535,0.0000000000
0.7590,0.3115031155,0.6021717908,0.0000000000
0.7600,0.3103401206,0.6040713237,0.0000000000
0.7610,0.3091761875,0.6059683588,0.0000000000
0.7620,0.3080113146,0.6078629028,0.0000000000
0.7630,0.3068455003,0.6097549622,0.0000000000
0.7640,0.3056787432,0.6116445434,0.0000000000
0.7650,0.3045110418,0.6135316529,0.0000000000
0.7660,0.3033423945,0.6154162973,0.0000000000
0.7670,0.3021727997,0.6172984828,0.0000000000
0.7680,0.3010022560,0.6191782161,0.0000000000
0.7690,0.2998307618,0.6210555033,0.0000000000
0.7700,0.2986583156,0.6229303509,0.0000000000
0.7710,0.2974849157,0.6248027653,0.0000000000
0.7720,0.2963105607,0.6266727526,0.0000000000
0.7730,0.2951352490,0.6285403193,0.0000000000
0.7740,0.2939589790,0.6304054715,0.0000000000
0.7750,0.2927817492,0.6322682155,0.0000000000
0.7760,0.2916035580,0.6341285575,0.0000000000
0.7770,0.2904244039,0.6359865037,0.0000000000
0.7780,0.2892442852,0.6378420603,0.0000000000
0.7790,0.2880632003,0.6396952334,0.0000000000
0.7800,0.2868811478,0.6415460291,0.0000000000
0.7810,0.2856981260,0.6433944535,0.0000000000
0.7820,0.2845141332,0.6452405126,0.0000000000
0.7830,0.2833291681,0.6470842126,0.0000000000
0.7840,0.2821432288,0.6489255595,0.0000000000
0.7850,0.2809563138,0.6507645591,0.0000000000
0.7860,0.2797684216,0.6526012176,0.0000000000
0.7870,0.2785795505,0.6544355408,0.0000000000
0.7880,0.2773896988,0.6562675348,0.0000000000
0.7890,0.2761988650,0.6580972054,0.0000000000
0.7900,0.2750070475,0.6599245584,0.0000000000
0.7910,0.2738142446,0.6617495998,0.0000000000
0.7920,0.2726204547,0.6635723354,0.0000000000
0.7930,0.2714256761,0.6653927710,0.0000000000
0.7940,0.2702299072,0.6672109125,0.0000000000
0.7950,0.2690331465,0.6690267655,0.0000000000
0.7960,0.2678353921,0.6708403359,0.0000000000
0.7970,0.2666366425,0.6726516293,0.0000000000
0.7980,0.2654368960,0.6744606516,0.0000000000
0.7990,0.2642361510,0.6762674083,0.0000000000
0.8000,0.2630344058,0.6780719051,0.0000000000
0.8010,0.2618316588,0.6798741477,0.0000000000
0.8020,0.2606279081,0.6816741418,0.0000000000
0.8030,0.2594231523,0.6834718929,0.0000000000
0.8040,0.2582173895,0.6852674065,0.0000000000
0.8050,0.2570106182,0.6870606883,0.0000000000
0.8060,0.2558028366,0.6888517439,0.0000000000
0.8070,0.2545940430,0.6906405786,0.0000000000
0.8080,0.2533842358,0.6924271981,0.0000000000
0.8090,0.2521734132,0.6942116078,0.0000000000
0.8100,0.2509615735,0.6959938131,0.0000000000
0.8110,0.2497487151,0.6977738196,0.0000000000
0.8120,0.2485348361,0.6995516325,0.0000000000
0.8130,0.2473199350,0.7013272574,0.0000000000
0.8140,0.2461040099,0.7031006996,0.0000000000
0.8150,0.2448870591,0.7048719645,0.0000000000
0.8160,0.2436690810,0.7066410573,0.0000000000
0.8170,0.2424500737,0.7084079835,0.0000000000
0.8180,0.2412300355,0.7101727483,0.0000000000
0.8190,0.2400089647,0.7119353570,0.0000000000
0.8200,0.2387868596,0.7136958148,0.0000000000
0.8210,0.2375637183,0.7154541271,0.0000000000
0.8220,0.2363395392,0.7172102990,0.0000000000
0.8230,0.2351143204,0.7189643358,0.0000000000
0.8240,0.2338880602,0.7207162425,0.0000000000
0.8250,0.2326607568,0.7224660245,0.0000000000
0.8260,0.2314324084,0.7242136868,0.0000000000
0.8270,0.2302030134,0.7259592345,0.0000000000
0.8280,0.2289725698,0.7277026728,0.0000000000
0.8290,0.2277410758,0.7294440068,0.0000000000
0.8300,0.2265085298,0.7311832416,0.0000000000
0.8310,0.2252749299,0.7329203821,0.0000000000
0.8320,0.2240402742,0.7346554335,0.0000000000
0.8330,0.2228045610,0.7363884007,0.0000000000
0.8340,0.2215677885,0.7381192888,0.0000000000
0.8350,0.2203299549,0.7398481027,0.0000000000
0.8360,0.2190910582,0.7415748474,0.0000000000
0.8370,0.2178510968,0.7432995279,0.0000000000
0.8380,0.2166100687,0.7450221490,0.0000000000
0.8390,0.2153679722,0.7467427158,0.0000000000
0.8400,0.2141248054,0.7484612330,0.0000000000
0.8410,0.2128805663,0.7501777056,0.0000000000
0.8420,0.2116352533,0.7518921384,0.0000000000
0.8430,0.2103888644,0.7536045363,0.0000000000
0.8440,0.2091413978,0.7553149040,0.0000000000
0.8450,0.2078928516,0.7570232465,0.0000000000
0.8460,0.2066432240,0.7587295685,0.0000000000
0.8470,0.2053925130,0.7604338747,0.0000000000
0.8480,0.2041407168,0.7621361699,0.0000000000
0.8490,0.2028878335,0.7638364589,0.0000000000
0.8500,0.2016338612,0.7655347464,0.0000000000
0.8510,0.2003787980,0.7672310370,0.0000000000
0.8520,0.1991226420,0.7689253356,0.0000000000
0.8530,0.1978653914,0.7706176467,0.0000000000
0.8540,0.1966070441,0.7723079750,0.0000000000
0.8550,0.1953475983,0.7739963251,0.0000000000
0.8560,0.1940870521,0.7756827017,0.0000000000
0.8570,0.1928254036,0.7773671095,0.0000000000
0.8580,0.1915626507,0.7790495528,0.0000000000
0.8590,0.1902987916,0.7807300365,0.0000000000
0.8600,0.1890338244,0.7824085649,0.0000000000
0.8610,0.1877677470,0.7840851427,0.0000000000
0.8620,0.1865005576,0.7857597744,0.0000000000
0.8630,0.1852322542,0.7874324645,0.0000000000
0.8640,0.1839628348,0.7891032175,0.0000000000
0.8650,0.1826922975,0.7907720379,0.0000000000
0.8660,0.1814206403,0.7924389301,0.0000000000
0.8670,0.1801478612,0.7941038986,0.0000000000
0.8680,0.1788739582,0.7957669478,0.0000000000
0.8690,0.1775989293,0.7974280822,0.0000000000
0.8700,0.1763227726,0.7990873061,0.0000000000
0.8710,0.1750454861,0.8007446239,0.0000000000
0.8720,0.1737670677,0.8024000401,0.0000000000
0.8730,0.1724875155,0.8040535590,0.0000000000
0.8740,0.1712068274,0.8057051848,0.0000000000
0.8750,0.1699250014,0.8073549221,0.0000000000
0.8760,0.1686420356,0.8090027749,0.0000000000
0.8770,0.1673579277,0.8106487478,0.0000000000
0.8780,0.1660726759,0.8122928449,0.0000000000
0.8790,0.1647862781,0.8139350705,0.0000000000
0.8800,0.1634987323,0.8155754289,0.0000000000
0.8810,0.1622100363,0.8172139243,0.0000000000
0.8820,0.1609201882,0.8188505609,0.0000000000
0.8830,0.1596291858,0.8204853430,0.0000000000
0.8840,0.1583370272,0.8221182747,0.0000000000
0.8850,0.1570437101,0.8237493603,0.0000000000
0.8860,0.1557492327,0.8253786039,0.0000000000
0.8870,0.1544535927,0.8270060096,0.0000000000
0.8880,0.1531567881,0.8286315817,0.0000000000
0.8890,0.1518588167,0.8302553242,0.0000000000
0.8900,0.1505596766,0.8318772412,0.0000000000
0.8910,0.1492593655,0.8334973369,0.0000000000
0.8920,0.1479578814,0.8351156153,0.0000000000
0.8930,0.1466552221,0.8367320805,0.0000000000
0.8940,0.1453513856,0.8383467365,0.0000000000
0.8950,0.1440463696,0.8399595875,0.0000000000
0.8960,0.1427401721,0.8415706374,0.0000000000
0.8970,0.1414327909,0.8431798903,0.0000000000
0.8980,0.1401242239,0.8447873501,0.0000000000
0.8990,0.1388144689,0.8463930209,0.0000000000
0.9000,0.1375035237,0.8479969066,0.0000000000
0.9010,0.1361913863,0.8495990112,0.0000000000
0.9020,0.1348780543,0.8511993386,0.0000000000
0.9030,0.1335635257,0.8527978928,0.0000000000
0.9040,0.1322477983,0.8543946778,0.0000000000
0.9050,0.1309308698,0.8559896973,0.0000000000
0.9060,0.1296127381,0.8575829554,0.0000000000
0.9070,0.1282934010,0.8591744559,0.0000000000
0.9080,0.1269728563,0.8607642026,0.0000000000
0.9090,0.1256511017,0.8623521995,0.0000000000
0.9100,0.1243281350,0.8639384504,0.0000000000
0.9110,0.1230039541,0.8655229591,0.0000000000
0.9120,0.1216785566,0.8671057295,0.0000000000
0.9130,0.1203519404,0.8686867653,0.0000000000
0.9140,0.1190241031,0.8702660704,0.0000000000
0.9150,0.1176950427,0.8718436485,0.0000000000
0.9160,0.1163647567,0.8734195034,0.0000000000
0.9170,0.1150332429,0.8749936389,0.0000000000
0.9180,0.1137004992,0.8765660588,0.0000000000
0.9190,0.1123665231,0.8781367666,0.0000000000
0.9200,0.1110313124,0.8797057663,0.0000000000
0.9210,0.1096948648,0.8812730614,0.0000000000
0.9220,0.1083571781,0.8828386558,0.0000000000
0.9230,0.1070182499,0.8844025530,0.0000000000
0.9240,0.1056780779,0.8859647568,0.0000000000
0.9250,0.1043366598,0.8875252707,0.0000000000
0.9260,0.1029939933,0.8890840986,0.0000000000
0.9270,0.1016500761,0.8906412440,0.0000000000
0.9280,0.1003049058,0.8921967105,0.0000000000
0.9290,0.0989584801,0.8937505017,0.0000000000
0.9300,0.0976107966,0.8953026213,0.0000000000
0.9310,0.0962618531,0.8968530729,0.0000000000
0.9320,0.0949116470,0.8984018600,0.0000000000
0.9330,0.0935601762,0.8999489862,0.0000000000
0.9340,0.0922074381,0.9014944550,0.0000000000
0.9350,0.0908534305,0.9030382701,0.0000000000
0.9360,0.0894981508,0.9045804349,0.0000000000
0.9370,0.0881415969,0.9061209530,0.0000000000
0.9380,0.0867837661,0.9076598279,0.0000000000
0.9390,0.0854246563,0.9091970630,0.0000000000
0.9400,0.0840642648,0.9107326619,0.0000000000
0.9410,0.0827025893,0.9122666281,0.0000000000
0.9420,0.0813396275,0.9137989650,0.0000000000
0.9430,0.0799753767,0.9153296760,0.0000000000
0.9440,0.0786098347,0.9168587647,0.0000000000
0.9450,0.0772429989,0.9183862344,0.0000000000
0.9460,0.0758748670,0.9199120887,0.0000000000
0.9470,0.0745054364,0.9214363308,0.0000000000
0.9480,0.0731347046,0.9229589642,0.0000000000
0.9490,0.0717626693,0.9244799924,0.0000000000
0.9500,0.0703893279,0.9259994186,0.0000000000
0.9510,0.0690146779,0.9275172462,0.0000000000
0.9520,0.0676387169,0.9290334786,0.0000000000
0.9530,0.0662614423,0.9305481192,0.0000000000
0.9540,0.0648828516,0.9320611713,0.0000000000
0.9550,0.0635029423,0.9335726383,0.0000000000
0.9560,0.0621217119,0.9350825233,0.0000000000
0.9570,0.0607391579,0.9365908298,0.0000000000
0.9580,0.0593552776,0.9380975611,0.0000000000
0.9590,0.0579700686,0.9396027204,0.0000000000
0.9600,0.0565835284,0.9411063109,0.0000000000
0.9610,0.0551956542,0.9426083361,0.0000000000
0.9620,0.0538064437,0.9441087991,0.0000000000
0.9630,0.0524158942,0.9456077032,0.0000000000
0.9640,0.0510240030,0.9471050516,0.0000000000
0.9650,0.0496307677,0.9486008475,0.0000000000
0.9660,0.0482361857,0.9500950942,0.0000000000
0.9670,0.0468402542,0.9515877948,0.0000000000
0.9680,0.0454429708,0.9530789526,0.0000000000
0.9690,0.0440443327,0.9545685708,0.0000000000
0.9700,0.0426443374,0.9560566524,0.0000000000
0.9710,0.0412429822,0.9575432008,0.0000000000
0.9720,0.0398402645,0.9590282189,0.0000000000
0.9730,0.0384361817,0.9605117101,0.0000000000
0.9740,0.0370307309,0.9619936774,0.0000000000
0.9750,0.0356239097,0.9634741240,0.0000000000
0.9760,0.0342157153,0.9649530529,0.0000000000
0.9770,0.0328061451,0.9664304673,0.0000000000
0.9780,0.0313951963,0.9679063703,0.0000000000
0.9790,0.0299828662,0.9693807649,0.0000000000
0.9800,0.0285691522,0.9708536543,0.0000000000
0.9810,0.0271540515,0.9723250416,0.0000000000
0.9820,0.0257375614,0.9737949297,0.0000000000
0.9830,0.0243196792,0.9752633217,0.0000000000
0.9840,0.0229004021,0.9767302207,0.0000000000
0.9850,0.0214797274,0.9781956297,0.0000000000
0.9860,0.0200576523,0.9796595517,0.0000000000
0.9870,0.0186341741,0.9811219898,0.0000000000
0.9880,0.0172092900,0.9825829469,0.0000000000
0.9890,0.0157829972,0.9840424261,0.0000000000
0.9900,0.0143552930,0.9855004303,0.0000000000
0.9910,0.0129261744,0.9869569625,0.0000000000
0.9920,0.0114956388,0.9884120257,0.0000000000
0.9930,0.0100636833,0.9898656229,0.0000000000
0.9940,0.0086303051,0.9913177569,0.0000000000
0.9950,0.0071955014,0.9927684308,0.0000000000
0.9960,0.0057592693,0.9942176474,0.0000000000
0.9970,0.0043216060,0.9956654097,0.0000000000
0.9980,0.0028825085,0.9971117207,0.0000000000
0.9990,0.0014419742,0.9985565831,0.0000000000
1.0000,0.0000000000,1.0000000000,0.0000000000
