pair,diagonal,t,param_A,param_B,log_neg_bits
AD_x_DE,dephase-heavy,0.8485,0.2546,0.8485,0.0000000000
AD_x_DE,dephase-heavy,0.8536,0.2561,0.8536,0.0000000000
AD_x_DE,dephase-heavy,0.8586,0.2576,0.8586,0.0000000000
AD_x_DE,dephase-heavy,0.8636,0.2591,0.8636,0.0000000000
AD_x_DE,dephase-heavy,0.8686,0.2606,0.8686,0.0000000000
AD_x_DE,dephase-heavy,0.8736,0.2621,0.8736,0.0000000000
AD_x_DE,dephase-heavy,0.8786,0.2636,0.8786,0.0000000000
AD_x_DE,dephase-heavy,0.8837,0.2651,0.8837,0.0000000000
AD_x_DE,dephase-heavy,0.8887,0.2666,0.8887,0.0000000000
AD_x_DE,dephase-heavy,0.8937,0.2681,0.8937,0.0000000000
AD_x_DE,dephase-heavy,0.8987,0.2696,0.8987,0.0000000000
AD_x_DE,dephase-heavy,0.9037,0.2711,0.9037,0.0000000000
AD_x_DE,dephase-heavy,0.9087,0.2726,0.9087,0.0000000000
AD_x_DE,dephase-heavy,0.9137,0.2741,0.9137,0.0000000000
AD_x_DE,dephase-heavy,0.9188,0.2756,0.9188,0.0000000000
AD_x_DE,dephase-heavy,0.9238,0.2771,0.9238,0.0000000000
AD_x_DE,dephase-heavy,0.9288,0.2786,0.9288,0.0000000000
AD_x_DE,dephase-heavy,0.9338,0.2801,0.9338,0.0000000000
AD_x_DE,dephase-heavy,0.9388,0.2816,0.9388,0.0000000000
AD_x_DE,dephase-heavy,0.9438,0.2832,0.9438,0.0000000000
AD_x_DE,dephase-heavy,0.9488,0.2847,0.9488,0.0000000000
AD_x_DE,dephase-heavy,0.9539,0.2862,0.9539,0.0000000000
AD_x_DE,dephase-heavy,0.9589,0.2877,0.9589,0.0000000000
AD_x_DE,dephase-heavy,0.9639,0.2892,0.9639,0.0000000000
AD_x_DE,dephase-heavy,0.9689,0.2907,0.9689,0.0000000000
AD_x_DE,dephase-heavy,0.9739,0.2922,0.9739,0.0000000000
AD_x_DE,dephase-heavy,0.9789,0.2937,0.9789,0.0000000000
AD_x_DE,dephase-heavy,0.9840,0.2952,0.9840,0.0000000000
AD_x_DE,dephase-heavy,0.9890,0.2967,0.9890,0.0000000000
AD_x_DE,dephase-heavy,0.9940,0.2982,0.9940,0.0000000000
AD_x_DE,dephase-heavy,0.9990,0.2997,0.9990,0.0000000000
DP_x_DE,dephase-heavy,0.0010,0.0003,0.0010,0.9984848076
DP_x_DE,dephase-heavy,0.0060,0.0018,0.0060,0.9908750475
DP_x_DE,dephase-heavy,0.0110,0.0033,0.0110,0.9832469609
DP_x_DE,dephase-heavy,0.0160,0.0048,0.0160,0.9756004698
DP_x_DE,dephase-heavy,0.0211,0.0063,0.0211,0.9679354958
DP_x_DE,dephase-heavy,0.0261,0.0078,0.0261,0.9602519599
DP_x_DE,dephase-heavy,0.0311,0.0093,0.0311,0.9525497829
DP_x_DE,dephase-heavy,0.0361,0.0108,0.0361,0.9448288852
DP_x_DE,dephase-heavy,0.0411,0.0123,0.0411,0.9370891866
DP_x_DE,dephase-heavy,0.0461,0.0138,0.0461,0.9293306068
DP_x_DE,dephase-heavy,0.0512,0.0153,0.0512,0.9215530647
DP_x_DE,dephase-heavy,0.0562,0.0168,0.0562,0.9137564791
DP_x_DE,dephase-heavy,0.0612,0.0184,0.0612,0.9059407683
DP_x_DE,dephase-heavy,0.0662,0.0199,0.0662,0.8981058503
DP_x_DE,dephase-heavy,0.0712,0.0214,0.0712,0.8902516423
DP_x_DE,dephase-heavy,0.0762,0.0229,0.0762,0.8823780617
DP_x_DE,dephase-heavy,0.0812,0.0244,0.0812,0.8744850248
DP_x_DE,dephase-heavy,0.0863,0.0259,0.0863,0.8665724481
DP_x_DE,dephase-heavy,0.0913,0.0274,0.0913,0.8586402473
DP_x_DE,dephase-heavy,0.0963,0.0289,0.0963,0.8506883379
DP_x_DE,dephase-heavy,0.1013,0.0304,0.1013,0.8427166347
DP_x_DE,dephase-heavy,0.1063,0.0319,0.1063,0.8347250525
DP_x_DE,dephase-heavy,0.1113,0.0334,0.1113,0.8267135053
DP_x_DE,dephase-heavy,0.1163,0.0349,0.1163,0.8186819068
DP_x_DE,dephase-heavy,0.1214,0.0364,0.1214,0.8106301705
DP_x_DE,dephase-heavy,0.1264,0.0379,0.1264,0.8025582091
DP_x_DE,dephase-heavy,0.1314,0.0394,0.1314,0.7944659352
DP_x_DE,dephase-heavy,0.1364,0.0409,0.1364,0.7863532608
DP_x_DE,dephase-heavy,0.1414,0.0424,0.1414,0.7782200976
DP_x_DE,dephase-heavy,0.1464,0.0439,0.1464,0.7700663567
DP_x_DE,dephase-heavy,0.1515,0.0454,0.1515,0.7618919490
DP_x_DE,dephase-heavy,0.1565,0.0469,0.1565,0.7536967849
DP_x_DE,dephase-heavy,0.1615,0.0484,0.1615,0.7454807742
DP_x_DE,dephase-heavy,0.1665,0.0499,0.1665,0.7372438266
DP_x_DE,dephase-heavy,0.1715,0.0515,0.1715,0.7289858511
DP_x_DE,dephase-heavy,0.1765,0.0530,0.1765,0.7207067564
DP_x_DE,dephase-heavy,0.1815,0.0545,0.1815,0.7124064509
DP_x_DE,dephase-heavy,0.1866,0.0560,0.1866,0.7040848423
DP_x_DE,dephase-heavy,0.1916,0.0575,0.1916,0.6957418381
DP_x_DE,dephase-heavy,0.1966,0.0590,0.1966,0.6873773453
DP_x_DE,dephase-heavy,0.2016,0.0605,0.2016,0.6789912705
DP_x_DE,dephase-heavy,0.2066,0.0620,0.2066,0.6705835199
DP_x_DE,dephase-heavy,0.2116,0.0635,0.2116,0.6621539992
DP_x_DE,dephase-heavy,0.2166,0.0650,0.2166,0.6537026139
DP_x_DE,dephase-heavy,0.2217,0.0665,0.2217,0.6452292687
DP_x_DE,dephase-heavy,0.2267,0.0680,0.2267,0.6367338684
DP_x_DE,dephase-heavy,0.2317,0.0695,0.2317,0.6282163169
DP_x_DE,dephase-heavy,0.2367,0.0710,0.2367,0.6196765180
DP_x_DE,dephase-heavy,0.2417,0.0725,0.2417,0.6111143750
DP_x_DE,dephase-heavy,0.2467,0.0740,0.2467,0.6025297908
DP_x_DE,dephase-heavy,0.2518,0.0755,0.2518,0.5939226678
DP_x_DE,dephase-heavy,0.2568,0.0770,0.2568,0.5852929081
DP_x_DE,dephase-heavy,0.2618,0.0785,0.2618,0.5766404134
DP_x_DE,dephase-heavy,0.2668,0.0800,0.2668,0.5679650851
DP_x_DE,dephase-heavy,0.2718,0.0815,0.2718,0.5592668239
DP_x_DE,dephase-heavy,0.2768,0.0830,0.2768,0.5505455304
DP_x_DE,dephase-heavy,0.2818,0.0846,0.2818,0.5418011047
DP_x_DE,dephase-heavy,0.2869,0.0861,0.2869,0.5330334464
DP_x_DE,dephase-heavy,0.2919,0.0876,0.2919,0.5242424550
DP_x_DE,dephase-heavy,0.2969,0.0891,0.2969,0.5154280294
DP_x_DE,dephase-heavy,0.3019,0.0906,0.3019,0.5065900681
DP_x_DE,dephase-heavy,0.3069,0.0921,0.3069,0.4977284693
DP_x_DE,dephase-heavy,0.3119,0.0936,0.3119,0.4888431310
DP_x_DE,dephase-heavy,0.3169,0.0951,0.3169,0.4799339505
DP_x_DE,dephase-heavy,0.3220,0.0966,0.3220,0.4710008249
DP_x_DE,dephase-heavy,0.3270,0.0981,0.3270,0.4620436509
DP_x_DE,dephase-heavy,0.3320,0.0996,0.3320,0.4530623251
DP_x_DE,dephase-heavy,0.3370,0.1011,0.3370,0.4440567433
DP_x_DE,dephase-heavy,0.3420,0.1026,0.3420,0.4350268014
DP_x_DE,dephase-heavy,0.3470,0.1041,0.3470,0.4259723946
DP_x_DE,dephase-heavy,0.3521,0.1056,0.3521,0.4168934180
DP_x_DE,dephase-heavy,0.3571,0.1071,0.3571,0.4077897663
DP_x_DE,dephase-heavy,0.3621,0.1086,0.3621,0.3986613339
DP_x_DE,dephase-heavy,0.3671,0.1101,0.3671,0.3895080148
DP_x_DE,dephase-heavy,0.3721,0.1116,0.3721,0.3803297028
DP_x_DE,dephase-heavy,0.3771,0.1131,0.3771,0.3711262914
DP_x_DE,dephase-heavy,0.3821,0.1146,0.3821,0.3618976737
DP_x_DE,dephase-heavy,0.3872,0.1161,0.3872,0.3526437426
DP_x_DE,dephase-heavy,0.3922,0.1177,0.3922,0.3433643907
DP_x_DE,dephase-heavy,0.3972,0.1192,0.3972,0.3340595104
DP_x_DE,dephase-heavy,0.4022,0.1207,0.4022,0.3247289936
DP_x_DE,dephase-heavy,0.4072,0.1222,0.4072,0.3153727324
DP_x_DE,dephase-heavy,0.4122,0.1237,0.4122,0.3059906181
DP_x_DE,dephase-heavy,0.4173,0.1252,0.4173,0.2965825422
DP_x_DE,dephase-heavy,0.4223,0.1267,0.4223,0.2871483958
DP_x_DE,dephase-heavy,0.4273,0.1282,0.4273,0.2776880698
DP_x_DE,dephase-heavy,0.4323,0.1297,0.4323,0.2682014549
DP_x_DE,dephase-heavy,0.4373,0.1312,0.4373,0.2586884416
DP_x_DE,dephase-heavy,0.4423,0.1327,0.4423,0.2491489202
DP_x_DE,dephase-heavy,0.4473,0.1342,0.4473,0.2395827810
DP_x_DE,dephase-heavy,0.4524,0.1357,0.4524,0.2299899138
DP_x_DE,dephase-heavy,0.4574,0.1372,0.4574,0.2203702087
DP_x_DE,dephase-heavy,0.4624,0.1387,0.4624,0.2107235553
DP_x_DE,dephase-heavy,0.4674,0.1402,0.4674,0.2010498433
DP_x_DE,dephase-heavy,0.4724,0.1417,0.4724,0.1913489621
DP_x_DE,dephase-heavy,0.4774,0.1432,0.4774,0.1816208012
DP_x_DE,dephase-heavy,0.4824,0.1447,0.4824,0.1718652501
DP_x_DE,dephase-heavy,0.4875,0.1462,0.4875,0.1620821979
DP_x_DE,dephase-heavy,0.4925,0.1477,0.4925,0.1522715339
DP_x_DE,dephase-heavy,0.4975,0.1492,0.4975,0.1424331475
DP_x_DE,dephase-heavy,0.5025,0.1508,0.5025,0.1325669278
DP_x_DE,dephase-heavy,0.5075,0.1523,0.5075,0.1226727642
DP_x_DE,dephase-heavy,0.5125,0.1538,0.5125,0.1127505458
DP_x_DE,dephase-heavy,0.5176,0.1553,0.5176,0.1028001621
DP_x_DE,dephase-heavy,0.5226,0.1568,0.5226,0.0928215025
DP_x_DE,dephase-heavy,0.5276,0.1583,0.5276,0.0828144565
DP_x_DE,dephase-heavy,0.5326,0.1598,0.5326,0.0727789136
DP_x_DE,dephase-heavy,0.5376,0.1613,0.5376,0.0627147638
DP_x_DE,dephase-heavy,0.5426,0.1628,0.5426,0.0526218968
DP_x_DE,dephase-heavy,0.5476,0.1643,0.5476,0.0425002029
DP_x_DE,dephase-heavy,0.5527,0.1658,0.5527,0.0323495723
DP_x_DE,dephase-heavy,0.5577,0.1673,0.5577,0.0221698956
DP_x_DE,dephase-heavy,0.5627,0.1688,0.5627,0.0119610636
DP_x_DE,dephase-heavy,0.5677,0.1703,0.5677,0.0017229674
DP_x_DE,dephase-heavy,0.5727,0.1718,0.5727,0.0000000000
DP_x_DE,dephase-heavy,0.5777,0.1733,0.5777,0.0000000000
DP_x_DE,dephase-heavy,0.5827,0.1748,0.5827,0.0000000000
DP_x_DE,dephase-heavy,0.5878,0.1763,0.5878,0.0000000000
DP_x_DE,dephase-heavy,0.5928,0.1778,0.5928,0.0000000000
DP_x_DE,dephase-heavy,0.5978,0.1793,0.5978,0.0000000000
DP_x_DE,dephase-heavy,0.6028,0.1808,0.6028,0.0000000000
DP_x_DE,dephase-heavy,0.6078,0.1823,0.6078,0.0000000000
DP_x_DE,dephase-heavy,0.6128,0.1839,0.6128,0.0000000000
DP_x_DE,dephase-heavy,0.6179,0.1854,0.6179,0.0000000000
DP_x_DE,dephase-heavy,0.6229,0.1869,0.6229,0.0000000000
DP_x_DE,dephase-heavy,0.6279,0.1884,0.6279,0.0000000000
DP_x_DE,dephase-heavy,0.6329,0.1899,0.6329,0.0000000000
DP_x_DE,dephase-heavy,0.6379,0.1914,0.6379,0.0000000000
DP_x_DE,dephase-heavy,0.6429,0.1929,0.6429,0.0000000000
DP_x_DE,dephase-heavy,0.6479,0.1944,0.6479,0.0000000000
DP_x_DE,dephase-heavy,0.6530,0.1959,0.6530,0.0000000000
DP_x_DE,dephase-heavy,0.6580,0.1974,0.6580,0.0000000000
DP_x_DE,dephase-heavy,0.6630,0.1989,0.6630,0.0000000000
DP_x_DE,dephase-heavy,0.6680,0.2004,0.6680,0.0000000000
DP_x_DE,dephase-heavy,0.6730,0.2019,0.6730,0.0000000000
DP_x_DE,dephase-heavy,0.6780,0.2034,0.6780,0.0000000000
DP_x_DE,dephase-heavy,0.6831,0.2049,0.6831,0.0000000000
DP_x_DE,dephase-heavy,0.6881,0.2064,0.6881,0.0000000000
DP_x_DE,dephase-heavy,0.6931,0.2079,0.6931,0.0000000000
DP_x_DE,dephase-heavy,0.6981,0.2094,0.6981,0.0000000000
DP_x_DE,dephase-heavy,0.7031,0.2109,0.7031,0.0000000000
DP_x_DE,dephase-heavy,0.7081,0.2124,0.7081,0.0000000000
DP_x_DE,dephase-heavy,0.7131,0.2139,0.7131,0.0000000000
DP_x_DE,dephase-heavy,0.7182,0.2154,0.7182,0.0000000000
DP_x_DE,dephase-heavy,0.7232,0.2170,0.7232,0.0000000000
DP_x_DE,dephase-heavy,0.7282,0.2185,0.7282,0.0000000000
DP_x_DE,dephase-heavy,0.7332,0.2200,0.7332,0.0000000000
DP_x_DE,dephase-heavy,0.7382,0.2215,0.7382,0.0000000000
DP_x_DE,dephase-heavy,0.7432,0.2230,0.7432,0.0000000000
DP_x_DE,dephase-heavy,0.7482,0.2245,0.7482,0.0000000000
DP_x_DE,dephase-heavy,0.7533,0.2260,0.7533,0.0000000000
DP_x_DE,dephase-heavy,0.7583,0.2275,0.7583,0.0000000000
DP_x_DE,dephase-heavy,0.7633,0.2290,0.7633,0.0000000000
DP_x_DE,dephase-heavy,0.7683,0.2305,0.7683,0.0000000000
DP_x_DE,dephase-heavy,0.7733,0.2320,0.7733,0.0000000000
DP_x_DE,dephase-heavy,0.7783,0.2335,0.7783,0.0000000000
DP_x_DE,dephase-heavy,0.7834,0.2350,0.7834,0.0000000000
DP_x_DE,dephase-heavy,0.7884,0.2365,0.7884,0.0000000000
DP_x_DE,dephase-heavy,0.7934,0.2380,0.7934,0.0000000000
DP_x_DE,dephase-heavy,0.7984,0.2395,0.7984,0.0000000000
DP_x_DE,dephase-heavy,0.8034,0.2410,0.8034,0.0000000000
DP_x_DE,dephase-heavy,0.8084,0.2425,0.8084,0.0000000000
DP_x_DE,dephase-heavy,0.8134,0.2440,0.8134,0.0000000000
DP_x_DE,dephase-heavy,0.8185,0.2455,0.8185,0.0000000000
DP_x_DE,dephase-heavy,0.8235,0.2470,0.8235,0.0000000000
DP_x_DE,dephase-heavy,0.8285,0.2485,0.8285,0.0000000000
DP_x_DE,dephase-heavy,0.8335,0.2501,0.8335,0.0000000000
DP_x_DE,dephase-heavy,0.8385,0.2516,0.8385,0.0000000000
DP_x_DE,dephase-heavy,0.8435,0.2531,0.8435,0.0000000000
DP_x_DE,dephase-heavy,0.8485,0.2546,0.8485,0.0000000000
DP_x_DE,dephase-heavy,0.8536,0.2561,0.8536,0.0000000000
DP_x_DE,dephase-heavy,0.8586,0.2576,0.8586,0.0000000000
DP_x_DE,dephase-heavy,0.8636,0.2591,0.8636,0.0000000000
DP_x_DE,dephase-heavy,0.8686,0.2606,0.8686,0.0000000000
DP_x_DE,dephase-heavy,0.8736,0.2621,0.8736,0.0000000000
DP_x_DE,dephase-heavy,0.8786,0.2636,0.8786,0.0000000000
DP_x_DE,dephase-heavy,0.8837,0.2651,0.8837,0.0000000000
DP_x_DE,dephase-heavy,0.8887,0.2666,0.8887,0.0000000000
DP_x_DE,dephase-heavy,0.8937,0.2681,0.8937,0.0000000000
DP_x_DE,dephase-heavy,0.8987,0.2696,0.8987,0.0000000000
DP_x_DE,dephase-heavy,0.9037,0.2711,0.9037,0.0000000000
DP_x_DE,dephase-heavy,0.9087,0.2726,0.9087,0.0000000000
DP_x_DE,dephase-heavy,0.9137,0.2741,0.9137,0.0000000000
DP_x_DE,dephase-heavy,0.9188,0.2756,0.9188,0.0000000000
DP_x_DE,dephase-heavy,0.9238,0.2771,0.9238,0.0000000000
DP_x_DE,dephase-heavy,0.9288,0.2786,0.9288,0.0000000000
DP_x_DE,dephase-heavy,0.9338,0.2801,0.9338,0.0000000000
DP_x_DE,dephase-heavy,0.9388,0.2816,0.9388,0.0000000000
DP_x_DE,dephase-heavy,0.9438,0.2832,0.9438,0.0000000000
DP_x_DE,dephase-heavy,0.9488,0.2847,0.9488,0.0000000000
DP_x_DE,dephase-heavy,0.9539,0.2862,0.9539,0.0000000000
DP_x_DE,dephase-heavy,0.9589,0.2877,0.9589,0.0000000000
DP_x_DE,dephase-heavy,0.9639,0.2892,0.9639,0.0000000000
DP_x_DE,dephase-heavy,0.9689,0.2907,0.9689,0.0000000000
DP_x_DE,dephase-heavy,0.9739,0.2922,0.9739,0.0000000000
DP_x_DE,dephase-heavy,0.9789,0.2937,0.9789,0.0000000000
DP_x_DE,dephase-heavy,0.9840,0.2952,0.9840,0.0000000000
DP_x_DE,dephase-heavy,0.9890,0.2967,0.9890,0.0000000000
DP_x_DE,dephase-heavy,0.9940,0.2982,0.9940,0.0000000000
DP_x_DE,dephase-heavy,0.9990,0.2997,0.9990,0.0000000000
