pair,diagonal,t,param_A,param_B,log_neg_bits
AD_x_DE,AD-heavy,0.1264,0.1264,0.0379,0.8652930048
AD_x_DE,AD-heavy,0.1314,0.1314,0.0394,0.8598476225
AD_x_DE,AD-heavy,0.1364,0.1364,0.0409,0.8543950675
AD_x_DE,AD-heavy,0.1414,0.1414,0.0424,0.8489354008
AD_x_DE,AD-heavy,0.1464,0.1464,0.0439,0.8434686859
AD_x_DE,AD-heavy,0.1515,0.1515,0.0454,0.8379949878
AD_x_DE,AD-heavy,0.1565,0.1565,0.0469,0.8325143740
AD_x_DE,AD-heavy,0.1615,0.1615,0.0484,0.8270269140
AD_x_DE,AD-heavy,0.1665,0.1665,0.0499,0.8215326796
AD_x_DE,AD-heavy,0.1715,0.1715,0.0515,0.8160317445
AD_x_DE,AD-heavy,0.1765,0.1765,0.0530,0.8105241852
AD_x_DE,AD-heavy,0.1815,0.1815,0.0545,0.8050100800
AD_x_DE,AD-heavy,0.1866,0.1866,0.0560,0.7994895101
AD_x_DE,AD-heavy,0.1916,0.1916,0.0575,0.7939625586
AD_x_DE,AD-heavy,0.1966,0.1966,0.0590,0.7884293115
AD_x_DE,AD-heavy,0.2016,0.2016,0.0605,0.7828898572
AD_x_DE,AD-heavy,0.2066,0.2066,0.0620,0.7773442865
AD_x_DE,AD-heavy,0.2116,0.2116,0.0635,0.7717926932
AD_x_DE,AD-heavy,0.2166,0.2166,0.0650,0.7662351734
AD_x_DE,AD-heavy,0.2217,0.2217,0.0665,0.7606718262
AD_x_DE,AD-heavy,0.2267,0.2267,0.0680,0.7551027534
AD_x_DE,AD-heavy,0.2317,0.2317,0.0695,0.7495280597
AD_x_DE,AD-heavy,0.2367,0.2367,0.0710,0.7439478527
AD_x_DE,AD-heavy,0.2417,0.2417,0.0725,0.7383622430
AD_x_DE,AD-heavy,0.2467,0.2467,0.0740,0.7327713441
AD_x_DE,AD-heavy,0.2518,0.2518,0.0755,0.7271752726
AD_x_DE,AD-heavy,0.2568,0.2568,0.0770,0.7215741485
AD_x_DE,AD-heavy,0.2618,0.2618,0.0785,0.7159680947
AD_x_DE,AD-heavy,0.2668,0.2668,0.0800,0.7103572375
AD_x_DE,AD-heavy,0.2718,0.2718,0.0815,0.7047417065
AD_x_DE,AD-heavy,0.2768,0.2768,0.0830,0.6991216348
AD_x_DE,AD-heavy,0.2818,0.2818,0.0846,0.6934971588
AD_x_DE,AD-heavy,0.2869,0.2869,0.0861,0.6878684185
AD_x_DE,AD-heavy,0.2919,0.2919,0.0876,0.6822355575
AD_x_DE,AD-heavy,0.2969,0.2969,0.0891,0.6765987231
AD_x_DE,AD-heavy,0.3019,0.3019,0.0906,0.6709580660
AD_x_DE,AD-heavy,0.3069,0.3069,0.0921,0.6653137412
AD_x_DE,AD-heavy,0.3119,0.3119,0.0936,0.6596659072
AD_x_DE,AD-heavy,0.3169,0.3169,0.0951,0.6540147264
AD_x_DE,AD-heavy,0.3220,0.3220,0.0966,0.6483603654
AD_x_DE,AD-heavy,0.3270,0.3270,0.0981,0.6427029948
AD_x_DE,AD-heavy,0.3320,0.3320,0.0996,0.6370427892
AD_x_DE,AD-heavy,0.3370,0.3370,0.1011,0.6313799275
AD_x_DE,AD-heavy,0.3420,0.3420,0.1026,0.6257145928
AD_x_DE,AD-heavy,0.3470,0.3470,0.1041,0.6200469728
AD_x_DE,AD-heavy,0.3521,0.3521,0.1056,0.6143772592
AD_x_DE,AD-heavy,0.3571,0.3571,0.1071,0.6087056484
AD_x_DE,AD-heavy,0.3621,0.3621,0.1086,0.6030323415
AD_x_DE,AD-heavy,0.3671,0.3671,0.1101,0.5973575441
AD_x_DE,AD-heavy,0.3721,0.3721,0.1116,0.5916814663
AD_x_DE,AD-heavy,0.3771,0.3771,0.1131,0.5860043232
AD_x_DE,AD-heavy,0.3821,0.3821,0.1146,0.5803263348
AD_x_DE,AD-heavy,0.3872,0.3872,0.1161,0.5746477259
AD_x_DE,AD-heavy,0.3922,0.3922,0.1177,0.5689687263
AD_x_DE,AD-heavy,0.3972,0.3972,0.1192,0.5632895708
AD_x_DE,AD-heavy,0.4022,0.4022,0.1207,0.5576104995
AD_x_DE,AD-heavy,0.4072,0.4072,0.1222,0.5519317576
AD_x_DE,AD-heavy,0.4122,0.4122,0.1237,0.5462535956
AD_x_DE,AD-heavy,0.4173,0.4173,0.1252,0.5405762694
AD_x_DE,AD-heavy,0.4223,0.4223,0.1267,0.5349000401
AD_x_DE,AD-heavy,0.4273,0.4273,0.1282,0.5292251746
AD_x_DE,AD-heavy,0.4323,0.4323,0.1297,0.5235519452
AD_x_DE,AD-heavy,0.4373,0.4373,0.1312,0.5178806299
AD_x_DE,AD-heavy,0.4423,0.4423,0.1327,0.5122115121
AD_x_DE,AD-heavy,0.4473,0.4473,0.1342,0.5065448814
AD_x_DE,AD-heavy,0.4524,0.4524,0.1357,0.5008810329
AD_x_DE,AD-heavy,0.4574,0.4574,0.1372,0.4952202677
AD_x_DE,AD-heavy,0.4624,0.4624,0.1387,0.4895628930
AD_x_DE,AD-heavy,0.4674,0.4674,0.1402,0.4839092216
AD_x_DE,AD-heavy,0.4724,0.4724,0.1417,0.4782595727
AD_x_DE,AD-heavy,0.4774,0.4774,0.1432,0.4726142716
AD_x_DE,AD-heavy,0.4824,0.4824,0.1447,0.4669736497
AD_x_DE,AD-heavy,0.4875,0.4875,0.1462,0.4613380446
AD_x_DE,AD-heavy,0.4925,0.4925,0.1477,0.4557078002
AD_x_DE,AD-heavy,0.4975,0.4975,0.1492,0.4500832667
AD_x_DE,AD-heavy,0.5025,0.5025,0.1508,0.4444648008
AD_x_DE,AD-heavy,0.5075,0.5075,0.1523,0.4388527656
AD_x_DE,AD-heavy,0.5125,0.5125,0.1538,0.4332475304
AD_x_DE,AD-heavy,0.5176,0.5176,0.1553,0.4276494712
AD_x_DE,AD-heavy,0.5226,0.5226,0.1568,0.4220589705
AD_x_DE,AD-heavy,0.5276,0.5276,0.1583,0.4164764174
AD_x_DE,AD-heavy,0.5326,0.5326,0.1598,0.4109022074
AD_x_DE,AD-heavy,0.5376,0.5376,0.1613,0.4053367428
AD_x_DE,AD-heavy,0.5426,0.5426,0.1628,0.3997804324
AD_x_DE,AD-heavy,0.5476,0.5476,0.1643,0.3942336915
AD_x_DE,AD-heavy,0.5527,0.5527,0.1658,0.3886969423
AD_x_DE,AD-heavy,0.5577,0.5577,0.1673,0.3831706135
AD_x_DE,AD-heavy,0.5627,0.5627,0.1688,0.3776551404
AD_x_DE,AD-heavy,0.5677,0.5677,0.1703,0.3721509649
AD_x_DE,AD-heavy,0.5727,0.5727,0.1718,0.3666585358
AD_x_DE,AD-heavy,0.5777,0.5777,0.1733,0.3611783080
AD_x_DE,AD-heavy,0.5827,0.5827,0.1748,0.3557107435
AD_x_DE,AD-heavy,0.5878,0.5878,0.1763,0.3502563105
AD_x_DE,AD-heavy,0.5928,0.5928,0.1778,0.3448154837
AD_x_DE,AD-heavy,0.5978,0.5978,0.1793,0.3393887446
AD_x_DE,AD-heavy,0.6028,0.6028,0.1808,0.3339765808
AD_x_DE,AD-heavy,0.6078,0.6078,0.1823,0.3285794863
AD_x_DE,AD-heavy,0.6128,0.6128,0.1839,0.3231979616
AD_x_DE,AD-heavy,0.6179,0.6179,0.1854,0.3178325131
AD_x_DE,AD-heavy,0.6229,0.6229,0.1869,0.3124836537
AD_x_DE,AD-heavy,0.6279,0.6279,0.1884,0.3071519020
AD_x_DE,AD-heavy,0.6329,0.6329,0.1899,0.3018377830
AD_x_DE,AD-heavy,0.6379,0.6379,0.1914,0.2965418273
AD_x_DE,AD-heavy,0.6429,0.6429,0.1929,0.2912645711
AD_x_DE,AD-heavy,0.6479,0.6479,0.1944,0.2860065566
AD_x_DE,AD-heavy,0.6530,0.6530,0.1959,0.2807683314
AD_x_DE,AD-heavy,0.6580,0.6580,0.1974,0.2755504482
AD_x_DE,AD-heavy,0.6630,0.6630,0.1989,0.2703534653
AD_x_DE,AD-heavy,0.6680,0.6680,0.2004,0.2651779459
AD_x_DE,AD-heavy,0.6730,0.6730,0.2019,0.2600244581
AD_x_DE,AD-heavy,0.6780,0.6780,0.2034,0.2548935747
AD_x_DE,AD-heavy,0.6831,0.6831,0.2049,0.2497858732
AD_x_DE,AD-heavy,0.6881,0.6881,0.2064,0.2447019354
AD_x_DE,AD-heavy,0.6931,0.6931,0.2079,0.2396423471
AD_x_DE,AD-heavy,0.6981,0.6981,0.2094,0.2346076982
AD_x_DE,AD-heavy,0.7031,0.7031,0.2109,0.2295985824
AD_x_DE,AD-heavy,0.7081,0.7081,0.2124,0.2246155966
AD_x_DE,AD-heavy,0.7131,0.7131,0.2139,0.2196593412
AD_x_DE,AD-heavy,0.7182,0.7182,0.2154,0.2147304195
AD_x_DE,AD-heavy,0.7232,0.7232,0.2170,0.2098294375
AD_x_DE,AD-heavy,0.7282,0.7282,0.2185,0.2049570038
AD_x_DE,AD-heavy,0.7332,0.7332,0.2200,0.2001137289
AD_x_DE,AD-heavy,0.7382,0.7382,0.2215,0.1953002255
AD_x_DE,AD-heavy,0.7432,0.7432,0.2230,0.1905171077
AD_x_DE,AD-heavy,0.7482,0.7482,0.2245,0.1857649910
AD_x_DE,AD-heavy,0.7533,0.7533,0.2260,0.1810444916
AD_x_DE,AD-heavy,0.7583,0.7583,0.2275,0.1763562267
AD_x_DE,AD-heavy,0.7633,0.7633,0.2290,0.1717008134
AD_x_DE,AD-heavy,0.7683,0.7683,0.2305,0.1670788692
AD_x_DE,AD-heavy,0.7733,0.7733,0.2320,0.1624910107
AD_x_DE,AD-heavy,0.7783,0.7783,0.2335,0.1579378541
AD_x_DE,AD-heavy,0.7834,0.7834,0.2350,0.1534200143
AD_x_DE,AD-heavy,0.7884,0.7884,0.2365,0.1489381048
AD_x_DE,AD-heavy,0.7934,0.7934,0.2380,0.1444927370
AD_x_DE,AD-heavy,0.7984,0.7984,0.2395,0.1400845204
AD_x_DE,AD-heavy,0.8034,0.8034,0.2410,0.1357140614
AD_x_DE,AD-heavy,0.8084,0.8084,0.2425,0.1313819635
AD_x_DE,AD-heavy,0.8134,0.8134,0.2440,0.1270888269
AD_x_DE,AD-heavy,0.8185,0.8185,0.2455,0.1228352477
AD_x_DE,AD-heavy,0.8235,0.8235,0.2470,0.1186218177
AD_x_DE,AD-heavy,0.8285,0.8285,0.2485,0.1144491242
AD_x_DE,AD-heavy,0.8335,0.8335,0.2501,0.1103177491
AD_x_DE,AD-heavy,0.8385,0.8385,0.2516,0.1062282689
AD_x_DE,AD-heavy,0.8435,0.8435,0.2531,0.1021812542
AD_x_DE,AD-heavy,0.8485,0.8485,0.2546,0.0981772691
AD_x_DE,AD-heavy,0.8536,0.8536,0.2561,0.0942168709
AD_x_DE,AD-heavy,0.8586,0.8586,0.2576,0.0903006098
AD_x_DE,AD-heavy,0.8636,0.8636,0.2591,0.0864290282
AD_x_DE,AD-heavy,0.8686,0.8686,0.2606,0.0826026606
AD_x_DE,AD-heavy,0.8736,0.8736,0.2621,0.0788220328
AD_x_DE,AD-heavy,0.8786,0.8786,0.2636,0.0750876619
AD_x_DE,AD-heavy,0.8837,0.8837,0.2651,0.0714000557
AD_x_DE,AD-heavy,0.8887,0.8887,0.2666,0.0677597124
AD_x_DE,AD-heavy,0.8937,0.8937,0.2681,0.0641671199
AD_x_DE,AD-heavy,0.8987,0.8987,0.2696,0.0606227559
AD_x_DE,AD-heavy,0.9037,0.9037,0.2711,0.0571270870
AD_x_DE,AD-heavy,0.9087,0.9087,0.2726,0.0536805688
AD_x_DE,AD-heavy,0.9137,0.9137,0.2741,0.0502836454
AD_x_DE,AD-heavy,0.9188,0.9188,0.2756,0.0469367486
AD_x_DE,AD-heavy,0.9238,0.9238,0.2771,0.0436402984
AD_x_DE,AD-heavy,0.9288,0.9288,0.2786,0.0403947019
AD_x_DE,AD-heavy,0.9338,0.9338,0.2801,0.0372003535
AD_x_DE,AD-heavy,0.9388,0.9388,0.2816,0.0340576343
AD_x_DE,AD-heavy,0.9438,0.9438,0.2832,0.0309669119
AD_x_DE,AD-heavy,0.9488,0.9488,0.2847,0.0279285401
AD_x_DE,AD-heavy,0.9539,0.9539,0.2862,0.0249428588
AD_x_DE,AD-heavy,0.9589,0.9589,0.2877,0.0220101933
AD_x_DE,AD-heavy,0.9639,0.9639,0.2892,0.0191308548
AD_x_DE,AD-heavy,0.9689,0.9689,0.2907,0.0163051393
AD_x_DE,AD-heavy,0.9739,0.9739,0.2922,0.0135333283
AD_x_DE,AD-heavy,0.9789,0.9789,0.2937,0.0108156878
AD_x_DE,AD-heavy,0.9840,0.9840,0.2952,0.0081524687
AD_x_DE,AD-heavy,0.9890,0.9890,0.2967,0.0055439064
AD_x_DE,AD-heavy,0.9940,0.9940,0.2982,0.0029902206
AD_x_DE,AD-heavy,0.9990,0.9990,0.2997,0.0004916156
DP_x_DE,AD-heavy,0.0010,0.0010,0.0003,0.9982320486
DP_x_DE,AD-heavy,0.0060,0.0060,0.0018,0.9893459658
DP_x_DE,AD-heavy,0.0110,0.0110,0.0033,0.9804268798
DP_x_DE,AD-heavy,0.0160,0.0160,0.0048,0.9714745167
DP_x_DE,AD-heavy,0.0211,0.0211,0.0063,0.9624885992
DP_x_DE,AD-heavy,0.0261,0.0261,0.0078,0.9534688462
DP_x_DE,AD-heavy,0.0311,0.0311,0.0093,0.9444149732
DP_x_DE,AD-heavy,0.0361,0.0361,0.0108,0.9353266914
DP_x_DE,AD-heavy,0.0411,0.0411,0.0123,0.9262037087
DP_x_DE,AD-heavy,0.0461,0.0461,0.0138,0.9170457286
DP_x_DE,AD-heavy,0.0512,0.0512,0.0153,0.9078524510
DP_x_DE,AD-heavy,0.0562,0.0562,0.0168,0.8986235713
DP_x_DE,AD-heavy,0.0612,0.0612,0.0184,0.8893587810
DP_x_DE,AD-heavy,0.0662,0.0662,0.0199,0.8800577675
DP_x_DE,AD-heavy,0.0712,0.0712,0.0214,0.8707202136
DP_x_DE,AD-heavy,0.0762,0.0762,0.0229,0.8613457979
DP_x_DE,AD-heavy,0.0812,0.0812,0.0244,0.8519341944
DP_x_DE,AD-heavy,0.0863,0.0863,0.0259,0.8424850727
DP_x_DE,AD-heavy,0.0913,0.0913,0.0274,0.8329980976
DP_x_DE,AD-heavy,0.0963,0.0963,0.0289,0.8234729293
DP_x_DE,AD-heavy,0.1013,0.1013,0.0304,0.8139092230
DP_x_DE,AD-heavy,0.1063,0.1063,0.0319,0.8043066292
DP_x_DE,AD-heavy,0.1113,0.1113,0.0334,0.7946647933
DP_x_DE,AD-heavy,0.1163,0.1163,0.0349,0.7849833554
DP_x_DE,AD-heavy,0.1214,0.1214,0.0364,0.7752619507
DP_x_DE,AD-heavy,0.1264,0.1264,0.0379,0.7655002089
DP_x_DE,AD-heavy,0.1314,0.1314,0.0394,0.7556977544
DP_x_DE,AD-heavy,0.1364,0.1364,0.0409,0.7458542058
DP_x_DE,AD-heavy,0.1414,0.1414,0.0424,0.7359691764
DP_x_DE,AD-heavy,0.1464,0.1464,0.0439,0.7260422735
DP_x_DE,AD-heavy,0.1515,0.1515,0.0454,0.7160730988
DP_x_DE,AD-heavy,0.1565,0.1565,0.0469,0.7060612476
DP_x_DE,AD-heavy,0.1615,0.1615,0.0484,0.6960063094
DP_x_DE,AD-heavy,0.1665,0.1665,0.0499,0.6859078674
DP_x_DE,AD-heavy,0.1715,0.1715,0.0515,0.6757654984
DP_x_DE,AD-heavy,0.1765,0.1765,0.0530,0.6655787727
DP_x_DE,AD-heavy,0.1815,0.1815,0.0545,0.6553472540
DP_x_DE,AD-heavy,0.1866,0.1866,0.0560,0.6450704991
DP_x_DE,AD-heavy,0.1916,0.1916,0.0575,0.6347480581
DP_x_DE,AD-heavy,0.1966,0.1966,0.0590,0.6243794738
DP_x_DE,AD-heavy,0.2016,0.2016,0.0605,0.6139642820
DP_x_DE,AD-heavy,0.2066,0.2066,0.0620,0.6035020108
DP_x_DE,AD-heavy,0.2116,0.2116,0.0635,0.5929921811
DP_x_DE,AD-heavy,0.2166,0.2166,0.0650,0.5824343060
DP_x_DE,AD-heavy,0.2217,0.2217,0.0665,0.5718278906
DP_x_DE,AD-heavy,0.2267,0.2267,0.0680,0.5611724322
DP_x_DE,AD-heavy,0.2317,0.2317,0.0695,0.5504674195
DP_x_DE,AD-heavy,0.2367,0.2367,0.0710,0.5397123333
DP_x_DE,AD-heavy,0.2417,0.2417,0.0725,0.5289066454
DP_x_DE,AD-heavy,0.2467,0.2467,0.0740,0.5180498191
DP_x_DE,AD-heavy,0.2518,0.2518,0.0755,0.5071413084
DP_x_DE,AD-heavy,0.2568,0.2568,0.0770,0.4961805584
DP_x_DE,AD-heavy,0.2618,0.2618,0.0785,0.4851670046
DP_x_DE,AD-heavy,0.2668,0.2668,0.0800,0.4741000731
DP_x_DE,AD-heavy,0.2718,0.2718,0.0815,0.4629791800
DP_x_DE,AD-heavy,0.2768,0.2768,0.0830,0.4518037314
DP_x_DE,AD-heavy,0.2818,0.2818,0.0846,0.4405731230
DP_x_DE,AD-heavy,0.2869,0.2869,0.0861,0.4292867401
DP_x_DE,AD-heavy,0.2919,0.2919,0.0876,0.4179439571
DP_x_DE,AD-heavy,0.2969,0.2969,0.0891,0.4065441374
DP_x_DE,AD-heavy,0.3019,0.3019,0.0906,0.3950866329
DP_x_DE,AD-heavy,0.3069,0.3069,0.0921,0.3835707843
DP_x_DE,AD-heavy,0.3119,0.3119,0.0936,0.3719959199
DP_x_DE,AD-heavy,0.3169,0.3169,0.0951,0.3603613563
DP_x_DE,AD-heavy,0.3220,0.3220,0.0966,0.3486663974
DP_x_DE,AD-heavy,0.3270,0.3270,0.0981,0.3369103343
DP_x_DE,AD-heavy,0.3320,0.3320,0.0996,0.3250924452
DP_x_DE,AD-heavy,0.3370,0.3370,0.1011,0.3132119945
DP_x_DE,AD-heavy,0.3420,0.3420,0.1026,0.3012682333
DP_x_DE,AD-heavy,0.3470,0.3470,0.1041,0.2892603982
DP_x_DE,AD-heavy,0.3521,0.3521,0.1056,0.2771877115
DP_x_DE,AD-heavy,0.3571,0.3571,0.1071,0.2650493806
DP_x_DE,AD-heavy,0.3621,0.3621,0.1086,0.2528445977
DP_x_DE,AD-heavy,0.3671,0.3671,0.1101,0.2405725394
DP_x_DE,AD-heavy,0.3721,0.3721,0.1116,0.2282323662
DP_x_DE,AD-heavy,0.3771,0.3771,0.1131,0.2158232220
DP_x_DE,AD-heavy,0.3821,0.3821,0.1146,0.2033442340
DP_x_DE,AD-heavy,0.3872,0.3872,0.1161,0.1907945119
DP_x_DE,AD-heavy,0.3922,0.3922,0.1177,0.1781731476
DP_x_DE,AD-heavy,0.3972,0.3972,0.1192,0.1654792148
DP_x_DE,AD-heavy,0.4022,0.4022,0.1207,0.1527117681
DP_x_DE,AD-heavy,0.4072,0.4072,0.1222,0.1398698430
DP_x_DE,AD-heavy,0.4122,0.4122,0.1237,0.1269524550
DP_x_DE,AD-heavy,0.4173,0.4173,0.1252,0.1139585993
DP_x_DE,AD-heavy,0.4223,0.4223,0.1267,0.1008872499
DP_x_DE,AD-heavy,0.4273,0.4273,0.1282,0.0877373593
DP_x_DE,AD-heavy,0.4323,0.4323,0.1297,0.0745078577
DP_x_DE,AD-heavy,0.4373,0.4373,0.1312,0.0611976525
DP_x_DE,AD-heavy,0.4423,0.4423,0.1327,0.0478056276
DP_x_DE,AD-heavy,0.4473,0.4473,0.1342,0.0343306425
DP_x_DE,AD-heavy,0.4524,0.4524,0.1357,0.0207715320
DP_x_DE,AD-heavy,0.4574,0.4574,0.1372,0.0071271050
DP_x_DE,AD-heavy,0.4624,0.4624,0.1387,0.0000000000
DP_x_DE,AD-heavy,0.4674,0.4674,0.1402,0.0000000000
DP_x_DE,AD-heavy,0.4724,0.4724,0.1417,0.0000000000
DP_x_DE,AD-heavy,0.4774,0.4774,0.1432,0.0000000000
DP_x_DE,AD-heavy,0.4824,0.4824,0.1447,0.0000000000
DP_x_DE,AD-heavy,0.4875,0.4875,0.1462,0.0000000000
DP_x_DE,AD-heavy,0.4925,0.4925,0.1477,0.0000000000
DP_x_DE,AD-heavy,0.4975,0.4975,0.1492,0.0000000000
DP_x_DE,AD-heavy,0.5025,0.5025,0.1508,0.0000000000
DP_x_DE,AD-heavy,0.5075,0.5075,0.1523,0.0000000000
DP_x_DE,AD-heavy,0.5125,0.5125,0.1538,0.0000000000
DP_x_DE,AD-heavy,0.5176,0.5176,0.1553,0.0000000000
DP_x_DE,AD-heavy,0.5226,0.5226,0.1568,0.0000000000
DP_x_DE,AD-heavy,0.5276,0.5276,0.1583,0.0000000000
DP_x_DE,AD-heavy,0.5326,0.5326,0.1598,0.0000000000
DP_x_DE,AD-heavy,0.5376,0.5376,0.1613,0.0000000000
DP_x_DE,AD-heavy,0.5426,0.5426,0.1628,0.0000000000
DP_x_DE,AD-heavy,0.5476,0.5476,0.1643,0.0000000000
DP_x_DE,AD-heavy,0.5527,0.5527,0.1658,0.0071332192
DP_x_DE,AD-heavy,0.5577,0.5577,0.1673,0.0177765458
DP_x_DE,AD-heavy,0.5627,0.5627,0.1688,0.0282992312
DP_x_DE,AD-heavy,0.5677,0.5677,0.1703,0.0387033329
DP_x_DE,AD-heavy,0.5727,0.5727,0.1718,0.0489908538
DP_x_DE,AD-heavy,0.5777,0.5777,0.1733,0.0591637437
DP_x_DE,AD-heavy,0.5827,0.5827,0.1748,0.0692239017
DP_x_DE,AD-heavy,0.5878,0.5878,0.1763,0.0791731775
DP_x_DE,AD-heavy,0.5928,0.5928,0.1778,0.0890133733
DP_x_DE,AD-heavy,0.5978,0.5978,0.1793,0.0987462454
DP_x_DE,AD-heavy,0.6028,0.6028,0.1808,0.1083735057
DP_x_DE,AD-heavy,0.6078,0.6078,0.1823,0.1178968228
DP_x_DE,AD-heavy,0.6128,0.6128,0.1839,0.1273178243
DP_x_DE,AD-heavy,0.6179,0.6179,0.1854,0.1366380971
DP_x_DE,AD-heavy,0.6229,0.6229,0.1869,0.1458591896
DP_x_DE,AD-heavy,0.6279,0.6279,0.1884,0.1549826122
DP_x_DE,AD-heavy,0.6329,0.6329,0.1899,0.1640098391
DP_x_DE,AD-heavy,0.6379,0.6379,0.1914,0.1729423092
DP_x_DE,AD-heavy,0.6429,0.6429,0.1929,0.1817814269
DP_x_DE,AD-heavy,0.6479,0.6479,0.1944,0.1905285637
DP_x_DE,AD-heavy,0.6530,0.6530,0.1959,0.1991850591
DP_x_DE,AD-heavy,0.6580,0.6580,0.1974,0.2077522210
DP_x_DE,AD-heavy,0.6630,0.6630,0.1989,0.2162313276
DP_x_DE,AD-heavy,0.6680,0.6680,0.2004,0.2246236274
DP_x_DE,AD-heavy,0.6730,0.6730,0.2019,0.2329303408
DP_x_DE,AD-heavy,0.6780,0.6780,0.2034,0.2411526604
DP_x_DE,AD-heavy,0.6831,0.6831,0.2049,0.2492917522
DP_x_DE,AD-heavy,0.6881,0.6881,0.2064,0.2573487560
DP_x_DE,AD-heavy,0.6931,0.6931,0.2079,0.2653247865
DP_x_DE,AD-heavy,0.6981,0.6981,0.2094,0.2732209340
DP_x_DE,AD-heavy,0.7031,0.7031,0.2109,0.2810382647
DP_x_DE,AD-heavy,0.7081,0.7081,0.2124,0.2887778218
DP_x_DE,AD-heavy,0.7131,0.7131,0.2139,0.2964406262
DP_x_DE,AD-heavy,0.7182,0.7182,0.2154,0.3040276767
DP_x_DE,AD-heavy,0.7232,0.7232,0.2170,0.3115399508
DP_x_DE,AD-heavy,0.7282,0.7282,0.2185,0.3189784056
DP_x_DE,AD-heavy,0.7332,0.7332,0.2200,0.3263439779
DP_x_DE,AD-heavy,0.7382,0.7382,0.2215,0.3336375849
DP_x_DE,AD-heavy,0.7432,0.7432,0.2230,0.3408601249
DP_x_DE,AD-heavy,0.7482,0.7482,0.2245,0.3480124776
DP_x_DE,AD-heavy,0.7533,0.7533,0.2260,0.3550955048
DP_x_DE,AD-heavy,0.7583,0.7583,0.2275,0.3621100505
DP_x_DE,AD-heavy,0.7633,0.7633,0.2290,0.3690569418
DP_x_DE,AD-heavy,0.7683,0.7683,0.2305,0.3759369891
DP_x_DE,AD-heavy,0.7733,0.7733,0.2320,0.3827509865
DP_x_DE,AD-heavy,0.7783,0.7783,0.2335,0.3894997124
DP_x_DE,AD-heavy,0.7834,0.7834,0.2350,0.3961839298
DP_x_DE,AD-heavy,0.7884,0.7884,0.2365,0.4028043867
DP_x_DE,AD-heavy,0.7934,0.7934,0.2380,0.4093618162
DP_x_DE,AD-heavy,0.7984,0.7984,0.2395,0.4158569376
DP_x_DE,AD-heavy,0.8034,0.8034,0.2410,0.4222904559
DP_x_DE,AD-heavy,0.8084,0.8084,0.2425,0.4286630627
DP_x_DE,AD-heavy,0.8134,0.8134,0.2440,0.4349754364
DP_x_DE,AD-heavy,0.8185,0.8185,0.2455,0.4412282423
DP_x_DE,AD-heavy,0.8235,0.8235,0.2470,0.4474221334
DP_x_DE,AD-heavy,0.8285,0.8285,0.2485,0.4535577500
DP_x_DE,AD-heavy,0.8335,0.8335,0.2501,0.4596357208
DP_x_DE,AD-heavy,0.8385,0.8385,0.2516,0.4656566626
DP_x_DE,AD-heavy,0.8435,0.8435,0.2531,0.4716211806
DP_x_DE,AD-heavy,0.8485,0.8485,0.2546,0.4775298691
DP_x_DE,AD-heavy,0.8536,0.8536,0.2561,0.4833833114
DP_x_DE,AD-heavy,0.8586,0.8586,0.2576,0.4891820801
DP_x_DE,AD-heavy,0.8636,0.8636,0.2591,0.4949267373
DP_x_DE,AD-heavy,0.8686,0.8686,0.2606,0.5006178351
DP_x_DE,AD-heavy,0.8736,0.8736,0.2621,0.5062559155
DP_x_DE,AD-heavy,0.8786,0.8786,0.2636,0.5118415110
DP_x_DE,AD-heavy,0.8837,0.8837,0.2651,0.5173751443
DP_x_DE,AD-heavy,0.8887,0.8887,0.2666,0.5228573291
DP_x_DE,AD-heavy,0.8937,0.8937,0.2681,0.5282885697
DP_x_DE,AD-heavy,0.8987,0.8987,0.2696,0.5336693618
DP_x_DE,AD-heavy,0.9037,0.9037,0.2711,0.5390001923
DP_x_DE,AD-heavy,0.9087,0.9087,0.2726,0.5442815396
DP_x_DE,AD-heavy,0.9137,0.9137,0.2741,0.5495138737
DP_x_DE,AD-heavy,0.9188,0.9188,0.2756,0.5546976566
DP_x_DE,AD-heavy,0.9238,0.9238,0.2771,0.5598333423
DP_x_DE,AD-heavy,0.9288,0.9288,0.2786,0.5649213770
DP_x_DE,AD-heavy,0.9338,0.9338,0.2801,0.5699621993
DP_x_DE,AD-heavy,0.9388,0.9388,0.2816,0.5749562401
DP_x_DE,AD-heavy,0.9438,0.9438,0.2832,0.5799039234
DP_x_DE,AD-heavy,0.9488,0.9488,0.2847,0.5848056656
DP_x_DE,AD-heavy,0.9539,0.9539,0.2862,0.5896618765
DP_x_DE,AD-heavy,0.9589,0.9589,0.2877,0.5944729587
DP_x_DE,AD-heavy,0.9639,0.9639,0.2892,0.5992393083
DP_x_DE,AD-heavy,0.9689,0.9689,0.2907,0.6039613146
DP_x_DE,AD-heavy,0.9739,0.9739,0.2922,0.6086393606
DP_x_DE,AD-heavy,0.9789,0.9789,0.2937,0.6132738229
DP_x_DE,AD-heavy,0.9840,0.9840,0.2952,0.6178650720
DP_x_DE,AD-heavy,0.9890,0.9890,0.2967,0.6224134721
DP_x_DE,AD-heavy,0.9940,0.9940,0.2982,0.6269193817
DP_x_DE,AD-heavy,0.9990,0.9990,0.2997,0.6313831532
AD_x_DP,dephase-heavy,0.0010,0.0003,0.0010,0.9983401627
AD_x_DP,dephase-heavy,0.0060,0.0018,0.0060,0.9899936079
