noise_param,AD_1arm,AD_composed,DP_1arm,DP_composed,DE_1arm,DE_composed,ER_1arm,ER_composed
0.4510,0.6313371441,0.3800655674,0.1348780543,0.0137895313,0.4043581948,0.0000000000,0.6313371441,0.3800655674
0.4520,0.6304054715,0.3788489525,0.1322477983,0.0132349839,0.4027221768,0.0000000000,0.6304054715,0.3788489525
0.4530,0.6294731968,0.3776335316,0.1296127381,0.0126916638,0.4010843015,0.0000000000,0.6294731968,0.3776335316
0.4540,0.6285403193,0.3764193087,0.1269728563,0.0121595838,0.3994445646,0.0000000000,0.6285403193,0.3764193087
0.4550,0.6276068381,0.3752062876,0.1243281350,0.0116387562,0.3978029619,0.0000000000,0.6276068381,0.3752062876
0.4560,0.6266727526,0.3739944723,0.1216785566,0.0111291936,0.3961594891,0.0000000000,0.6266727526,0.3739944723
0.4570,0.6257380619,0.3727838665,0.1190241031,0.0106309077,0.3945141420,0.0000000000,0.6257380619,0.3727838665
0.4580,0.6248027653,0.3715744743,0.1163647567,0.0101439104,0.3928669162,0.0000000000,0.6248027653,0.3715744743
0.4590,0.6238668619,0.3703662995,0.1137004992,0.0096682132,0.3912178076,0.0000000000,0.6238668619,0.3703662995
0.4600,0.6229303509,0.3691593461,0.1110313124,0.0092038273,0.3895668118,0.0000000000,0.6229303509,0.3691593461
0.4610,0.6219932317,0.3679536179,0.1083571781,0.0087507637,0.3879139244,0.0000000000,0.6219932317,0.3679536179
0.4620,0.6210555033,0.3667491189,0.1056780779,0.0083090331,0.3862591411,0.0000000000,0.6210555033,0.3667491189
0.4630,0.6201171650,0.3655458529,0.1029939933,0.0078786459,0.3846024577,0.0000000000,0.6201171650,0.3655458529
0.4640,0.6191782161,0.3643438241,0.1003049058,0.0074596124,0.3829438696,0.0000000000,0.6191782161,0.3643438241
0.4650,0.6182386556,0.3631430361,0.0976107966,0.0070519425,0.3812833725,0.0000000000,0.6182386556,0.3631430361
0.4660,0.6172984828,0.3619434931,0.0949116470,0.0066556458,0.3796209621,0.0000000000,0.6172984828,0.3619434931
0.4670,0.6163576970,0.3607451989,0.0922074381,0.0062707318,0.3779566338,0.0000000000,0.6163576970,0.3607451989
0.4680,0.6154162973,0.3595481575,0.0894981508,0.0058972096,0.3762903833,0.0000000000,0.6154162973,0.3595481575
0.4690,0.6144742828,0.3583523728,0.0867837661,0.0055350881,0.3746222062,0.0000000000,0.6144742828,0.3583523728
0.4700,0.6135316529,0.3571578487,0.0840642648,0.0051843759,0.3729520979,0.0000000000,0.6135316529,0.3571578487
0.4710,0.6125884067,0.3559645893,0.0813396275,0.0048450813,0.3712800540,0.0000000000,0.6125884067,0.3559645893
0.4720,0.6116445434,0.3547725985,0.0786098347,0.0045172124,0.3696060700,0.0000000000,0.6116445434,0.3547725985
0.4730,0.6107000621,0.3535818802,0.0758748670,0.0042007770,0.3679301414,0.0000000000,0.6107000621,0.3535818802
0.4740,0.6097549622,0.3523924385,0.0731347046,0.0038957827,0.3662522637,0.0000000000,0.6097549622,0.3523924385
0.4750,0.6088092427,0.3512042773,0.0703893279,0.0036022367,0.3645724323,0.0000000000,0.6088092427,0.3512042773
0.4760,0.6078629028,0.3500174005,0.0676387169,0.0033201460,0.3628906427,0.0000000000,0.6078629028,0.3500174005
0.4770,0.6069159418,0.3488318121,0.0648828516,0.0030495175,0.3612068902,0.0000000000,0.6069159418,0.3488318121
0.4780,0.6059683588,0.3476475162,0.0621217119,0.0027903574,0.3595211704,0.0000000000,0.6059683588,0.3476475162
0.4790,0.6050201531,0.3464645167,0.0593552776,0.0025426721,0.3578334786,0.0000000000,0.6050201531,0.3464645167
0.4800,0.6040713237,0.3452828176,0.0565835284,0.0023064674,0.3561438102,0.0000000000,0.6040713237,0.3452828176
0.4810,0.6031218698,0.3441024229,0.0538064437,0.0020817490,0.3544521606,0.0000000000,0.6031218698,0.3441024229
0.4820,0.6021717908,0.3429233366,0.0510240030,0.0018685222,0.3527585250,0.0000000000,0.6021717908,0.3429233366
0.4830,0.6012210856,0.3417455626,0.0482361857,0.0016667922,0.3510628989,0.0000000000,0.6012210856,0.3417455626
0.4840,0.6002697535,0.3405691051,0.0454429708,0.0014765639,0.3493652776,0.0000000000,0.6002697535,0.3405691051
0.4850,0.5993177937,0.3393939679,0.0426443374,0.0012978416,0.3476656563,0.0000000000,0.5993177937,0.3393939679
0.4860,0.5983652053,0.3382201552,0.0398402645,0.0011306298,0.3459640303,0.0000000000,0.5983652053,0.3382201552
0.4870,0.5974119876,0.3370476709,0.0370307309,0.0009749324,0.3442603950,0.0000000000,0.5974119876,0.3370476709
0.4880,0.5964581396,0.3358765191,0.0342157153,0.0008307531,0.3425547455,0.0000000000,0.5964581396,0.3358765191
0.4890,0.5955036605,0.3347067037,0.0313951963,0.0006980955,0.3408470771,0.0000000000,0.5955036605,0.3347067037
0.4900,0.5945485496,0.3335382288,0.0285691522,0.0005769626,0.3391373849,0.0000000000,0.5945485496,0.3335382288
0.4910,0.5935928059,0.3323710984,0.0257375614,0.0004673575,0.3374256643,0.0000000000,0.5935928059,0.3323710984
0.4920,0.5926364286,0.3312053166,0.0229004021,0.0003692827,0.3357119103,0.0000000000,0.5926364286,0.3312053166
0.4930,0.5916794169,0.3300408874,0.0200576523,0.0002827405,0.3339961182,0.0000000000,0.5916794169,0.3300408874
0.4940,0.5907217700,0.3288778148,0.0172092900,0.0002077331,0.3322782831,0.0000000000,0.5907217700,0.3288778148
0.4950,0.5897634870,0.3277161028,0.0143552930,0.0001442623,0.3305584000,0.0000000000,0.5897634870,0.3277161028
0.4960,0.5888045670,0.3265557556,0.0114956388,0.0000923295,0.3288364642,0.0000000000,0.5888045670,0.3265557556
0.4970,0.5878450093,0.3253967772,0.0086303051,0.0000519361,0.3271124707,0.0000000000,0.5878450093,0.3253967772
0.4980,0.5868848129,0.3242391715,0.0057592693,0.0000230829,0.3253864147,0.0000000000,0.5868848129,0.3242391715
0.4990,0.5859239770,0.3230829427,0.0028825085,0.0000057708,0.3236582910,0.0000000000,0.5859239770,0.3230829427
0.5000,0.5849625007,0.3219280949,0.0000000000,0.0000000000,0.3219280949,0.0000000000,0.5849625007,0.3219280949
0.5010,0.5840003833,0.3207746320,0.0028825085,0.0000057708,0.3201958213,0.0000000000,0.5840003833,0.3207746320
0.5020,0.5830376238,0.3196225582,0.0057592693,0.0000230829,0.3184614652,0.0000000000,0.5830376238,0.3196225582
0.5030,0.5820742214,0.3184718775,0.0086303051,0.0000519361,0.3167250216,0.0000000000,0.5820742214,0.3184718775
0.5040,0.5811101752,0.3173225940,0.0114956388,0.0000923295,0.3149864855,0.0000000000,0.5811101752,0.3173225940
0.5050,0.5801454844,0.3161747118,0.0143552930,0.0001442623,0.3132458518,0.0000000000,0.5801454844,0.3161747118
0.5060,0.5791801481,0.3150282349,0.0172092900,0.0002077331,0.3115031155,0.0000000000,0.5791801481,0.3150282349
0.5070,0.5782141655,0.3138831674,0.0200576523,0.0002827405,0.3097582714,0.0000000000,0.5782141655,0.3138831674
0.5080,0.5772475356,0.3127395134,0.0229004021,0.0003692827,0.3080113146,0.0000000000,0.5772475356,0.3127395134
0.5090,0.5762802576,0.3115972770,0.0257375614,0.0004673575,0.3062622397,0.0000000000,0.5762802576,0.3115972770
0.5100,0.5753123307,0.3104564623,0.0285691522,0.0005769626,0.3045110418,0.0000000000,0.5753123307,0.3104564623
0.5110,0.5743437539,0.3093170733,0.0313951963,0.0006980955,0.3027577156,0.0000000000,0.5743437539,0.3093170733
0.5120,0.5733745264,0.3081791142,0.0342157153,0.0008307531,0.3010022560,0.0000000000,0.5733745264,0.3081791142
0.5130,0.5724046474,0.3070425891,0.0370307309,0.0009749324,0.2992446578,0.0000000000,0.5724046474,0.3070425891
0.5140,0.5714341159,0.3059075020,0.0398402645,0.0011306298,0.2974849157,0.0000000000,0.5714341159,0.3059075020
0.5150,0.5704629310,0.3047738570,0.0426443374,0.0012978416,0.2957230245,0.0000000000,0.5704629310,0.3047738570
0.5160,0.5694910920,0.3036416584,0.0454429708,0.0014765639,0.2939589790,0.0000000000,0.5694910920,0.3036416584
0.5170,0.5685185978,0.3025109101,0.0482361857,0.0016667922,0.2921927739,0.0000000000,0.5685185978,0.3025109101
0.5180,0.5675454476,0.3013816162,0.0510240030,0.0018685222,0.2904244039,0.0000000000,0.5675454476,0.3013816162
0.5190,0.5665716406,0.3002537810,0.0538064437,0.0020817490,0.2886538636,0.0000000000,0.5665716406,0.3002537810
0.5200,0.5655971759,0.2991274084,0.0565835284,0.0023064674,0.2868811478,0.0000000000,0.5655971759,0.2991274084
0.5210,0.5646220524,0.2980025027,0.0593552776,0.0025426721,0.2851062511,0.0000000000,0.5646220524,0.2980025027
0.5220,0.5636462695,0.2968790679,0.0621217119,0.0027903574,0.2833291681,0.0000000000,0.5636462695,0.2968790679
0.5230,0.5626698261,0.2957571082,0.0648828516,0.0030495175,0.2815498934,0.0000000000,0.5626698261,0.2957571082
0.5240,0.5616927214,0.2946366276,0.0676387169,0.0033201460,0.2797684216,0.0000000000,0.5616927214,0.2946366276
0.5250,0.5607149545,0.2935176304,0.0703893279,0.0036022367,0.2779847473,0.0000000000,0.5607149545,0.2935176304
0.5260,0.5597365244,0.2924001206,0.0731347046,0.0038957827,0.2761988650,0.0000000000,0.5597365244,0.2924001206
0.5270,0.5587574304,0.2912841024,0.0758748670,0.0042007770,0.2744107693,0.0000000000,0.5587574304,0.2912841024
0.5280,0.5577776714,0.2901695799,0.0786098347,0.0045172124,0.2726204547,0.0000000000,0.5577776714,0.2901695799
0.5290,0.5567972466,0.2890565573,0.0813396275,0.0048450813,0.2708279156,0.0000000000,0.5567972466,0.2890565573
0.5300,0.5558161551,0.2879450386,0.0840642648,0.0051843759,0.2690331465,0.0000000000,0.5558161551,0.2879450386
0.5310,0.5548343959,0.2868350281,0.0867837661,0.0055350881,0.2672361418,0.0000000000,0.5548343959,0.2868350281
0.5320,0.5538519682,0.2857265298,0.0894981508,0.0058972096,0.2654368960,0.0000000000,0.5538519682,0.2857265298
0.5330,0.5528688710,0.2846195480,0.0922074381,0.0062707318,0.2636354036,0.0000000000,0.5528688710,0.2846195480
0.5340,0.5518851035,0.2835140867,0.0949116470,0.0066556458,0.2618316588,0.0000000000,0.5518851035,0.2835140867
0.5350,0.5509006646,0.2824101501,0.0976107966,0.0070519425,0.2600256560,0.0000000000,0.5509006646,0.2824101501
0.5360,0.5499155536,0.2813077424,0.1003049058,0.0074596124,0.2582173895,0.0000000000,0.5499155536,0.2813077424
0.5370,0.5489297695,0.2802068677,0.1029939933,0.0078786459,0.2564068538,0.0000000000,0.5489297695,0.2802068677
0.5380,0.5479433113,0.2791075302,0.1056780779,0.0083090331,0.2545940430,0.0000000000,0.5479433113,0.2791075302
0.5390,0.5469561781,0.2780097340,0.1083571781,0.0087507637,0.2527789515,0.0000000000,0.5469561781,0.2780097340
0.5400,0.5459683691,0.2769134832,0.1110313124,0.0092038273,0.2509615735,0.0000000000,0.5459683691,0.2769134832
0.5410,0.5449798833,0.2758187822,0.1137004992,0.0096682132,0.2491419033,0.0000000000,0.5449798833,0.2758187822
0.5420,0.5439907197,0.2747256349,0.1163647567,0.0101439104,0.2473199350,0.0000000000,0.5439907197,0.2747256349
0.5430,0.5430008774,0.2736340456,0.1190241031,0.0106309077,0.2454956628,0.0000000000,0.5430008774,0.2736340456
0.5440,0.5420103555,0.2725440185,0.1216785566,0.0111291936,0.2436690810,0.0000000000,0.5420103555,0.2725440185
0.5450,0.5410191531,0.2714555576,0.1243281350,0.0116387562,0.2418401836,0.0000000000,0.5410191531,0.2714555576
0.5460,0.5400272693,0.2703686673,0.1269728563,0.0121595838,0.2400089647,0.0000000000,0.5400272693,0.2703686673
0.5470,0.5390347030,0.2692833515,0.1296127381,0.0126916638,0.2381754186,0.0000000000,0.5390347030,0.2692833515
0.5480,0.5380414533,0.2681996146,0.1322477983,0.0132349839,0.2363395392,0.0000000000,0.5380414533,0.2681996146
0.5490,0.5370475194,0.2671174607,0.1348780543,0.0137895313,0.2345013206,0.0000000000,0.5370475194,0.2671174607
0.5500,0.5360529002,0.2660368940,0.1375035237,0.0143552930,0.2326607568,0.0000000000,0.5360529002,0.2660368940
0.5510,0.5350575949,0.2649579186,0.1401242239,0.0149322556,0.2308178419,0.0000000000,0.5350575949,0.2649579186
0.5520,0.5340616024,0.2638805387,0.1427401721,0.0155204057,0.2289725698,0.0000000000,0.5340616024,0.2638805387
0.5530,0.5330649219,0.2628047586,0.1453513856,0.0161197295,0.2271249344,0.0000000000,0.5330649219,0.2628047586
0.5540,0.5320675523,0.2617305823,0.1479578814,0.0167302129,0.2252749299,0.0000000000,0.5320675523,0.2617305823
0.5550,0.5310694927,0.2606580141,0.1505596766,0.0173518418,0.2234225499,0.0000000000,0.5310694927,0.2606580141
0.5560,0.5300707422,0.2595870582,0.1531567881,0.0179846015,0.2215677885,0.0000000000,0.5300707422,0.2595870582
0.5570,0.5290712998,0.2585177187,0.1557492327,0.0186284774,0.2197106395,0.0000000000,0.5290712998,0.2585177187
0.5580,0.5280711646,0.2574499998,0.1583370272,0.0192834544,0.2178510968,0.0000000000,0.5280711646,0.2574499998
0.5590,0.5270703355,0.2563839058,0.1609201882,0.0199495173,0.2159891541,0.0000000000,0.5270703355,0.2563839058
0.5600,0.5260688117,0.2553194407,0.1634987323,0.0206266506,0.2141248054,0.0000000000,0.5260688117,0.2553194407
0.5610,0.5250665921,0.2542566088,0.1660726759,0.0213148386,0.2122580442,0.0000000000,0.5250665921,0.2542566088
0.5620,0.5240636758,0.2531954144,0.1686420356,0.0220140652,0.2103888644,0.0000000000,0.5240636758,0.2531954144
0.5630,0.5230600618,0.2521358615,0.1712068274,0.0227243144,0.2085172598,0.0000000000,0.5230600618,0.2521358615
0.5640,0.5220557492,0.2510779543,0.1737670677,0.0234455697,0.2066432240,0.0000000000,0.5220557492,0.2510779543
0.5650,0.5210507369,0.2500216971,0.1763227726,0.0241778143,0.2047667507,0.0000000000,0.5210507369,0.2500216971
0.5660,0.5200450240,0.2489670941,0.1788739582,0.0249210314,0.2028878335,0.0000000000,0.5200450240,0.2489670941
0.5670,0.5190386096,0.2479141495,0.1814206403,0.0256752039,0.2010064661,0.0000000000,0.5190386096,0.2479141495
0.5680,0.5180314926,0.2468628674,0.1839628348,0.0264403143,0.1991226420,0.0000000000,0.5180314926,0.2468628674
0.5690,0.5170236721,0.2458132520,0.1865005576,0.0272163451,0.1972363549,0.0000000000,0.5170236721,0.2458132520
0.5700,0.5160151470,0.2447653076,0.1890338244,0.0280032785,0.1953475983,0.0000000000,0.5160151470,0.2447653076
0.5710,0.5150059164,0.2437190383,0.1915626507,0.0288010963,0.1934563657,0.0000000000,0.5150059164,0.2437190383
0.5720,0.5139959794,0.2426744484,0.1940870521,0.0296097803,0.1915626507,0.0000000000,0.5139959794,0.2426744484
0.5730,0.5129853348,0.2416315420,0.1966070441,0.0304293120,0.1896664467,0.0000000000,0.5129853348,0.2416315420
0.5740,0.5119739818,0.2405903233,0.1991226420,0.0312596726,0.1877677470,0.0000000000,0.5119739818,0.2405903233
0.5750,0.5109619193,0.2395507966,0.2016338612,0.0321008432,0.1858665453,0.0000000000,0.5109619193,0.2395507966
0.5760,0.5099491463,0.2385129661,0.2041407168,0.0329528046,0.1839628348,0.0000000000,0.5099491463,0.2385129661
0.5770,0.5089356619,0.2374768358,0.2066432240,0.0338155374,0.1820566090,0.0000000000,0.5089356619,0.2374768358
0.5780,0.5079214650,0.2364424102,0.2091413978,0.0346890220,0.1801478612,0.0000000000,0.5079214650,0.2364424102
0.5790,0.5069065546,0.2354096933,0.2116352533,0.0355732386,0.1782365846,0.0000000000,0.5069065546,0.2354096933
0.5800,0.5058909297,0.2343786893,0.2141248054,0.0364681671,0.1763227726,0.0000000000,0.5058909297,0.2343786893
0.5810,0.5048745894,0.2333494026,0.2166100687,0.0373737872,0.1744064185,0.0000000000,0.5048745894,0.2333494026
0.5820,0.5038575326,0.2323218371,0.2190910582,0.0382900786,0.1724875155,0.0000000000,0.5038575326,0.2323218371
0.5830,0.5028397583,0.2312959973,0.2215677885,0.0392170204,0.1705660568,0.0000000000,0.5028397583,0.2312959973
0.5840,0.5018212654,0.2302718872,0.2240402742,0.0401545919,0.1686420356,0.0000000000,0.5018212654,0.2302718872
0.5850,0.5008020531,0.2292495111,0.2265085298,0.0411027718,0.1667154450,0.0000000000,0.5008020531,0.2292495111
0.5860,0.4997821201,0.2282288732,0.2289725698,0.0420615390,0.1647862781,0.0000000000,0.4997821201,0.2282288732
0.5870,0.4987614657,0.2272099776,0.2314324084,0.0430308719,0.1628545282,0.0000000000,0.4987614657,0.2272099776
0.5880,0.4977400886,0.2261928287,0.2338880602,0.0440107487,0.1609201882,0.0000000000,0.4977400886,0.2261928287
0.5890,0.4967179879,0.2251774305,0.2363395392,0.0450011477,0.1589832512,0.0000000000,0.4967179879,0.2251774305
0.5900,0.4956951626,0.2241637873,0.2387868596,0.0460020465,0.1570437101,0.0000000000,0.4956951626,0.2241637873
0.5910,0.4946716116,0.2231519034,0.2412300355,0.0470134231,0.1551015581,0.0000000000,0.4946716116,0.2231519034
0.5920,0.4936473340,0.2221417828,0.2436690810,0.0480352548,0.1531567881,0.0000000000,0.4936473340,0.2221417828
0.5930,0.4926223286,0.2211334299,0.2461040099,0.0490675189,0.1512093929,0.0000000000,0.4926223286,0.2211334299
0.5940,0.4915965944,0.2201268487,0.2485348361,0.0501101925,0.1492593655,0.0000000000,0.4915965944,0.2201268487
0.5950,0.4905701304,0.2191220436,0.2509615735,0.0511632526,0.1473066988,0.0000000000,0.4905701304,0.2191220436
0.5960,0.4895429356,0.2181190187,0.2533842358,0.0522266758,0.1453513856,0.0000000000,0.4895429356,0.2181190187
0.5970,0.4885150090,0.2171177783,0.2558028366,0.0533004388,0.1433934187,0.0000000000,0.4885150090,0.2171177783
0.5980,0.4874863493,0.2161183264,0.2582173895,0.0543845178,0.1414327909,0.0000000000,0.4874863493,0.2161183264
0.5990,0.4864569558,0.2151206674,0.2606279081,0.0554788890,0.1394694950,0.0000000000,0.4864569558,0.2151206674
0.6000,0.4854268272,0.2141248054,0.2630344058,0.0565835284,0.1375035237,0.0000000000,0.4854268272,0.2141248054
0.6010,0.4843959625,0.2131307446,0.2654368960,0.0576984117,0.1355348698,0.0000000000,0.4843959625,0.2131307446
0.6020,0.4833643607,0.2121384892,0.2678353921,0.0588235147,0.1335635257,0.0000000000,0.4833643607,0.2121384892
0.6030,0.4823320207,0.2111480435,0.2702299072,0.0599588126,0.1315894843,0.0000000000,0.4823320207,0.2111480435
0.6040,0.4812989415,0.2101594116,0.2726204547,0.0611042809,0.1296127381,0.0000000000,0.4812989415,0.2101594116
0.6050,0.4802651221,0.2091725977,0.2750070475,0.0622598945,0.1276332797,0.0000000000,0.4802651221,0.2091725977
0.6060,0.4792305612,0.2081876060,0.2773896988,0.0634256283,0.1256511017,0.0000000000,0.4792305612,0.2081876060
0.6070,0.4781952579,0.2072044407,0.2797684216,0.0646014572,0.1236661965,0.0000000000,0.4781952579,0.2072044407
0.6080,0.4771592112,0.2062231060,0.2821432288,0.0657873557,0.1216785566,0.0000000000,0.4771592112,0.2062231060
0.6090,0.4761224199,0.2052436062,0.2845141332,0.0669832981,0.1196881745,0.0000000000,0.4761224199,0.2052436062
0.6100,0.4750848829,0.2042659453,0.2868811478,0.0681892588,0.1176950427,0.0000000000,0.4750848829,0.2042659453
0.6110,0.4740465993,0.2032901276,0.2892442852,0.0694052117,0.1156991534,0.0000000000,0.4740465993,0.2032901276
0.6120,0.4730075679,0.2023161573,0.2916035580,0.0706311308,0.1137004992,0.0000000000,0.4730075679,0.2023161573
0.6130,0.4719677877,0.2013440385,0.2939589790,0.0718669898,0.1116990722,0.0000000000,0.4719677877,0.2013440385
0.6140,0.4709272575,0.2003737755,0.2963105607,0.0731127623,0.1096948648,0.0000000000,0.4709272575,0.2003737755
0.6150,0.4698859763,0.1994053725,0.2986583156,0.0743684218,0.1076878693,0.0000000000,0.4698859763,0.1994053725
0.6160,0.4688439430,0.1984388336,0.3010022560,0.0756339414,0.1056780779,0.0000000000,0.4688439430,0.1984388336
0.6170,0.4678011565,0.1974741629,0.3033423945,0.0769092944,0.1036654828,0.0000000000,0.4678011565,0.1974741629
0.6180,0.4667576157,0.1965113648,0.3056787432,0.0781944536,0.1016500761,0.0000000000,0.4667576157,0.1965113648
0.6190,0.4657133196,0.1955504434,0.3080113146,0.0794893919,0.0996318500,0.0000000000,0.4657133196,0.1955504434
0.6200,0.4646682670,0.1945914028,0.3103401206,0.0807940820,0.0976107966,0.0000000000,0.4646682670,0.1945914028
0.6210,0.4636224569,0.1936342472,0.3126651736,0.0821084963,0.0955869080,0.0000000000,0.4636224569,0.1936342472
0.6220,0.4625758880,0.1926789809,0.3149864855,0.0834326072,0.0935601762,0.0000000000,0.4625758880,0.1926789809
0.6230,0.4615285595,0.1917256079,0.3173040684,0.0847663870,0.0915305931,0.0000000000,0.4615285595,0.1917256079
0.6240,0.4604804700,0.1907741325,0.3196179342,0.0861098077,0.0894981508,0.0000000000,0.4604804700,0.1907741325
0.6250,0.4594316186,0.1898245589,0.3219280949,0.0874628413,0.0874628413,0.0000000000,0.4594316186,0.1898245589
0.6260,0.4583820042,0.1888768911,0.3242345623,0.0888254595,0.0854246563,0.0000000000,0.4583820042,0.1888768911
0.6270,0.4573316255,0.1879311335,0.3265373481,0.0901976341,0.0833835877,0.0000000000,0.4573316255,0.1879311335
0.6280,0.4562804815,0.1869872900,0.3288364642,0.0915793366,0.0813396275,0.0000000000,0.4562804815,0.1869872900
0.6290,0.4552285711,0.1860453650,0.3311319222,0.0929705383,0.0792927673,0.0000000000,0.4552285711,0.1860453650
0.6300,0.4541758932,0.1851053625,0.3334237337,0.0943712106,0.0772429989,0.0000000000,0.4541758932,0.1851053625
0.6310,0.4531224466,0.1841672868,0.3357119103,0.0957813246,0.0751903142,0.0000000000,0.4531224466,0.1841672868
0.6320,0.4520682302,0.1832311420,0.3379964635,0.0972008512,0.0731347046,0.0000000000,0.4520682302,0.1832311420
0.6330,0.4510132429,0.1822969322,0.3402774048,0.0986297614,0.0710761620,0.0000000000,0.4510132429,0.1822969322
0.6340,0.4499574836,0.1813646616,0.3425547455,0.1000680260,0.0690146779,0.0000000000,0.4499574836,0.1813646616
0.6350,0.4489009511,0.1804343344,0.3448284970,0.1015156155,0.0669502439,0.0000000000,0.4489009511,0.1804343344
0.6360,0.4478436444,0.1795059547,0.3470986706,0.1029725005,0.0648828516,0.0000000000,0.4478436444,0.1795059547
0.6370,0.4467855621,0.1785795266,0.3493652776,0.1044386514,0.0628124924,0.0000000000,0.4467855621,0.1785795266
0.6380,0.4457267033,0.1776550543,0.3516283291,0.1059140385,0.0607391579,0.0000000000,0.4457267033,0.1776550543
0.6390,0.4446670668,0.1767325420,0.3538878363,0.1073986319,0.0586628394,0.0000000000,0.4446670668,0.1767325420
0.6400,0.4436066515,0.1758119937,0.3561438102,0.1088924016,0.0565835284,0.0000000000,0.4436066515,0.1758119937
0.6410,0.4425454561,0.1748934137,0.3583962620,0.1103953177,0.0545012162,0.0000000000,0.4425454561,0.1748934137
0.6420,0.4414834796,0.1739768060,0.3606452025,0.1119073500,0.0524158942,0.0000000000,0.4414834796,0.1739768060
0.6430,0.4404207208,0.1730621748,0.3628906427,0.1134284682,0.0503275536,0.0000000000,0.4404207208,0.1730621748
0.6440,0.4393571785,0.1721495243,0.3651325935,0.1149586418,0.0482361857,0.0000000000,0.4393571785,0.1721495243
0.6450,0.4382928516,0.1712388585,0.3673710656,0.1164978405,0.0461417816,0.0000000000,0.4382928516,0.1712388585
0.6460,0.4372277389,0.1703301815,0.3696060700,0.1180460336,0.0440443327,0.0000000000,0.4372277389,0.1703301815
0.6470,0.4361618393,0.1694234976,0.3718376173,0.1196031904,0.0419438300,0.0000000000,0.4361618393,0.1694234976
0.6480,0.4350951516,0.1685188108,0.3740657182,0.1211692802,0.0398402645,0.0000000000,0.4350951516,0.1685188108
0.6490,0.4340276747,0.1676161252,0.3762903833,0.1227442721,0.0377336274,0.0000000000,0.4340276747,0.1676161252
0.6500,0.4329594073,0.1667154450,0.3785116233,0.1243281350,0.0356239097,0.0000000000,0.4329594073,0.1667154450
0.6510,0.4318903483,0.1658167742,0.3807294485,0.1259208379,0.0335111024,0.0000000000,0.4318903483,0.1658167742
0.6520,0.4308204965,0.1649201170,0.3829438696,0.1275223497,0.0313951963,0.0000000000,0.4308204965,0.1649201170
0.6530,0.4297498508,0.1640254774,0.3851548969,0.1291326391,0.0292761824,0.0000000000,0.4297498508,0.1640254774
0.6540,0.4286784099,0.1631328597,0.3873625408,0.1307516747,0.0271540515,0.0000000000,0.4286784099,0.1631328597
0.6550,0.4276061728,0.1622422677,0.3895668118,0.1323794251,0.0250287945,0.0000000000,0.4276061728,0.1622422677
0.6560,0.4265331381,0.1613537058,0.3917677200,0.1340158587,0.0229004021,0.0000000000,0.4265331381,0.1613537058
0.6570,0.4254593048,0.1604671779,0.3939652757,0.1356609441,0.0207688651,0.0000000000,0.4254593048,0.1604671779
0.6580,0.4243846715,0.1595826882,0.3961594891,0.1373146495,0.0186341741,0.0000000000,0.4243846715,0.1595826882
0.6590,0.4233092372,0.1587002407,0.3983503703,0.1389769431,0.0164963199,0.0000000000,0.4233092372,0.1587002407
0.6600,0.4222330007,0.1578198395,0.4005379296,0.1406477932,0.0143552930,0.0000000000,0.4222330007,0.1578198395
0.6610,0.4211559607,0.1569414887,0.4027221768,0.1423271677,0.0122110840,0.0000000000,0.4211559607,0.1569414887
0.6620,0.4200781160,0.1560651923,0.4049031221,0.1440150347,0.0100636833,0.0000000000,0.4200781160,0.1560651923
0.6630,0.4189994654,0.1551909545,0.4070807755,0.1457113622,0.0079130816,0.0000000000,0.4189994654,0.1551909545
0.6640,0.4179200078,0.1543187793,0.4092551467,0.1474161180,0.0057592693,0.0000000000,0.4179200078,0.1543187793
0.6650,0.4168397419,0.1534486707,0.4114262457,0.1491292699,0.0036022367,0.0000000000,0.4168397419,0.1534486707
0.6660,0.4157586665,0.1525806329,0.4135940824,0.1508507857,0.0014419742,0.0000000000,0.4157586665,0.1525806329
0.6670,0.4146767804,0.1517146699,0.4157586665,0.1525806329,0.0000000000,0.0000000000,0.4146767804,0.1517146699
0.6680,0.4135940824,0.1508507857,0.4179200078,0.1543187793,0.0000000000,0.0000000000,0.4135940824,0.1508507857
0.6690,0.4125105712,0.1499889843,0.4200781160,0.1560651923,0.0000000000,0.0000000000,0.4125105712,0.1499889843
0.6700,0.4114262457,0.1491292699,0.4222330007,0.1578198395,0.0000000000,0.0000000000,0.4114262457,0.1491292699
0.6710,0.4103411046,0.1482716465,0.4243846715,0.1595826882,0.0000000000,0.0000000000,0.4103411046,0.1482716465
0.6720,0.4092551467,0.1474161180,0.4265331381,0.1613537058,0.0000000000,0.0000000000,0.4092551467,0.1474161180
0.6730,0.4081683707,0.1465626886,0.4286784099,0.1631328597,0.0000000000,0.0000000000,0.4081683707,0.1465626886
0.6740,0.4070807755,0.1457113622,0.4308204965,0.1649201170,0.0000000000,0.0000000000,0.4070807755,0.1457113622
0.6750,0.4059923597,0.1448621429,0.4329594073,0.1667154450,0.0000000000,0.0000000000,0.4059923597,0.1448621429
0.6760,0.4049031221,0.1440150347,0.4350951516,0.1685188108,0.0000000000,0.0000000000,0.4049031221,0.1440150347
0.6770,0.4038130616,0.1431700416,0.4372277389,0.1703301815,0.0000000000,0.0000000000,0.4038130616,0.1431700416
0.6780,0.4027221768,0.1423271677,0.4393571785,0.1721495243,0.0000000000,0.0000000000,0.4027221768,0.1423271677
