eta_arm,LN_amp_damp,Pirandola_single,ratio
0.99,0.9927684307689236,6.6438561897747235,0.14942653820485327
0.9,0.9259994185562227,3.3219280948873626,0.2787536009528288
0.7,0.7655347463629768,1.7369655941662059,0.44073109388816406
0.5,0.584962500721156,1.0,0.584962500721156
0.316,0.39615948907315424,0.5479317697761893,0.7230087958487447
0.1,0.13750352374993444,0.15200309344504995,0.9046100354506457
0.0316,0.04488367823976416,0.04632501555051283,0.9688864149613284
0.01,0.014355292977069736,0.014499569695115089,0.9900495862236547
0.001,0.0014419741739063218,0.0014434168696687186,0.999000499583514
