loss_dB_total,p_d,rate
8.571428571428571,1e-05,0.0002856245448498191
9.795918367346939,1e-09,0.0002558824348150128
9.795918367346939,1.4677992676220676e-09,0.0002558819662724585
9.795918367346939,2.1544346900318866e-09,0.0002558812785468119
9.795918367346939,3.1622776601683795e-09,0.00025588026910529225
9.795918367346939,4.641588833612773e-09,0.0002558787874514001
9.795918367346939,6.812920690579622e-09,0.00025587661268872206
9.795918367346939,1e-08,0.00025587342059049727
9.795918367346939,1.4677992676220675e-08,0.00025586873526735365
9.795918367346939,2.1544346900318822e-08,0.00025586185823164484
9.795918367346939,3.162277660168379e-08,0.00025585176429210267
9.795918367346939,4.641588833612773e-08,0.00025583694877785826
9.795918367346939,6.812920690579608e-08,0.0002558152033584683
9.795918367346939,1e-07,0.00025578328713125404
9.795918367346939,1.4677992676220674e-07,0.00025573644414208347
9.795918367346939,2.1544346900318822e-07,0.00025566769584473047
9.795918367346939,3.162277660168379e-07,0.0002555668039543209
9.795918367346939,4.6415888336127725e-07,0.00025541875109172965
9.795918367346939,6.812920690579608e-07,0.0002552015170429807
9.795918367346939,1e-06,0.0002548828283970526
9.795918367346939,1.4677992676220675e-06,0.00025441541681642244
9.795918367346939,2.1544346900318822e-06,0.0002537301211732094
9.795918367346939,3.162277660168379e-06,0.00025272589418972414
9.795918367346939,4.641588833612773e-06,0.00025125540990047313
9.795918367346939,6.8129206905796085e-06,0.0002491045104257838
9.795918367346939,1e-05,0.0002459632055513034
11.020408163265307,1e-09,0.0002216292977425656
11.020408163265307,1.4677992676220676e-09,0.00022162882898617937
11.020408163265307,2.1544346900318866e-09,0.0002216281409467872
11.020408163265307,3.1622776601683795e-09,0.0002216271310450079
11.020408163265307,4.641588833612773e-09,0.00022162564871609932
11.020408163265307,6.812920690579622e-09,0.00022162347296382525
11.020408163265307,1e-08,0.00022162027941563726
11.020408163265307,1.4677992676220675e-08,0.00022161559196976594
11.020408163265307,2.1544346900318822e-08,0.00022160871183022365
11.020408163265307,3.162277660168379e-08,0.00022159861336052677
11.020408163265307,4.641588833612773e-08,0.00022158379125216608
11.020408163265307,6.812920690579608e-08,0.00022156203627291977
11.020408163265307,1e-07,0.00022153010626997863
11.020408163265307,1.4677992676220674e-07,0.00022148324361244637
11.020408163265307,2.1544346900318822e-07,0.0002214144676331863
11.020408163265307,3.162277660168379e-07,0.00022131353766552698
11.020408163265307,4.6415888336127725e-07,0.00022116543440438296
11.020408163265307,6.812920690579608e-07,0.00022094813817418997
11.020408163265307,1e-06,0.0002206293835506514
11.020408163265307,1.4677992676220675e-06,0.00022016192925470993
11.020408163265307,2.1544346900318822e-06,0.0002194766863897235
11.020408163265307,3.162277660168379e-06,0.00021847278213109333
11.020408163265307,4.641588833612773e-06,0.00021700328906719337
11.020408163265307,6.8129206905796085e-06,0.00021485492646708979
11.020408163265307,1e-05,0.0002117195774713742
12.244897959183675,1e-09,0.00019203002698923058
12.244897959183675,1.4677992676220676e-09,0.00019202955804663755
12.244897959183675,2.1544346900318866e-09,0.00019202886973406841
12.244897959183675,3.1622776601683795e-09,0.00019202785943161617
12.244897959183675,4.641588833612773e-09,0.00019202637651523902
12.244897959183675,6.812920690579622e-09,0.00019202419990204723
12.244897959183675,1e-08,0.00019202100509316041
12.244897959183675,1.4677992676220675e-08,0.00019201631580319827
12.244897959183675,2.1544346900318822e-08,0.00019200943297061028
12.244897959183675,3.162277660168379e-08,0.00019199933057759206
12.244897959183675,4.641588833612773e-08,0.0001919845027741834
12.244897959183675,6.812920690579608e-08,0.00019196273957272948
12.244897959183675,1e-07,0.00019193079779618812
12.244897959183675,1.4677992676220674e-07,0.00019188391849233414
12.244897959183675,2.1544346900318822e-07,0.00019181511944603202
12.244897959183675,3.162277660168379e-07,0.00019171415855950873
12.244897959183675,4.6415888336127725e-07,0.00019156601623188194
12.244897959183675,6.812920690579608e-07,0.000191348676218882
12.244897959183675,1e-06,0.0001910298863892955
12.244897959183675,1.4677992676220675e-06,0.0001905624425414766
12.244897959183675,2.1544346900318822e-06,0.00018987734735511898
