eta_arm,log_neg_two_arm_bits,pirandola_bits,ratio
0.301049,0.75935065,0.51673683,1.46951139
0.301548,0.76045764,0.51776769,1.46872364
0.302048,0.76156421,0.51879929,1.46793612
0.302547,0.76267036,0.51983163,1.46714882
0.303046,0.76377608,0.52086470,1.46636175
0.303545,0.76488138,0.52189852,1.46557491
0.304045,0.76598625,0.52293308,1.46478829
0.304544,0.76709070,0.52396838,1.46400190
0.305043,0.76819473,0.52500442,1.46321573
0.305542,0.76929834,0.52604121,1.46242979
0.306042,0.77040153,0.52707875,1.46164407
0.306541,0.77150429,0.52811703,1.46085857
0.307040,0.77260663,0.52915606,1.46007330
0.307539,0.77370855,0.53019584,1.45928824
0.308039,0.77481005,0.53123636,1.45850341
0.308538,0.77591113,0.53227764,1.45771881
0.309037,0.77701179,0.53331967,1.45693442
0.309536,0.77811203,0.53436246,1.45615026
0.310036,0.77921185,0.53540600,1.45536631
0.310535,0.78031126,0.53645029,1.45458259
0.311034,0.78141024,0.53749534,1.45379909
0.311533,0.78250880,0.53854115,1.45301581
0.312033,0.78360695,0.53958772,1.45223274
0.312532,0.78470468,0.54063504,1.45144990
0.313031,0.78580199,0.54168313,1.45066728
0.313530,0.78689888,0.54273198,1.44988487
0.314030,0.78799536,0.54378159,1.44910268
0.314529,0.78909142,0.54483197,1.44832071
0.315028,0.79018707,0.54588311,1.44753896
0.315527,0.79128230,0.54693502,1.44675742
0.316027,0.79237711,0.54798769,1.44597610
0.316526,0.79347151,0.54904114,1.44519500
0.317025,0.79456549,0.55009535,1.44441412
0.317524,0.79565906,0.55115034,1.44363345
0.318024,0.79675221,0.55220609,1.44285299
0.318523,0.79784495,0.55326262,1.44207275
0.319022,0.79893728,0.55431993,1.44129273
0.319521,0.80002919,0.55537801,1.44051291
0.320021,0.80112069,0.55643686,1.43973332
0.320520,0.80221178,0.55749650,1.43895393
0.321019,0.80330245,0.55855691,1.43817476
0.321518,0.80439272,0.55961810,1.43739581
0.322018,0.80548257,0.56068008,1.43661706
0.322517,0.80657201,0.56174283,1.43583853
0.323016,0.80766104,0.56280637,1.43506021
0.323515,0.80874965,0.56387070,1.43428210
0.324015,0.80983786,0.56493581,1.43350421
0.324514,0.81092566,0.56600171,1.43272652
0.325013,0.81201304,0.56706839,1.43194905
0.325512,0.81310002,0.56813587,1.43117178
0.326012,0.81418659,0.56920413,1.43039472
0.326511,0.81527275,0.57027319,1.42961788
0.327010,0.81635850,0.57134304,1.42884124
0.327509,0.81744384,0.57241368,1.42806481
0.328009,0.81852877,0.57348512,1.42728860
0.328508,0.81961330,0.57455735,1.42651258
0.329007,0.82069741,0.57563039,1.42573678
0.329506,0.82178113,0.57670422,1.42496119
0.330006,0.82286443,0.57777885,1.42418580
0.330505,0.82394733,0.57885428,1.42341061
0.331004,0.82502982,0.57993051,1.42263564
0.331503,0.82611190,0.58100755,1.42186087
0.332003,0.82719358,0.58208539,1.42108631
0.332502,0.82827486,0.58316404,1.42031195
0.333001,0.82935573,0.58424350,1.41953780
0.333500,0.83043619,0.58532376,1.41876385
0.333999,0.83151625,0.58640483,1.41799010
0.334499,0.83259591,0.58748672,1.41721656
0.334998,0.83367516,0.58856941,1.41644323
0.335497,0.83475401,0.58965292,1.41567009
0.335996,0.83583245,0.59073724,1.41489716
0.336496,0.83691050,0.59182238,1.41412444
0.336995,0.83798813,0.59290834,1.41335191
0.337494,0.83906537,0.59399511,1.41257959
0.337993,0.84014221,0.59508271,1.41180747
0.338493,0.84121864,0.59617112,1.41103555
0.338992,0.84229467,0.59726035,1.41026383
0.339491,0.84337030,0.59835041,1.40949231
0.339990,0.84444553,0.59944129,1.40872099
0.340490,0.84552036,0.60053300,1.40794987
0.340989,0.84659479,0.60162554,1.40717896
0.341488,0.84766882,0.60271890,1.40640824
0.341987,0.84874245,0.60381309,1.40563772
0.342487,0.84981568,0.60490811,1.40486739
0.342986,0.85088852,0.60600397,1.40409727
0.343485,0.85196095,0.60710065,1.40332734
0.343984,0.85303298,0.60819818,1.40255762
0.344484,0.85410462,0.60929653,1.40178809
0.344983,0.85517586,0.61039573,1.40101875
0.345482,0.85624670,0.61149576,1.40024961
0.345981,0.85731714,0.61259663,1.39948067
0.346481,0.85838719,0.61369834,1.39871193
0.346980,0.85945684,0.61480090,1.39794338
0.347479,0.86052609,0.61590429,1.39717502
0.347978,0.86159495,0.61700853,1.39640686
0.348478,0.86266341,0.61811362,1.39563889
0.348977,0.86373148,0.61921956,1.39487112
0.349476,0.86479915,0.62032634,1.39410354
0.349975,0.86586642,0.62143397,1.39333616
0.350475,0.86693330,0.62254246,1.39256897
0.350974,0.86799979,0.62365179,1.39180197
0.351473,0.86906588,0.62476198,1.39103516
0.351972,0.87013158,0.62587303,1.39026855
0.352472,0.87119689,0.62698493,1.38950212
0.352971,0.87226180,0.62809769,1.38873589
0.353470,0.87332632,0.62921130,1.38796985
0.353969,0.87439045,0.63032578,1.38720400
0.354469,0.87545418,0.63144112,1.38643834
0.354968,0.87651753,0.63255732,1.38567287
0.355467,0.87758048,0.63367439,1.38490759
0.355966,0.87864304,0.63479232,1.38414250
0.356466,0.87970521,0.63591112,1.38337760
0.356965,0.88076698,0.63703079,1.38261289
0.357464,0.88182837,0.63815133,1.38184837
0.357963,0.88288937,0.63927274,1.38108403
0.358463,0.88394997,0.64039502,1.38031988
0.358962,0.88501019,0.64151817,1.37955592
0.359461,0.88607002,0.64264220,1.37879214
0.359960,0.88712946,0.64376711,1.37802856
0.360460,0.88818851,0.64489289,1.37726515
0.360959,0.88924717,0.64601955,1.37650194
0.361458,0.89030544,0.64714710,1.37573891
0.361957,0.89136332,0.64827552,1.37497606
0.362457,0.89242082,0.64940483,1.37421340
0.362956,0.89347793,0.65053502,1.37345093
0.363455,0.89453465,0.65166610,1.37268863
0.363954,0.89559099,0.65279807,1.37192653
0.364454,0.89664694,0.65393093,1.37116460
0.364953,0.89770250,0.65506467,1.37040286
0.365452,0.89875768,0.65619931,1.36964130
0.365951,0.89981247,0.65733484,1.36887993
0.366451,0.90086687,0.65847126,1.36811873
0.366950,0.90192089,0.65960859,1.36735772
0.367449,0.90297453,0.66074680,1.36659689
0.367948,0.90402778,0.66188592,1.36583624
0.368448,0.90508065,0.66302594,1.36507578
0.368947,0.90613313,0.66416686,1.36431549
0.369446,0.90718523,0.66530868,1.36355538
0.369945,0.90823694,0.66645140,1.36279545
0.370445,0.90928827,0.66759504,1.36203570
0.370944,0.91033922,0.66873958,1.36127613
0.371443,0.91138979,0.66988502,1.36051674
0.371942,0.91243997,0.67103138,1.35975753
0.372442,0.91348978,0.67217865,1.35899850
0.372941,0.91453920,0.67332683,1.35823964
0.373440,0.91558824,0.67447593,1.35748096
0.373939,0.91663689,0.67562594,1.35672246
0.374439,0.91768517,0.67677688,1.35596413
0.374938,0.91873306,0.67792873,1.35520598
0.375437,0.91978058,0.67908150,1.35444801
0.375936,0.92082771,0.68023519,1.35369021
0.376436,0.92187447,0.68138980,1.35293259
0.376935,0.92292085,0.68254534,1.35217514
0.377434,0.92396684,0.68370181,1.35141787
0.377933,0.92501246,0.68485920,1.35066077
0.378433,0.92605770,0.68601753,1.34990385
0.378932,0.92710256,0.68717678,1.34914710
0.379431,0.92814704,0.68833697,1.34839052
0.379930,0.92919114,0.68949809,1.34763411
0.380430,0.93023487,0.69066014,1.34687788
0.380929,0.93127822,0.69182313,1.34612182
0.381428,0.93232119,0.69298706,1.34536594
0.381927,0.93336378,0.69415193,1.34461022
0.382427,0.93440600,0.69531775,1.34385467
0.382926,0.93544784,0.69648450,1.34309930
0.383425,0.93648931,0.69765220,1.34234410
0.383924,0.93753040,0.69882084,1.34158906
0.384424,0.93857111,0.69999043,1.34083420
0.384923,0.93961145,0.70116098,1.34007950
0.385422,0.94065142,0.70233247,1.33932498
0.385921,0.94169101,0.70350491,1.33857062
0.386421,0.94273022,0.70467831,1.33781644
0.386920,0.94376906,0.70585266,1.33706242
0.387419,0.94480753,0.70702797,1.33630857
0.387918,0.94584562,0.70820424,1.33555488
0.388418,0.94688334,0.70938146,1.33480136
0.388917,0.94792069,0.71055965,1.33404801
0.389416,0.94895766,0.71173880,1.33329483
0.389915,0.94999427,0.71291892,1.33254181
0.390415,0.95103050,0.71410000,1.33178896
0.390914,0.95206635,0.71528205,1.33103627
0.391413,0.95310184,0.71646507,1.33028375
0.391912,0.95413695,0.71764906,1.32953139
0.392412,0.95517170,0.71883402,1.32877920
0.392911,0.95620607,0.72001996,1.32802717
0.393410,0.95724007,0.72120687,1.32727531
0.393909,0.95827370,0.72239476,1.32652361
0.394409,0.95930696,0.72358363,1.32577207
0.394908,0.96033985,0.72477347,1.32502069
0.395407,0.96137237,0.72596431,1.32426948
0.395906,0.96240452,0.72715612,1.32351843
0.396406,0.96343631,0.72834892,1.32276754
0.396905,0.96446772,0.72954271,1.32201681
0.397404,0.96549877,0.73073748,1.32126624
0.397903,0.96652944,0.73193325,1.32051584
0.398403,0.96755975,0.73313001,1.31976559
0.398902,0.96858970,0.73432776,1.31901550
0.399401,0.96961927,0.73552650,1.31826557
0.399900,0.97064848,0.73672625,1.31751581
0.400400,0.97167732,0.73792699,1.31676620
0.400899,0.97270579,0.73912873,1.31601675
0.401398,0.97373389,0.74033148,1.31526745
0.401897,0.97476164,0.74153522,1.31451832
0.402397,0.97578901,0.74273998,1.31376934
0.402896,0.97681602,0.74394574,1.31302052
0.403395,0.97784266,0.74515250,1.31227186
0.403894,0.97886894,0.74636028,1.31152335
0.404394,0.97989485,0.74756907,1.31077500
0.404893,0.98092040,0.74877888,1.31002681
0.405392,0.98194559,0.74998970,1.30927877
0.405891,0.98297041,0.75120153,1.30853088
0.406391,0.98399486,0.75241439,1.30778315
0.406890,0.98501895,0.75362826,1.30703558
0.407389,0.98604268,0.75484316,1.30628816
0.407888,0.98706605,0.75605908,1.30554089
0.408388,0.98808905,0.75727603,1.30479377
0.408887,0.98911169,0.75849401,1.30404681
0.409386,0.99013397,0.75971301,1.30330000
0.409885,0.99115589,0.76093305,1.30255335
0.410385,0.99217744,0.76215411,1.30180684
0.410884,0.99319864,0.76337622,1.30106049
0.411383,0.99421947,0.76459935,1.30031429
0.411882,0.99523994,0.76582353,1.29956824
0.412382,0.99626005,0.76704875,1.29882234
0.412881,0.99727980,0.76827500,1.29807659
0.413380,0.99829919,0.76950230,1.29733099
0.413879,0.99931822,0.77073065,1.29658554
0.414379,1.00033689,0.77196004,1.29584024
0.414878,1.00135520,0.77319048,1.29509509
0.415377,1.00237315,0.77442197,1.29435009
0.415876,1.00339074,0.77565451,1.29360523
0.416376,1.00440797,0.77688811,1.29286052
0.416875,1.00542484,0.77812276,1.29211596
0.417374,1.00644136,0.77935847,1.29137155
0.417873,1.00745752,0.78059524,1.29062728
0.418373,1.00847332,0.78183307,1.28988316
0.418872,1.00948876,0.78307197,1.28913919
0.419371,1.01050385,0.78431193,1.28839536
0.419870,1.01151858,0.78555295,1.28765168
0.420370,1.01253295,0.78679504,1.28690814
0.420869,1.01354696,0.78803821,1.28616475
0.421368,1.01456062,0.78928244,1.28542150
0.421867,1.01557393,0.79052775,1.28467840
0.422367,1.01658687,0.79177414,1.28393544
0.422866,1.01759947,0.79302160,1.28319262
0.423365,1.01861170,0.79427015,1.28244994
0.423864,1.01962358,0.79551977,1.28170741
0.424364,1.02063511,0.79677048,1.28096502
0.424863,1.02164628,0.79802227,1.28022277
0.425362,1.02265710,0.79927515,1.27948067
0.425861,1.02366757,0.80052912,1.27873870
0.426361,1.02467768,0.80178418,1.27799688
0.426860,1.02568743,0.80304033,1.27725519
0.427359,1.02669684,0.80429758,1.27651365
0.427858,1.02770589,0.80555592,1.27577225
0.428358,1.02871459,0.80681537,1.27503098
0.428857,1.02972293,0.80807591,1.27428986
0.429356,1.03073093,0.80933755,1.27354887
0.429855,1.03173857,0.81060030,1.27280802
0.430355,1.03274586,0.81186416,1.27206731
0.430854,1.03375280,0.81312912,1.27132674
0.431353,1.03475938,0.81439520,1.27058630
0.431852,1.03576562,0.81566238,1.26984600
0.432352,1.03677150,0.81693068,1.26910584
0.432851,1.03777704,0.81820010,1.26836582
0.433350,1.03878222,0.81947063,1.26762593
0.433849,1.03978706,0.82074229,1.26688617
0.434349,1.04079154,0.82201506,1.26614656
0.434848,1.04179567,0.82328896,1.26540707
0.435347,1.04279946,0.82456399,1.26466772
0.435846,1.04380290,0.82584014,1.26392851
0.436346,1.04480598,0.82711742,1.26318943
0.436845,1.04580872,0.82839584,1.26245048
0.437344,1.04681111,0.82967539,1.26171166
0.437843,1.04781316,0.83095607,1.26097298
0.438343,1.04881485,0.83223790,1.26023443
0.438842,1.04981620,0.83352086,1.25949601
0.439341,1.05081720,0.83480496,1.25875773
0.439840,1.05181785,0.83609021,1.25801957
0.440340,1.05281815,0.83737660,1.25728155
0.440839,1.05381811,0.83866415,1.25654366
0.441338,1.05481773,0.83995284,1.25580589
0.441837,1.05581699,0.84124268,1.25506826
0.442337,1.05681591,0.84253368,1.25433076
0.442836,1.05781449,0.84382584,1.25359338
0.443335,1.05881272,0.84511915,1.25285614
0.443834,1.05981060,0.84641363,1.25211902
0.444334,1.06080814,0.84770926,1.25138203
0.444833,1.06180533,0.84900606,1.25064517
0.445332,1.06280218,0.85030403,1.24990844
0.445831,1.06379869,0.85160317,1.24917183
0.446331,1.06479485,0.85290348,1.24843535
0.446830,1.06579067,0.85420496,1.24769900
0.447329,1.06678614,0.85550761,1.24696277
0.447828,1.06778127,0.85681144,1.24622667
0.448328,1.06877606,0.85811646,1.24549069
0.448827,1.06977050,0.85942265,1.24475484
0.449326,1.07076460,0.86073003,1.24401911
0.449825,1.07175836,0.86203859,1.24328351
0.450325,1.07275178,0.86334834,1.24254803
0.450824,1.07374486,0.86465929,1.24181267
0.451323,1.07473759,0.86597142,1.24107744
0.451822,1.07572998,0.86728475,1.24034233
0.452322,1.07672203,0.86859927,1.23960734
0.452821,1.07771375,0.86991500,1.23887248
0.453320,1.07870511,0.87123192,1.23813773
0.453819,1.07969614,0.87255005,1.23740311
0.454319,1.08068683,0.87386938,1.23666861
0.454818,1.08167718,0.87518992,1.23593423
0.455317,1.08266719,0.87651167,1.23519997
0.455816,1.08365686,0.87783464,1.23446582
0.456316,1.08464619,0.87915882,1.23373180
0.456815,1.08563518,0.88048421,1.23299790
0.457314,1.08662383,0.88181082,1.23226412
0.457813,1.08761215,0.88313865,1.23153045
0.458313,1.08860012,0.88446771,1.23079690
0.458812,1.08958776,0.88579799,1.23006347
0.459311,1.09057506,0.88712950,1.22933016
0.459810,1.09156202,0.88846224,1.22859697
0.460310,1.09254864,0.88979622,1.22786389
0.460809,1.09353493,0.89113142,1.22713093
0.461308,1.09452088,0.89246787,1.22639808
0.461807,1.09550649,0.89380555,1.22566535
0.462307,1.09649177,0.89514447,1.22493273
0.462806,1.09747671,0.89648464,1.22420023
0.463305,1.09846131,0.89782606,1.22346784
0.463804,1.09944558,0.89916872,1.22273557
0.464304,1.10042951,0.90051263,1.22200341
0.464803,1.10141311,0.90185780,1.22127137
0.465302,1.10239637,0.90320422,1.22053943
0.465801,1.10337930,0.90455190,1.21980761
0.466301,1.10436189,0.90590084,1.21907590
0.466800,1.10534415,0.90725104,1.21834431
0.467299,1.10632607,0.90860251,1.21761282
0.467798,1.10730766,0.90995525,1.21688145
0.468298,1.10828891,0.91130925,1.21615019
0.468797,1.10926983,0.91266452,1.21541903
0.469296,1.11025042,0.91402107,1.21468799
0.469795,1.11123068,0.91537890,1.21395706
0.470295,1.11221060,0.91673801,1.21322623
0.470794,1.11319019,0.91809840,1.21249552
0.471293,1.11416945,0.91946007,1.21176491
0.471792,1.11514837,0.92082302,1.21103441
0.472292,1.11612697,0.92218727,1.21030402
0.472791,1.11710523,0.92355281,1.20957374
0.473290,1.11808316,0.92491964,1.20884356
0.473789,1.11906075,0.92628777,1.20811349
0.474289,1.12003802,0.92765720,1.20738353
0.474788,1.12101496,0.92902792,1.20665367
0.475287,1.12199156,0.93039996,1.20592392
0.475786,1.12296784,0.93177329,1.20519428
0.476286,1.12394378,0.93314794,1.20446473
0.476785,1.12491940,0.93452390,1.20373530
0.477284,1.12589468,0.93590117,1.20300596
0.477783,1.12686964,0.93727975,1.20227673
0.478283,1.12784427,0.93865966,1.20154761
0.478782,1.12881856,0.94004089,1.20081858
0.479281,1.12979253,0.94142344,1.20008966
0.479780,1.13076617,0.94280731,1.19936084
0.480280,1.13173948,0.94419252,1.19863212
0.480779,1.13271247,0.94557905,1.19790351
0.481278,1.13368512,0.94696692,1.19717499
0.481777,1.13465745,0.94835613,1.19644658
0.482277,1.13562945,0.94974668,1.19571827
0.482776,1.13660112,0.95113856,1.19499005
0.483275,1.13757247,0.95253179,1.19426194
0.483774,1.13854348,0.95392637,1.19353392
0.484274,1.13951418,0.95532230,1.19280601
0.484773,1.14048454,0.95671958,1.19207819
0.485272,1.14145458,0.95811821,1.19135047
0.485771,1.14242429,0.95951820,1.19062285
0.486271,1.14339368,0.96091955,1.18989532
0.486770,1.14436274,0.96232227,1.18916789
0.487269,1.14533148,0.96372635,1.18844056
0.487768,1.14629989,0.96513179,1.18771332
0.488268,1.14726798,0.96653861,1.18698618
0.488767,1.14823574,0.96794680,1.18625914
0.489266,1.14920318,0.96935637,1.18553219
0.489765,1.15017029,0.97076731,1.18480533
0.490265,1.15113708,0.97217964,1.18407857
0.490764,1.15210354,0.97359335,1.18335190
0.491263,1.15306968,0.97500844,1.18262533
0.491762,1.15403550,0.97642493,1.18189885
0.492262,1.15500100,0.97784281,1.18117246
0.492761,1.15596617,0.97926208,1.18044617
0.493260,1.15693102,0.98068275,1.17971996
0.493759,1.15789554,0.98210482,1.17899385
0.494259,1.15885975,0.98352830,1.17826783
0.494758,1.15982363,0.98495318,1.17754190
0.495257,1.16078719,0.98637946,1.17681606
0.495756,1.16175043,0.98780716,1.17609031
0.496256,1.16271335,0.98923628,1.17536464
0.496755,1.16367594,0.99066681,1.17463907
0.497254,1.16463822,0.99209876,1.17391359
0.497753,1.16560017,0.99353214,1.17318819
0.498253,1.16656181,0.99496693,1.17246289
0.498752,1.16752312,0.99640316,1.17173767
0.499251,1.16848411,0.99784082,1.17101254
0.499750,1.16944478,0.99927991,1.17028749
0.500250,1.17040514,1.00072044,1.16956253
0.500749,1.17136517,1.00216241,1.16883766
0.501248,1.17232489,1.00360583,1.16811287
0.501747,1.17328428,1.00505069,1.16738817
0.502247,1.17424336,1.00649699,1.16666355
0.502746,1.17520212,1.00794475,1.16593902
0.503245,1.17616056,1.00939396,1.16521457
0.503744,1.17711868,1.01084463,1.16449021
0.504244,1.17807648,1.01229676,1.16376593
0.504743,1.17903396,1.01375035,1.16304173
0.505242,1.17999113,1.01520541,1.16231761
0.505741,1.18094798,1.01666194,1.16159358
0.506241,1.18190451,1.01811994,1.16086963
0.506740,1.18286073,1.01957942,1.16014576
0.507239,1.18381663,1.02104037,1.15942197
0.507738,1.18477221,1.02250280,1.15869826
0.508238,1.18572748,1.02396672,1.15797463
0.508737,1.18668243,1.02543212,1.15725108
0.509236,1.18763706,1.02689902,1.15652761
0.509735,1.18859138,1.02836741,1.15580421
0.510235,1.18954538,1.02983729,1.15508090
0.510734,1.19049907,1.03130867,1.15435767
0.511233,1.19145244,1.03278156,1.15363451
0.511732,1.19240550,1.03425595,1.15291143
0.512232,1.19335824,1.03573185,1.15218843
0.512731,1.19431067,1.03720926,1.15146550
0.513230,1.19526279,1.03868818,1.15074265
0.513729,1.19621459,1.04016862,1.15001987
0.514229,1.19716607,1.04165058,1.14929717
0.514728,1.19811724,1.04313407,1.14857455
0.515227,1.19906810,1.04461908,1.14785200
0.515726,1.20001865,1.04610563,1.14712952
0.516226,1.20096888,1.04759371,1.14640712
0.516725,1.20191880,1.04908332,1.14568479
0.517224,1.20286841,1.05057447,1.14496253
0.517723,1.20381770,1.05206717,1.14424035
0.518223,1.20476669,1.05356141,1.14351824
0.518722,1.20571536,1.05505720,1.14279620
0.519221,1.20666372,1.05655454,1.14207423
0.519720,1.20761176,1.05805344,1.14135233
0.520220,1.20855950,1.05955390,1.14063050
0.520719,1.20950692,1.06105592,1.13990874
0.521218,1.21045404,1.06255951,1.13918705
0.521717,1.21140084,1.06406466,1.13846543
0.522217,1.21234733,1.06557139,1.13774388
0.522716,1.21329351,1.06707969,1.13702240
0.523215,1.21423939,1.06858957,1.13630099
0.523714,1.21518495,1.07010103,1.13557964
0.524214,1.21613020,1.07161408,1.13485836
0.524713,1.21707514,1.07312872,1.13413715
0.525212,1.21801977,1.07464495,1.13341600
0.525711,1.21896410,1.07616277,1.13269492
0.526211,1.21990811,1.07768219,1.13197390
0.526710,1.22085182,1.07920321,1.13125295
0.527209,1.22179522,1.08072584,1.13053207
0.527708,1.22273831,1.08225008,1.12981124
0.528208,1.22368109,1.08377593,1.12909048
0.528707,1.22462356,1.08530339,1.12836979
0.529206,1.22556573,1.08683248,1.12764916
0.529705,1.22650758,1.08836318,1.12692859
0.530205,1.22744913,1.08989551,1.12620808
0.530704,1.22839038,1.09142948,1.12548763
0.531203,1.22933131,1.09296507,1.12476725
0.531702,1.23027194,1.09450230,1.12404692
0.532202,1.23121227,1.09604117,1.12332666
0.532701,1.23215228,1.09758168,1.12260646
0.533200,1.23309199,1.09912384,1.12188631
0.533699,1.23403140,1.10066765,1.12116623
0.534199,1.23497050,1.10221312,1.12044620
0.534698,1.23590929,1.10376024,1.11972623
0.535197,1.23684778,1.10530902,1.11900632
0.535696,1.23778596,1.10685947,1.11828647
0.536196,1.23872384,1.10841158,1.11756667
0.536695,1.23966141,1.10996537,1.11684693
0.537194,1.24059868,1.11152083,1.11612725
0.537693,1.24153565,1.11307797,1.11540762
0.538193,1.24247231,1.11463679,1.11468805
0.538692,1.24340866,1.11619730,1.11396853
0.539191,1.24434472,1.11775950,1.11324906
0.539690,1.24528046,1.11932339,1.11252965
0.540190,1.24621591,1.12088898,1.11181030
0.540689,1.24715105,1.12245627,1.11109099
0.541188,1.24808589,1.12402527,1.11037174
0.541687,1.24902043,1.12559597,1.10965254
0.542187,1.24995466,1.12716838,1.10893340
0.542686,1.25088859,1.12874251,1.10821430
0.543185,1.25182222,1.13031836,1.10749525
0.543684,1.25275555,1.13189594,1.10677626
0.544184,1.25368858,1.13347524,1.10605732
0.544683,1.25462130,1.13505627,1.10533842
0.545182,1.25555372,1.13663903,1.10461957
0.545681,1.25648584,1.13822354,1.10390078
0.546181,1.25741767,1.13980978,1.10318203
0.546680,1.25834918,1.14139777,1.10246333
0.547179,1.25928040,1.14298751,1.10174467
0.547678,1.26021132,1.14457901,1.10102606
0.548178,1.26114194,1.14617226,1.10030750
0.548677,1.26207226,1.14776728,1.09958899
0.549176,1.26300228,1.14936406,1.09887052
0.549675,1.26393200,1.15096260,1.09815209
0.550175,1.26486141,1.15256293,1.09743371
0.550674,1.26579053,1.15416503,1.09671538
0.551173,1.26671935,1.15576891,1.09599709
0.551672,1.26764788,1.15737457,1.09527884
0.552172,1.26857610,1.15898203,1.09456063
0.552671,1.26950402,1.16059127,1.09384247
0.553170,1.27043165,1.16220232,1.09312435
0.553669,1.27135898,1.16381516,1.09240627
0.554169,1.27228601,1.16542981,1.09168823
0.554668,1.27321274,1.16704627,1.09097023
0.555167,1.27413918,1.16866455,1.09025227
0.555666,1.27506531,1.17028464,1.08953435
0.556166,1.27599116,1.17190655,1.08881647
0.556665,1.27691670,1.17353029,1.08809863
0.557164,1.27784195,1.17515585,1.08738083
0.557663,1.27876690,1.17678325,1.08666306
0.558163,1.27969155,1.17841249,1.08594534
0.558662,1.28061591,1.18004357,1.08522765
0.559161,1.28153997,1.18167650,1.08450999
0.559660,1.28246373,1.18331127,1.08379237
0.560160,1.28338720,1.18494790,1.08307479
0.560659,1.28431038,1.18658639,1.08235724
0.561158,1.28523326,1.18822675,1.08163973
0.561657,1.28615584,1.18986897,1.08092225
0.562157,1.28707813,1.19151306,1.08020480
0.562656,1.28800012,1.19315903,1.07948739
0.563155,1.28892182,1.19480687,1.07877001
0.563654,1.28984323,1.19645660,1.07805266
0.564154,1.29076434,1.19810822,1.07733535
0.564653,1.29168516,1.19976174,1.07661806
0.565152,1.29260568,1.20141715,1.07590081
0.565651,1.29352591,1.20307446,1.07518359
0.566151,1.29444585,1.20473368,1.07446639
0.566650,1.29536549,1.20639481,1.07374923
0.567149,1.29628484,1.20805785,1.07303209
0.567648,1.29720390,1.20972281,1.07231499
0.568148,1.29812267,1.21138970,1.07159791
0.568647,1.29904114,1.21305851,1.07088086
0.569146,1.29995932,1.21472926,1.07016383
0.569645,1.30087721,1.21640195,1.06944683
0.570145,1.30179481,1.21807657,1.06872986
0.570644,1.30271211,1.21975314,1.06801291
0.571143,1.30362912,1.22143167,1.06729599
0.571642,1.30454584,1.22311214,1.06657910
0.572142,1.30546228,1.22479458,1.06586222
0.572641,1.30637841,1.22647898,1.06514537
0.573140,1.30729426,1.22816535,1.06442855
0.573639,1.30820982,1.22985370,1.06371174
0.574139,1.30912509,1.23154402,1.06299496
0.574638,1.31004007,1.23323633,1.06227820
0.575137,1.31095475,1.23493062,1.06156146
0.575636,1.31186915,1.23662690,1.06084475
0.576136,1.31278326,1.23832518,1.06012805
0.576635,1.31369708,1.24002547,1.05941137
0.577134,1.31461061,1.24172776,1.05869471
0.577633,1.31552385,1.24343206,1.05797807
0.578133,1.31643680,1.24513837,1.05726145
0.578632,1.31734946,1.24684671,1.05654484
0.579131,1.31826184,1.24855707,1.05582826
0.579630,1.31917392,1.25026946,1.05511169
0.580130,1.32008572,1.25198389,1.05439513
0.580629,1.32099723,1.25370036,1.05367859
0.581128,1.32190845,1.25541887,1.05296207
0.581627,1.32281938,1.25713943,1.05224556
0.582127,1.32373003,1.25886204,1.05152907
0.582626,1.32464039,1.26058672,1.05081259
0.583125,1.32555046,1.26231345,1.05009612
0.583624,1.32646024,1.26404226,1.04937966
0.584124,1.32736974,1.26577314,1.04866322
0.584623,1.32827895,1.26750611,1.04794679
0.585122,1.32918788,1.26924115,1.04723037
0.585621,1.33009652,1.27097828,1.04651396
0.586121,1.33100487,1.27271751,1.04579756
0.586620,1.33191293,1.27445884,1.04508117
0.587119,1.33282072,1.27620227,1.04436479
0.587618,1.33372821,1.27794781,1.04364841
0.588118,1.33463542,1.27969547,1.04293205
0.588617,1.33554235,1.28144525,1.04221569
0.589116,1.33644899,1.28319715,1.04149934
0.589615,1.33735534,1.28495118,1.04078300
0.590115,1.33826141,1.28670734,1.04006666
0.590614,1.33916720,1.28846565,1.03935033
0.591113,1.34007270,1.29022610,1.03863400
0.591612,1.34097792,1.29198870,1.03791768
0.592112,1.34188285,1.29375346,1.03720136
0.592611,1.34278750,1.29552038,1.03648505
0.593110,1.34369187,1.29728947,1.03576873
0.593609,1.34459595,1.29906072,1.03505242
0.594109,1.34549975,1.30083416,1.03433612
0.594608,1.34640327,1.30260978,1.03361981
0.595107,1.34730650,1.30438758,1.03290350
0.595606,1.34820946,1.30616758,1.03218720
0.596106,1.34911212,1.30794978,1.03147089
0.596605,1.35001451,1.30973419,1.03075458
0.597104,1.35091662,1.31152080,1.03003827
0.597603,1.35181844,1.31330963,1.02932196
0.598103,1.35271998,1.31510068,1.02860565
0.598602,1.35362124,1.31689395,1.02788933
0.599101,1.35452222,1.31868946,1.02717301
0.599600,1.35542291,1.32048720,1.02645668
0.600100,1.35632333,1.32228719,1.02574035
0.600599,1.35722346,1.32408943,1.02502402
0.601098,1.35812332,1.32589392,1.02430768
0.601597,1.35902289,1.32770067,1.02359133
0.602097,1.35992219,1.32950968,1.02287498
0.602596,1.36082120,1.33132097,1.02215862
0.603095,1.36171993,1.33313453,1.02144225
0.603594,1.36261838,1.33495038,1.02072587
