eta_arm,log_neg_two_arm_bits,pirandola_bits,ratio
0.604094,1.36351656,1.33676851,1.02000948
0.604593,1.36441445,1.33858894,1.01929309
0.605092,1.36531207,1.34041167,1.01857668
0.605591,1.36620940,1.34223670,1.01786026
0.606091,1.36710646,1.34406405,1.01714383
0.606590,1.36800324,1.34589371,1.01642739
0.607089,1.36889973,1.34772570,1.01571094
0.607588,1.36979595,1.34956002,1.01499447
0.608088,1.37069190,1.35139667,1.01427799
0.608587,1.37158756,1.35323566,1.01356150
0.609086,1.37248295,1.35507700,1.01284499
0.609585,1.37337806,1.35692069,1.01212846
0.610085,1.37427289,1.35876675,1.01141192
0.610584,1.37516744,1.36061516,1.01069537
0.611083,1.37606172,1.36246595,1.00997879
0.611582,1.37695572,1.36431912,1.00926220
0.612082,1.37784944,1.36617467,1.00854559
0.612581,1.37874288,1.36803261,1.00782896
0.613080,1.37963605,1.36989294,1.00711232
0.613579,1.38052894,1.37175568,1.00639565
0.614079,1.38142156,1.37362082,1.00567896
0.614578,1.38231390,1.37548838,1.00496225
0.615077,1.38320597,1.37735836,1.00424552
0.615576,1.38409775,1.37923077,1.00352877
0.616076,1.38498927,1.38110561,1.00281199
0.616575,1.38588050,1.38298289,1.00209519
0.617074,1.38677147,1.38486261,1.00137837
0.617573,1.38766215,1.38674479,1.00066152
0.618073,1.38855257,1.38862943,0.99994465
0.618572,1.38944270,1.39051653,0.99922775
0.619071,1.39033257,1.39240611,0.99851082
0.619570,1.39122216,1.39429816,0.99779387
0.620070,1.39211147,1.39619269,0.99707689
0.620569,1.39300051,1.39808972,0.99635988
0.621068,1.39388928,1.39998925,0.99564285
0.621567,1.39477777,1.40189128,0.99492578
0.622067,1.39566599,1.40379582,0.99420868
0.622566,1.39655394,1.40570288,0.99349156
0.623065,1.39744161,1.40761246,0.99277440
0.623564,1.39832901,1.40952457,0.99205721
0.624064,1.39921614,1.41143922,0.99133999
0.624563,1.40010300,1.41335642,0.99062273
0.625062,1.40098958,1.41527616,0.98990544
0.625561,1.40187589,1.41719847,0.98918812
0.626061,1.40276193,1.41912334,0.98847076
0.626560,1.40364769,1.42105078,0.98775337
0.627059,1.40453319,1.42298080,0.98703594
0.627558,1.40541841,1.42491340,0.98631847
0.628058,1.40630336,1.42684860,0.98560097
0.628557,1.40718804,1.42878640,0.98488342
0.629056,1.40807245,1.43072680,0.98416584
0.629555,1.40895658,1.43266981,0.98344822
0.630055,1.40984045,1.43461545,0.98273056
0.630554,1.41072405,1.43656372,0.98201286
0.631053,1.41160737,1.43851461,0.98129512
0.631552,1.41249043,1.44046815,0.98057734
0.632052,1.41337321,1.44242434,0.97985951
0.632551,1.41425573,1.44438319,0.97914164
0.633050,1.41513797,1.44634470,0.97842373
0.633549,1.41601995,1.44830887,0.97770577
0.634049,1.41690165,1.45027573,0.97698777
0.634548,1.41778309,1.45224527,0.97626972
0.635047,1.41866426,1.45421751,0.97555163
0.635546,1.41954515,1.45619244,0.97483349
0.636046,1.42042578,1.45817008,0.97411530
0.636545,1.42130614,1.46015044,0.97339706
0.637044,1.42218624,1.46213352,0.97267877
0.637543,1.42306606,1.46411932,0.97196044
0.638043,1.42394562,1.46610787,0.97124205
0.638542,1.42482490,1.46809916,0.97052362
0.639041,1.42570392,1.47009320,0.96980513
0.639540,1.42658267,1.47209000,0.96908659
0.640040,1.42746116,1.47408957,0.96836799
0.640539,1.42833938,1.47609192,0.96764935
0.641038,1.42921733,1.47809704,0.96693064
0.641537,1.43009501,1.48010496,0.96621189
0.642037,1.43097242,1.48211568,0.96549308
0.642536,1.43184957,1.48412920,0.96477421
0.643035,1.43272646,1.48614554,0.96405528
0.643534,1.43360307,1.48816470,0.96333630
0.644034,1.43447942,1.49018669,0.96261726
0.644533,1.43535551,1.49221151,0.96189816
0.645032,1.43623132,1.49423919,0.96117900
0.645531,1.43710688,1.49626971,0.96045978
0.646031,1.43798216,1.49830310,0.95974050
0.646530,1.43885718,1.50033936,0.95902115
0.647029,1.43973194,1.50237850,0.95830175
0.647528,1.44060643,1.50442052,0.95758228
0.648028,1.44148066,1.50646544,0.95686275
0.648527,1.44235462,1.50851326,0.95614315
0.649026,1.44322831,1.51056399,0.95542349
0.649525,1.44410175,1.51261764,0.95470376
0.650025,1.44497491,1.51467422,0.95398396
0.650524,1.44584782,1.51673373,0.95326410
0.651023,1.44672046,1.51879619,0.95254417
0.651522,1.44759283,1.52086160,0.95182417
0.652022,1.44846494,1.52292997,0.95110410
0.652521,1.44933679,1.52500131,0.95038397
0.653020,1.45020838,1.52707563,0.94966376
0.653519,1.45107970,1.52915293,0.94894347
0.654019,1.45195076,1.53123324,0.94822312
0.654518,1.45282155,1.53331654,0.94750269
0.655017,1.45369209,1.53540286,0.94678219
0.655516,1.45456236,1.53749220,0.94606162
0.656016,1.45543237,1.53958457,0.94534097
0.656515,1.45630211,1.54167998,0.94462024
0.657014,1.45717160,1.54377843,0.94389944
0.657513,1.45804082,1.54587995,0.94317856
0.658013,1.45890978,1.54798453,0.94245760
0.658512,1.45977848,1.55009218,0.94173656
0.659011,1.46064691,1.55220292,0.94101544
0.659510,1.46151509,1.55431675,0.94029424
0.660010,1.46238300,1.55643368,0.93957296
0.660509,1.46325066,1.55855372,0.93885160
0.661008,1.46411805,1.56067688,0.93813016
0.661507,1.46498518,1.56280318,0.93740863
0.662007,1.46585205,1.56493261,0.93668702
0.662506,1.46671867,1.56706518,0.93596532
0.663005,1.46758502,1.56920092,0.93524354
0.663504,1.46845111,1.57133982,0.93452167
0.664004,1.46931694,1.57348190,0.93379971
0.664503,1.47018251,1.57562716,0.93307766
0.665002,1.47104782,1.57777562,0.93235553
0.665501,1.47191287,1.57992728,0.93163331
0.666001,1.47277767,1.58208215,0.93091099
0.666500,1.47364220,1.58424025,0.93018859
0.666999,1.47450648,1.58640158,0.92946609
0.667498,1.47537049,1.58856616,0.92874350
0.667997,1.47623425,1.59073398,0.92802082
0.668497,1.47709775,1.59290507,0.92729804
0.668996,1.47796099,1.59507943,0.92657517
0.669495,1.47882397,1.59725708,0.92585220
0.669994,1.47968670,1.59943801,0.92512913
0.670494,1.48054916,1.60162225,0.92440597
0.670993,1.48141137,1.60380980,0.92368270
0.671492,1.48227332,1.60600067,0.92295934
0.671991,1.48313502,1.60819487,0.92223588
0.672491,1.48399646,1.61039242,0.92151232
0.672990,1.48485764,1.61259332,0.92078866
0.673489,1.48571856,1.61479758,0.92006489
0.673988,1.48657922,1.61700521,0.91934102
0.674488,1.48743963,1.61921623,0.91861705
0.674987,1.48829979,1.62143064,0.91789297
0.675486,1.48915968,1.62364846,0.91716879
0.675985,1.49001932,1.62586969,0.91644449
0.676485,1.49087871,1.62809434,0.91572010
0.676984,1.49173783,1.63032243,0.91499559
0.677483,1.49259671,1.63255397,0.91427097
0.677982,1.49345532,1.63478896,0.91354625
0.678482,1.49431369,1.63702742,0.91282141
0.678981,1.49517179,1.63926936,0.91209646
0.679480,1.49602964,1.64151479,0.91137140
0.679979,1.49688724,1.64376372,0.91064623
0.680479,1.49774458,1.64601617,0.90992094
0.680978,1.49860167,1.64827213,0.90919554
0.681477,1.49945850,1.65053162,0.90847002
0.681976,1.50031508,1.65279467,0.90774439
0.682476,1.50117140,1.65506126,0.90701863
0.682975,1.50202747,1.65733142,0.90629276
0.683474,1.50288329,1.65960517,0.90556677
0.683973,1.50373885,1.66188250,0.90484066
0.684473,1.50459416,1.66416343,0.90411442
0.684972,1.50544921,1.66644797,0.90338807
0.685471,1.50630401,1.66873613,0.90266159
0.685970,1.50715856,1.67102793,0.90193499
0.686470,1.50801286,1.67332338,0.90120826
0.686969,1.50886690,1.67562249,0.90048141
0.687468,1.50972069,1.67792526,0.89975443
0.687967,1.51057423,1.68023172,0.89902732
0.688467,1.51142751,1.68254187,0.89830009
0.688966,1.51228054,1.68485572,0.89757273
0.689465,1.51313332,1.68717329,0.89684523
0.689964,1.51398585,1.68949459,0.89611761
0.690464,1.51483813,1.69181964,0.89538985
0.690963,1.51569015,1.69414843,0.89466196
0.691462,1.51654193,1.69648099,0.89393393
0.691961,1.51739345,1.69881733,0.89320578
0.692461,1.51824472,1.70115746,0.89247748
0.692960,1.51909574,1.70350138,0.89174905
0.693459,1.51994651,1.70584913,0.89102048
0.693958,1.52079703,1.70820070,0.89029177
0.694458,1.52164729,1.71055611,0.88956292
0.694957,1.52249731,1.71291537,0.88883394
0.695456,1.52334708,1.71527849,0.88810481
0.695955,1.52419659,1.71764550,0.88737554
0.696455,1.52504586,1.72001639,0.88664612
0.696954,1.52589488,1.72239119,0.88591656
0.697453,1.52674364,1.72476990,0.88518686
0.697952,1.52759216,1.72715254,0.88445701
0.698452,1.52844043,1.72953912,0.88372701
0.698951,1.52928845,1.73192965,0.88299686
0.699450,1.53013622,1.73432416,0.88226657
0.699949,1.53098374,1.73672264,0.88153612
0.700449,1.53183101,1.73912512,0.88080552
0.700948,1.53267803,1.74153160,0.88007477
0.701447,1.53352480,1.74394211,0.87934387
0.701946,1.53437133,1.74635665,0.87861281
0.702446,1.53521761,1.74877524,0.87788160
0.702945,1.53606364,1.75119789,0.87715023
0.703444,1.53690942,1.75362461,0.87641871
0.703943,1.53775495,1.75605543,0.87568702
0.704443,1.53860024,1.75849034,0.87495518
0.704942,1.53944527,1.76092938,0.87422318
0.705441,1.54029006,1.76337254,0.87349101
0.705940,1.54113461,1.76581985,0.87275868
0.706440,1.54197890,1.76827132,0.87202619
0.706939,1.54282295,1.77072695,0.87129354
0.707438,1.54366676,1.77318678,0.87056072
0.707937,1.54451031,1.77565081,0.86982773
0.708437,1.54535362,1.77811905,0.86909457
0.708936,1.54619668,1.78059152,0.86836125
0.709435,1.54703950,1.78306824,0.86762776
0.709934,1.54788207,1.78554922,0.86689409
0.710434,1.54872440,1.78803447,0.86616026
0.710933,1.54956647,1.79052401,0.86542625
0.711432,1.55040831,1.79301785,0.86469206
0.711931,1.55124989,1.79551601,0.86395771
0.712431,1.55209124,1.79801851,0.86322317
0.712930,1.55293233,1.80052535,0.86248846
0.713429,1.55377318,1.80303655,0.86175357
0.713928,1.55461379,1.80555214,0.86101850
0.714428,1.55545415,1.80807212,0.86028325
0.714927,1.55629427,1.81059651,0.85954782
0.715426,1.55713414,1.81312532,0.85881220
0.715925,1.55797377,1.81565857,0.85807640
0.716425,1.55881316,1.81819628,0.85734042
0.716924,1.55965230,1.82073846,0.85660424
0.717423,1.56049119,1.82328513,0.85586789
0.717922,1.56132984,1.82583630,0.85513134
0.718422,1.56216825,1.82839199,0.85439460
0.718921,1.56300642,1.83095222,0.85365768
0.719420,1.56384434,1.83351700,0.85292056
0.719919,1.56468202,1.83608635,0.85218324
0.720419,1.56551945,1.83866027,0.85144574
0.720918,1.56635664,1.84123881,0.85070803
0.721417,1.56719359,1.84382195,0.84997013
0.721916,1.56803030,1.84640973,0.84923204
0.722416,1.56886676,1.84900216,0.84849374
0.722915,1.56970298,1.85159926,0.84775524
0.723414,1.57053896,1.85420104,0.84701655
0.723913,1.57137470,1.85680752,0.84627765
0.724413,1.57221020,1.85941872,0.84553854
0.724912,1.57304545,1.86203466,0.84479923
0.725411,1.57388046,1.86465534,0.84405972
0.725910,1.57471523,1.86728080,0.84331999
0.726410,1.57554976,1.86991104,0.84258006
0.726909,1.57638405,1.87254609,0.84183992
0.727408,1.57721809,1.87518595,0.84109957
0.727907,1.57805190,1.87783066,0.84035900
0.728407,1.57888546,1.88048022,0.83961822
0.728906,1.57971879,1.88313466,0.83887723
0.729405,1.58055187,1.88579399,0.83813602
0.729904,1.58138471,1.88845824,0.83739459
0.730404,1.58221731,1.89112741,0.83665294
0.730903,1.58304968,1.89380153,0.83591108
0.731402,1.58388180,1.89648061,0.83516899
0.731901,1.58471368,1.89916468,0.83442668
0.732401,1.58554532,1.90185375,0.83368415
0.732900,1.58637672,1.90454785,0.83294139
0.733399,1.58720789,1.90724698,0.83219840
0.733898,1.58803881,1.90995118,0.83145519
0.734398,1.58886950,1.91266045,0.83071174
0.734897,1.58969994,1.91537482,0.82996807
0.735396,1.59053015,1.91809430,0.82922416
0.735895,1.59136011,1.92081893,0.82848003
0.736395,1.59218984,1.92354870,0.82773565
0.736894,1.59301933,1.92628366,0.82699105
0.737393,1.59384859,1.92902380,0.82624620
0.737892,1.59467760,1.93176916,0.82550112
0.738392,1.59550638,1.93451976,0.82475579
0.738891,1.59633491,1.93727561,0.82401023
0.739390,1.59716321,1.94003673,0.82326442
0.739889,1.59799128,1.94280315,0.82251837
0.740389,1.59881910,1.94557488,0.82177207
0.740888,1.59964669,1.94835195,0.82102553
0.741387,1.60047404,1.95113438,0.82027873
0.741886,1.60130115,1.95392218,0.81953169
0.742386,1.60212803,1.95671538,0.81878440
0.742885,1.60295466,1.95951399,0.81803686
0.743384,1.60378107,1.96231805,0.81728906
0.743883,1.60460723,1.96512757,0.81654100
0.744383,1.60543316,1.96794257,0.81579269
0.744882,1.60625885,1.97076307,0.81504412
0.745381,1.60708431,1.97358910,0.81429529
0.745880,1.60790953,1.97642067,0.81354620
0.746380,1.60873451,1.97925781,0.81279685
0.746879,1.60955926,1.98210055,0.81204723
0.747378,1.61038378,1.98494889,0.81129735
0.747877,1.61120805,1.98780287,0.81054720
0.748377,1.61203209,1.99066251,0.80979678
0.748876,1.61285590,1.99352782,0.80904609
0.749375,1.61367947,1.99639884,0.80829514
0.749874,1.61450281,1.99927559,0.80754390
0.750374,1.61532591,2.00215808,0.80679240
0.750873,1.61614878,2.00504634,0.80604061
0.751372,1.61697141,2.00794040,0.80528855
0.751871,1.61779381,2.01084027,0.80453621
0.752371,1.61861597,2.01374598,0.80378359
0.752870,1.61943790,2.01665756,0.80303068
0.753369,1.62025960,2.01957503,0.80227750
0.753868,1.62108106,2.02249840,0.80152402
0.754368,1.62190228,2.02542772,0.80077026
0.754867,1.62272328,2.02836299,0.80001621
0.755366,1.62354404,2.03130425,0.79926187
0.755865,1.62436457,2.03425151,0.79850724
0.756365,1.62518486,2.03720481,0.79775232
0.756864,1.62600492,2.04016417,0.79699710
0.757363,1.62682475,2.04312961,0.79624158
0.757862,1.62764434,2.04610116,0.79548576
0.758362,1.62846370,2.04907884,0.79472965
0.758861,1.62928283,2.05206268,0.79397323
0.759360,1.63010173,2.05505270,0.79321651
0.759859,1.63092039,2.05804894,0.79245948
0.760359,1.63173883,2.06105141,0.79170215
0.760858,1.63255703,2.06406014,0.79094451
0.761357,1.63337499,2.06707516,0.79018655
0.761856,1.63419273,2.07009649,0.78942829
0.762356,1.63501024,2.07312416,0.78866971
0.762855,1.63582751,2.07615820,0.78791082
0.763354,1.63664455,2.07919864,0.78715161
0.763853,1.63746136,2.08224549,0.78639208
0.764353,1.63827794,2.08529880,0.78563223
0.764852,1.63909429,2.08835858,0.78487205
0.765351,1.63991041,2.09142486,0.78411156
0.765850,1.64072629,2.09449768,0.78335073
0.766350,1.64154195,2.09757705,0.78258958
0.766849,1.64235737,2.10066301,0.78182810
0.767348,1.64317257,2.10375559,0.78106629
0.767847,1.64398753,2.10685480,0.78030414
0.768347,1.64480227,2.10996069,0.77954166
0.768846,1.64561677,2.11307329,0.77877884
0.769345,1.64643105,2.11619261,0.77801569
0.769844,1.64724509,2.11931869,0.77725219
0.770344,1.64805891,2.12245156,0.77648835
0.770843,1.64887249,2.12559124,0.77572417
0.771342,1.64968585,2.12873778,0.77495963
0.771841,1.65049898,2.13189119,0.77419475
0.772341,1.65131188,2.13505151,0.77342952
0.772840,1.65212455,2.13821877,0.77266394
0.773339,1.65293699,2.14139300,0.77189801
0.773838,1.65374920,2.14457422,0.77113171
0.774338,1.65456118,2.14776248,0.77036506
0.774837,1.65537294,2.15095780,0.76959805
0.775336,1.65618446,2.15416021,0.76883068
0.775835,1.65699576,2.15736974,0.76806295
0.776335,1.65780683,2.16058643,0.76729484
0.776834,1.65861767,2.16381031,0.76652637
0.777333,1.65942829,2.16704141,0.76575753
0.777832,1.66023868,2.17027976,0.76498832
0.778332,1.66104884,2.17352540,0.76421874
0.778831,1.66185877,2.17677836,0.76344877
0.779330,1.66266847,2.18003867,0.76267843
0.779829,1.66347795,2.18330636,0.76190771
0.780329,1.66428720,2.18658147,0.76113661
0.780828,1.66509622,2.18986403,0.76036512
0.781327,1.66590502,2.19315408,0.75959324
0.781826,1.66671359,2.19645164,0.75882098
0.782326,1.66752193,2.19975676,0.75804833
0.782825,1.66833005,2.20306948,0.75727528
0.783324,1.66913794,2.20638981,0.75650184
0.783823,1.66994561,2.20971781,0.75572800
0.784323,1.67075305,2.21305350,0.75495376
0.784822,1.67156026,2.21639691,0.75417911
0.785321,1.67236725,2.21974810,0.75340407
0.785820,1.67317401,2.22310709,0.75262861
0.786320,1.67398054,2.22647392,0.75185275
0.786819,1.67478686,2.22984862,0.75107648
0.787318,1.67559294,2.23323124,0.75029980
0.787817,1.67639880,2.23662180,0.74952270
0.788317,1.67720444,2.24002035,0.74874518
0.788816,1.67800985,2.24342693,0.74796724
0.789315,1.67881503,2.24684157,0.74718888
0.789814,1.67961999,2.25026431,0.74641009
0.790314,1.68042473,2.25369519,0.74563088
0.790813,1.68122924,2.25713425,0.74485124
0.791312,1.68203353,2.26058153,0.74407116
0.791811,1.68283759,2.26403706,0.74329066
0.792311,1.68364143,2.26750089,0.74250971
0.792810,1.68444505,2.27097306,0.74172833
0.793309,1.68524844,2.27445360,0.74094650
0.793808,1.68605161,2.27794256,0.74016423
0.794308,1.68685455,2.28143998,0.73938152
0.794807,1.68765728,2.28494590,0.73859835
0.795306,1.68845977,2.28846036,0.73781474
0.795805,1.68926205,2.29198340,0.73703067
0.796305,1.69006410,2.29551506,0.73624614
0.796804,1.69086593,2.29905540,0.73546115
0.797303,1.69166754,2.30260444,0.73467570
0.797802,1.69246892,2.30616223,0.73388979
0.798302,1.69327008,2.30972882,0.73310341
0.798801,1.69407102,2.31330425,0.73231657
0.799300,1.69487174,2.31688856,0.73152925
0.799799,1.69567223,2.32048179,0.73074145
0.800299,1.69647251,2.32408400,0.72995318
0.800798,1.69727256,2.32769523,0.72916443
0.801297,1.69807239,2.33131552,0.72837519
0.801796,1.69887199,2.33494492,0.72758547
0.802296,1.69967138,2.33858346,0.72679526
0.802795,1.70047054,2.34223121,0.72600456
0.803294,1.70126949,2.34588821,0.72521337
0.803793,1.70206821,2.34955450,0.72442168
0.804293,1.70286671,2.35323013,0.72362949
0.804792,1.70366499,2.35691515,0.72283679
0.805291,1.70446305,2.36060960,0.72204360
0.805790,1.70526089,2.36431354,0.72124989
0.806290,1.70605851,2.36802702,0.72045568
0.806789,1.70685590,2.37175007,0.71966095
0.807288,1.70765308,2.37548276,0.71886570
0.807787,1.70845004,2.37922514,0.71806993
0.808287,1.70924677,2.38297724,0.71727365
0.808786,1.71004329,2.38673913,0.71647683
0.809285,1.71083959,2.39051086,0.71567949
0.809784,1.71163567,2.39429247,0.71488162
0.810284,1.71243152,2.39808402,0.71408321
0.810783,1.71322716,2.40188556,0.71328426
0.811282,1.71402258,2.40569714,0.71248477
0.811781,1.71481778,2.40951882,0.71168474
0.812281,1.71561276,2.41335065,0.71088416
0.812780,1.71640752,2.41719269,0.71008304
0.813279,1.71720207,2.42104498,0.70928136
0.813778,1.71799639,2.42490759,0.70847912
0.814278,1.71879050,2.42878057,0.70767632
0.814777,1.71958438,2.43266397,0.70687296
0.815276,1.72037805,2.43655785,0.70606903
0.815775,1.72117150,2.44046228,0.70526454
0.816275,1.72196474,2.44437730,0.70445947
0.816774,1.72275775,2.44830297,0.70365383
0.817273,1.72355055,2.45223935,0.70284760
0.817772,1.72434313,2.45618650,0.70204080
0.818272,1.72513549,2.46014448,0.70123340
0.818771,1.72592763,2.46411335,0.70042542
0.819270,1.72671956,2.46809317,0.69961685
0.819769,1.72751126,2.47208400,0.69880767
0.820269,1.72830276,2.47608589,0.69799790
0.820768,1.72909403,2.48009892,0.69718753
0.821267,1.72988509,2.48412315,0.69637654
0.821766,1.73067593,2.48815862,0.69556495
0.822266,1.73146655,2.49220542,0.69475274
0.822765,1.73225696,2.49626361,0.69393992
0.823264,1.73304715,2.50033324,0.69312647
0.823763,1.73383713,2.50441438,0.69231240
0.824263,1.73462689,2.50850710,0.69149770
0.824762,1.73541643,2.51261146,0.69068237
0.825261,1.73620576,2.51672753,0.68986640
0.825760,1.73699487,2.52085538,0.68904979
0.826260,1.73778376,2.52499508,0.68823253
0.826759,1.73857244,2.52914669,0.68741463
0.827258,1.73936090,2.53331027,0.68659608
0.827757,1.74014915,2.53748591,0.68577687
0.828257,1.74093719,2.54167367,0.68495700
0.828756,1.74172500,2.54587363,0.68413647
0.829255,1.74251261,2.55008584,0.68331527
0.829754,1.74329999,2.55431039,0.68249340
0.830254,1.74408717,2.55854734,0.68167086
0.830753,1.74487413,2.56279678,0.68084763
0.831252,1.74566087,2.56705877,0.68002373
0.831751,1.74644740,2.57133339,0.67919913
0.832251,1.74723371,2.57562071,0.67837384
0.832750,1.74801981,2.57992081,0.67754786
0.833249,1.74880570,2.58423376,0.67672117
0.833748,1.74959137,2.58855965,0.67589378
0.834248,1.75037683,2.59289854,0.67506569
0.834747,1.75116208,2.59725053,0.67423687
0.835246,1.75194711,2.60161568,0.67340735
0.835745,1.75273193,2.60599408,0.67257709
0.836245,1.75351653,2.61038581,0.67174612
0.836744,1.75430092,2.61479095,0.67091441
0.837243,1.75508510,2.61920958,0.67008196
0.837742,1.75586907,2.62364178,0.66924878
0.838242,1.75665282,2.62808765,0.66841485
0.838741,1.75743636,2.63254725,0.66758017
0.839240,1.75821968,2.63702069,0.66674474
0.839739,1.75900280,2.64150804,0.66590855
0.840239,1.75978570,2.64600939,0.66507160
0.840738,1.76056839,2.65052483,0.66423388
0.841237,1.76135086,2.65505444,0.66339538
0.841736,1.76213313,2.65959833,0.66255611
0.842236,1.76291518,2.66415656,0.66171606
0.842735,1.76369702,2.66872925,0.66087522
0.843234,1.76447865,2.67331648,0.66003358
0.843733,1.76526007,2.67791833,0.65919115
0.844233,1.76604127,2.68253492,0.65834792
0.844732,1.76682227,2.68716632,0.65750387
0.845231,1.76760305,2.69181264,0.65665902
0.845730,1.76838362,2.69647397,0.65581335
0.846230,1.76916398,2.70115042,0.65496685
0.846729,1.76994413,2.70584206,0.65411953
0.847228,1.77072407,2.71054902,0.65327137
0.847727,1.77150380,2.71527138,0.65242237
0.848227,1.77228332,2.72000926,0.65157253
0.848726,1.77306262,2.72476274,0.65072184
0.849225,1.77384172,2.72953194,0.64987029
0.849724,1.77462061,2.73431695,0.64901789
0.850224,1.77539928,2.73911789,0.64816461
0.850723,1.77617775,2.74393486,0.64731046
0.851222,1.77695600,2.74876796,0.64645544
0.851721,1.77773405,2.75361731,0.64559953
0.852221,1.77851188,2.75848302,0.64474273
0.852720,1.77928951,2.76336519,0.64388504
0.853219,1.78006693,2.76826394,0.64302645
0.853718,1.78084414,2.77317938,0.64216695
0.854218,1.78162113,2.77811163,0.64130653
0.854717,1.78239792,2.78306079,0.64044520
0.855216,1.78317450,2.78802699,0.63958294
0.855715,1.78395087,2.79301035,0.63871975
0.856215,1.78472704,2.79801098,0.63785562
0.856714,1.78550299,2.80302900,0.63699055
0.857213,1.78627873,2.80806454,0.63612453
0.857712,1.78705427,2.81311771,0.63525755
0.858212,1.78782960,2.81818865,0.63438961
0.858711,1.78860472,2.82327747,0.63352070
0.859210,1.78937963,2.82838431,0.63265081
0.859709,1.79015433,2.83350928,0.63177994
0.860209,1.79092883,2.83865253,0.63090808
0.860708,1.79170312,2.84381418,0.63003523
0.861207,1.79247720,2.84899436,0.62916137
0.861706,1.79325107,2.85419321,0.62828650
0.862206,1.79402473,2.85941087,0.62741062
0.862705,1.79479819,2.86464746,0.62653371
0.863204,1.79557144,2.86990313,0.62565577
0.863703,1.79634448,2.87517801,0.62477679
0.864203,1.79711732,2.88047225,0.62389677
0.864702,1.79788995,2.88578599,0.62301569
0.865201,1.79866237,2.89111938,0.62213355
0.865700,1.79943459,2.89647255,0.62125035
0.866200,1.80020660,2.90184566,0.62036607
0.866699,1.80097840,2.90723886,0.61948071
0.867198,1.80174999,2.91265230,0.61859426
0.867697,1.80252138,2.91808612,0.61770671
0.868197,1.80329257,2.92354049,0.61681806
0.868696,1.80406355,2.92901556,0.61592829
0.869195,1.80483432,2.93451148,0.61503740
0.869694,1.80560488,2.94002842,0.61414538
0.870194,1.80637524,2.94556654,0.61325223
0.870693,1.80714540,2.95112600,0.61235793
0.871192,1.80791535,2.95670697,0.61146247
0.871691,1.80868509,2.96230961,0.61056585
0.872191,1.80945463,2.96793410,0.60966806
0.872690,1.81022396,2.97358059,0.60876909
0.873189,1.81099309,2.97924928,0.60786894
0.873688,1.81176201,2.98494032,0.60696758
0.874188,1.81253073,2.99065390,0.60606502
0.874687,1.81329924,2.99639020,0.60516125
0.875186,1.81406755,3.00214940,0.60425625
0.875685,1.81483566,3.00793169,0.60335002
0.876185,1.81560355,3.01373724,0.60244255
0.876684,1.81637125,3.01956625,0.60153383
0.877183,1.81713874,3.02541890,0.60062385
0.877682,1.81790603,3.03129540,0.59971260
0.878182,1.81867311,3.03719593,0.59880006
0.878681,1.81943999,3.04312069,0.59788624
0.879180,1.82020667,3.04906988,0.59697112
0.879679,1.82097314,3.05504371,0.59605469
0.880179,1.82173941,3.06104237,0.59513695
0.880678,1.82250547,3.06706608,0.59421787
0.881177,1.82327133,3.07311505,0.59329745
0.881676,1.82403699,3.07918949,0.59237569
0.882176,1.82480245,3.08528961,0.59145256
0.882675,1.82556770,3.09141564,0.59052807
0.883174,1.82633275,3.09756778,0.58960219
0.883673,1.82709759,3.10374628,0.58867492
0.884173,1.82786224,3.10995135,0.58774625
0.884672,1.82862668,3.11618322,0.58681616
0.885171,1.82939092,3.12244213,0.58588465
0.885670,1.83015495,3.12872831,0.58495170
0.886170,1.83091879,3.13504200,0.58401731
0.886669,1.83168242,3.14138344,0.58308145
0.887168,1.83244585,3.14775288,0.58214413
0.887667,1.83320908,3.15415057,0.58120532
0.888167,1.83397210,3.16057675,0.58026501
0.888666,1.83473493,3.16703169,0.57932320
0.889165,1.83549755,3.17351563,0.57837987
0.889664,1.83625997,3.18002885,0.57743500
0.890164,1.83702219,3.18657161,0.57648860
0.890663,1.83778421,3.19314417,0.57554063
0.891162,1.83854603,3.19974682,0.57459110
0.891661,1.83930764,3.20637982,0.57363998
0.892161,1.84006906,3.21304346,0.57268726
0.892660,1.84083027,3.21973802,0.57173294
0.893159,1.84159129,3.22646378,0.57077699
0.893658,1.84235210,3.23322106,0.56981941
0.894158,1.84311271,3.24001013,0.56886017
0.894657,1.84387312,3.24683129,0.56789927
0.895156,1.84463334,3.25368487,0.56693669
0.895655,1.84539335,3.26057115,0.56597242
0.896155,1.84615316,3.26749047,0.56500644
0.896654,1.84691277,3.27444313,0.56403874
0.897153,1.84767218,3.28142946,0.56306930
0.897652,1.84843139,3.28844978,0.56209811
0.898152,1.84919041,3.29550444,0.56112515
0.898651,1.84994922,3.30259376,0.56015040
0.899150,1.85070783,3.30971808,0.55917386
0.899649,1.85146624,3.31687777,0.55819550
0.900149,1.85222446,3.32407316,0.55721531
0.900648,1.85298247,3.33130462,0.55623327
0.901147,1.85374029,3.33857251,0.55524937
0.901646,1.85449790,3.34587720,0.55426359
0.902146,1.85525532,3.35321907,0.55327591
0.902645,1.85601254,3.36059848,0.55228631
0.903144,1.85676956,3.36801584,0.55129478
0.903643,1.85752638,3.37547153,0.55030130
0.904143,1.85828301,3.38296595,0.54930586
0.904642,1.85903943,3.39049950,0.54830842
0.905141,1.85979566,3.39807260,0.54730898
0.905640,1.86055169,3.40568567,0.54630752
0.906140,1.86130752,3.41333912,0.54530401
0.906639,1.86206315,3.42103339,0.54429844
